start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card,File Duration
22.1515,22.1549,42656.0,82435.0,Myotis brandtii,0.355,0.575,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
22.2725,22.2767,41796.0,77793.0,Myotis brandtii,0.285,0.51,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
22.9735,22.9782,40078.0,87982.0,Myotis brandtii,0.33,0.532,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
23.2745,23.2796,40937.0,83045.0,Myotis brandtii,0.424,0.505,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
23.7915,23.7967,37500.0,83341.0,Myotis brandtii,0.368,0.546,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
24.9405,24.9447,53828.0,69736.0,Pipistrellus pipistrellus,0.249,0.555,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
30.9195,30.9235,52109.0,63900.0,Pipistrellus pipistrellus,0.31,0.567,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
31.1145,31.1183,52968.0,66217.0,Pipistrellus pipistrellus,0.372,0.553,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
31.2535,31.2573,52109.0,67161.0,Pipistrellus pipistrellus,0.37,0.597,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
31.3165,31.3199,51250.0,65380.0,Pipistrellus pipistrellus,0.407,0.591,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
31.4405,31.4445,50390.0,67146.0,Pipistrellus pipistrellus,0.406,0.533,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
31.5135,31.5174,52109.0,69573.0,Pipistrellus pipistrellus,0.33,0.501,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
31.6015,31.6051,52109.0,67369.0,Pipistrellus pipistrellus,0.373,0.615,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
31.6855,31.6895,51250.0,66872.0,Pipistrellus pipistrellus,0.367,0.55,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
31.9365,31.9402,52109.0,69868.0,Pipistrellus pipistrellus,0.335,0.505,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
32.0045,32.0088,52109.0,69167.0,Pipistrellus pipistrellus,0.442,0.604,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
32.9045,32.909,42656.0,83853.0,Myotis alcathoe,0.421,0.533,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221029_023000.WAV,Telephone Field,recover-20221110,007,300
