,bout_index,SD Card,File name,Site,SNR
4,22,UBNA_008,20220726_053000.WAV,Central Pond,39.29480123185619
5,22,UBNA_008,20220726_053000.WAV,Central Pond,42.0947688168856
6,22,UBNA_008,20220726_053000.WAV,Central Pond,38.272432771252696
0,23,UBNA_008,20220726_053000.WAV,Central Pond,33.033205180385025
1,23,UBNA_008,20220726_053000.WAV,Central Pond,36.17662920057718
0,24,UBNA_008,20220726_053000.WAV,Central Pond,39.47821107549562
1,24,UBNA_008,20220726_053000.WAV,Central Pond,41.57191979792331
2,24,UBNA_008,20220726_053000.WAV,Central Pond,38.55522478431588
3,24,UBNA_008,20220726_053000.WAV,Central Pond,39.66584304532722
0,25,UBNA_008,20220726_053000.WAV,Central Pond,26.289967934255444
1,25,UBNA_008,20220726_053000.WAV,Central Pond,29.104115088271744
2,25,UBNA_008,20220726_053000.WAV,Central Pond,26.31375360937565
0,26,UBNA_008,20220726_053000.WAV,Central Pond,6.334513429950439
0,27,UBNA_008,20220726_053000.WAV,Central Pond,14.55686937606421
1,27,UBNA_008,20220726_053000.WAV,Central Pond,15.20039750277952
0,28,UBNA_008,20220726_053000.WAV,Central Pond,10.354491726643431
0,29,UBNA_008,20220726_053000.WAV,Central Pond,13.799405036434365
1,29,UBNA_008,20220726_053000.WAV,Central Pond,12.955640464286557
0,30,UBNA_008,20220726_053000.WAV,Central Pond,8.34167094113857
0,31,UBNA_008,20220726_053000.WAV,Central Pond,13.155874891639671
0,32,UBNA_008,20220726_053000.WAV,Central Pond,21.287904802371255
1,32,UBNA_008,20220726_053000.WAV,Central Pond,20.29683666393789
0,33,UBNA_008,20220726_053000.WAV,Central Pond,24.57391142168797
1,33,UBNA_008,20220726_053000.WAV,Central Pond,23.45108555191862
2,33,UBNA_008,20220726_053000.WAV,Central Pond,25.514374291366533
0,34,UBNA_008,20220726_053000.WAV,Central Pond,12.416411492310417
1,34,UBNA_008,20220726_053000.WAV,Central Pond,13.298393742339535
0,35,UBNA_008,20220726_053000.WAV,Central Pond,15.079809786892362
1,35,UBNA_008,20220726_053000.WAV,Central Pond,14.010729795194008
0,36,UBNA_008,20220726_053000.WAV,Central Pond,35.58164173259079
1,36,UBNA_008,20220726_053000.WAV,Central Pond,34.723720141176784
0,37,UBNA_008,20220726_053000.WAV,Central Pond,14.842322441092254
0,38,UBNA_008,20220726_053000.WAV,Central Pond,6.181520780364234
1,38,UBNA_008,20220726_053000.WAV,Central Pond,5.709451345516314
2,38,UBNA_008,20220726_053000.WAV,Central Pond,6.1476560041543715
0,39,UBNA_008,20220726_053000.WAV,Central Pond,10.678413401798572
1,39,UBNA_008,20220726_053000.WAV,Central Pond,10.352822025195598
2,39,UBNA_008,20220726_053000.WAV,Central Pond,9.788529497332634
0,40,UBNA_008,20220726_053000.WAV,Central Pond,14.43627371976319
0,41,UBNA_008,20220726_053000.WAV,Central Pond,7.981771764538617
0,42,UBNA_008,20220726_053000.WAV,Central Pond,11.26396456656253
0,43,UBNA_008,20220726_053000.WAV,Central Pond,6.762731915418253
0,44,UBNA_008,20220726_053000.WAV,Central Pond,16.442202703633736
0,45,UBNA_008,20220726_053000.WAV,Central Pond,6.5663448045617425
0,46,UBNA_008,20220726_053000.WAV,Central Pond,4.951740573499101
0,47,UBNA_008,20220726_053000.WAV,Central Pond,6.596247347441033
0,48,UBNA_008,20220726_053000.WAV,Central Pond,11.82248682061941
1,48,UBNA_008,20220726_053000.WAV,Central Pond,13.105153884793639
2,48,UBNA_008,20220726_053000.WAV,Central Pond,12.3362363662756
3,48,UBNA_008,20220726_053000.WAV,Central Pond,11.952163930370512
0,49,UBNA_008,20220726_053000.WAV,Central Pond,10.27739910499234
1,49,UBNA_008,20220726_053000.WAV,Central Pond,11.050219360310498
0,50,UBNA_008,20220726_053000.WAV,Central Pond,12.079823512398988
0,51,UBNA_008,20220726_053000.WAV,Central Pond,19.633234950760546
1,51,UBNA_008,20220726_053000.WAV,Central Pond,20.912172294495566
2,51,UBNA_008,20220726_053000.WAV,Central Pond,19.3829918232243
3,51,UBNA_008,20220726_053000.WAV,Central Pond,19.46984891752937
4,51,UBNA_008,20220726_053000.WAV,Central Pond,20.279867427734636
0,52,UBNA_008,20220726_053000.WAV,Central Pond,12.28846029032228
1,52,UBNA_008,20220726_053000.WAV,Central Pond,11.181026852331923
2,52,UBNA_008,20220726_053000.WAV,Central Pond,11.060103147794019
0,0,UBNA_008,20220726_060000.WAV,Central Pond,10.927140392909356
1,0,UBNA_008,20220726_060000.WAV,Central Pond,12.091210985492111
0,1,UBNA_008,20220726_060000.WAV,Central Pond,11.166435097052588
0,2,UBNA_008,20220726_060000.WAV,Central Pond,7.805507803391572
1,2,UBNA_008,20220726_060000.WAV,Central Pond,8.02223565586704
0,3,UBNA_008,20220726_060000.WAV,Central Pond,6.6738840713467695
0,4,UBNA_008,20220726_060000.WAV,Central Pond,9.269943662489911
0,5,UBNA_008,20220726_060000.WAV,Central Pond,13.550776729804696
1,5,UBNA_008,20220726_060000.WAV,Central Pond,14.92208868214905
2,5,UBNA_008,20220726_060000.WAV,Central Pond,13.831930830279319
3,5,UBNA_008,20220726_060000.WAV,Central Pond,15.017053183334593
0,6,UBNA_008,20220726_060000.WAV,Central Pond,14.274107912571012
0,7,UBNA_008,20220726_060000.WAV,Central Pond,7.463958369662562
0,8,UBNA_008,20220726_060000.WAV,Central Pond,13.26257445562345
0,9,UBNA_008,20220726_060000.WAV,Central Pond,14.900157940104856
0,10,UBNA_008,20220726_060000.WAV,Central Pond,12.886041119379733
1,10,UBNA_008,20220726_060000.WAV,Central Pond,13.012844863306803
2,10,UBNA_008,20220726_060000.WAV,Central Pond,13.908169666359992
0,11,UBNA_008,20220726_060000.WAV,Central Pond,17.06163409881868
0,12,UBNA_008,20220726_060000.WAV,Central Pond,27.144849507272703
0,13,UBNA_008,20220726_060000.WAV,Central Pond,28.333340321975875
0,14,UBNA_008,20220726_060000.WAV,Central Pond,24.233531554639516
1,14,UBNA_008,20220726_060000.WAV,Central Pond,25.0181759314891
2,14,UBNA_008,20220726_060000.WAV,Central Pond,22.778998247289707
0,15,UBNA_008,20220726_060000.WAV,Central Pond,17.986434827786564
0,16,UBNA_008,20220726_060000.WAV,Central Pond,9.859681374340843
0,17,UBNA_008,20220726_060000.WAV,Central Pond,16.117941990132124
0,18,UBNA_008,20220726_060000.WAV,Central Pond,19.44671770226081
1,18,UBNA_008,20220726_060000.WAV,Central Pond,20.147102472332886
0,19,UBNA_008,20220726_060000.WAV,Central Pond,9.36881344523048
0,20,UBNA_008,20220726_060000.WAV,Central Pond,29.369228060986664
0,21,UBNA_008,20220726_060000.WAV,Central Pond,10.841743988529986
0,22,UBNA_008,20220726_060000.WAV,Central Pond,24.054518020605844
0,23,UBNA_008,20220726_060000.WAV,Central Pond,11.92800947289658
0,24,UBNA_008,20220726_060000.WAV,Central Pond,21.343682067050555
1,24,UBNA_008,20220726_060000.WAV,Central Pond,21.264838916712684
0,25,UBNA_008,20220726_060000.WAV,Central Pond,10.810269661603549
0,26,UBNA_008,20220726_060000.WAV,Central Pond,18.61928532899572
1,26,UBNA_008,20220726_060000.WAV,Central Pond,18.227009359452314
2,26,UBNA_008,20220726_060000.WAV,Central Pond,19.922366164277406
0,27,UBNA_008,20220726_060000.WAV,Central Pond,5.36800868985002
0,28,UBNA_008,20220726_060000.WAV,Central Pond,17.07741591189139
1,28,UBNA_008,20220726_060000.WAV,Central Pond,15.462981299790691
0,29,UBNA_008,20220726_060000.WAV,Central Pond,5.808200396063007
1,29,UBNA_008,20220726_060000.WAV,Central Pond,5.4475625188333145
0,30,UBNA_008,20220726_060000.WAV,Central Pond,11.00297022241772
0,31,UBNA_008,20220726_060000.WAV,Central Pond,10.019929261097364
1,31,UBNA_008,20220726_060000.WAV,Central Pond,9.17658833325744
0,32,UBNA_008,20220726_060000.WAV,Central Pond,11.813585732389594
1,32,UBNA_008,20220726_060000.WAV,Central Pond,11.80066315215305
0,33,UBNA_008,20220726_060000.WAV,Central Pond,6.116517036882392
0,34,UBNA_008,20220726_060000.WAV,Central Pond,25.887278218024864
1,34,UBNA_008,20220726_060000.WAV,Central Pond,27.599617021176574
2,34,UBNA_008,20220726_060000.WAV,Central Pond,25.85189232406277
0,35,UBNA_008,20220726_060000.WAV,Central Pond,21.949181259909064
1,35,UBNA_008,20220726_060000.WAV,Central Pond,23.71886732568635
0,36,UBNA_008,20220726_060000.WAV,Central Pond,45.25072209912871
0,37,UBNA_008,20220726_060000.WAV,Central Pond,8.9907129190293
1,37,UBNA_008,20220726_060000.WAV,Central Pond,9.173821521150572
0,38,UBNA_008,20220726_060000.WAV,Central Pond,5.3425249942683095
0,39,UBNA_008,20220726_060000.WAV,Central Pond,5.609575636008577
0,40,UBNA_008,20220726_060000.WAV,Central Pond,8.32523171649786
0,41,UBNA_008,20220726_060000.WAV,Central Pond,6.7892029393222675
0,42,UBNA_008,20220726_060000.WAV,Central Pond,6.040708349836491
0,43,UBNA_008,20220726_060000.WAV,Central Pond,3.711810894593227
0,0,UBNA_008,20220726_063000.WAV,Central Pond,8.699706881734999
1,0,UBNA_008,20220726_063000.WAV,Central Pond,8.210257573209205
0,1,UBNA_008,20220726_063000.WAV,Central Pond,6.579179652383957
1,1,UBNA_008,20220726_063000.WAV,Central Pond,7.220450481100711
0,2,UBNA_008,20220726_063000.WAV,Central Pond,9.021190668976232
0,3,UBNA_008,20220726_063000.WAV,Central Pond,8.185441148819447
1,3,UBNA_008,20220726_063000.WAV,Central Pond,7.406779102513704
0,4,UBNA_008,20220726_063000.WAV,Central Pond,5.447462810653333
0,5,UBNA_008,20220726_063000.WAV,Central Pond,25.21712730703264
0,6,UBNA_008,20220726_063000.WAV,Central Pond,5.945484325776025
0,7,UBNA_008,20220726_063000.WAV,Central Pond,8.780931584012885
0,8,UBNA_008,20220726_063000.WAV,Central Pond,5.309557104202328
0,9,UBNA_008,20220726_063000.WAV,Central Pond,26.70610999008726
0,10,UBNA_008,20220726_063000.WAV,Central Pond,15.112983617904515
0,11,UBNA_008,20220726_063000.WAV,Central Pond,29.387014234843125
0,12,UBNA_008,20220726_063000.WAV,Central Pond,7.983478003495751
0,13,UBNA_008,20220726_063000.WAV,Central Pond,11.246345697115967
0,14,UBNA_008,20220726_063000.WAV,Central Pond,17.078373206138057
0,15,UBNA_008,20220726_063000.WAV,Central Pond,13.368018721517787
1,15,UBNA_008,20220726_063000.WAV,Central Pond,12.500267460683709
0,16,UBNA_008,20220726_063000.WAV,Central Pond,10.17682179145378
0,17,UBNA_008,20220726_063000.WAV,Central Pond,14.921249136429813
0,18,UBNA_008,20220726_063000.WAV,Central Pond,11.988465948068159
1,18,UBNA_008,20220726_063000.WAV,Central Pond,13.279558940303684
0,19,UBNA_008,20220726_063000.WAV,Central Pond,21.11778380802395
1,19,UBNA_008,20220726_063000.WAV,Central Pond,20.267418150308913
0,20,UBNA_008,20220726_063000.WAV,Central Pond,9.798919151283668
1,20,UBNA_008,20220726_063000.WAV,Central Pond,10.692037475455173
0,21,UBNA_008,20220726_063000.WAV,Central Pond,9.56433570364235
1,21,UBNA_008,20220726_063000.WAV,Central Pond,10.49686523753281
0,22,UBNA_008,20220726_063000.WAV,Central Pond,13.562116231379374
0,23,UBNA_008,20220726_063000.WAV,Central Pond,7.139138405076696
1,23,UBNA_008,20220726_063000.WAV,Central Pond,7.8722754108117705
0,24,UBNA_008,20220726_063000.WAV,Central Pond,14.391346801839706
1,24,UBNA_008,20220726_063000.WAV,Central Pond,14.334281929776667
2,24,UBNA_008,20220726_063000.WAV,Central Pond,13.322469810281028
0,25,UBNA_008,20220726_063000.WAV,Central Pond,8.809779835372622
1,25,UBNA_008,20220726_063000.WAV,Central Pond,9.033021363623988
