,bout_index,SD Card,File name,Site,SNR
0,0,UBNA_008,20220726_043000.WAV,Central Pond,8.81600706733234
0,1,UBNA_008,20220726_043000.WAV,Central Pond,8.216336859646429
0,2,UBNA_008,20220726_043000.WAV,Central Pond,32.84031598247701
1,2,UBNA_008,20220726_043000.WAV,Central Pond,34.28758218214008
2,2,UBNA_008,20220726_043000.WAV,Central Pond,34.7981659652385
3,2,UBNA_008,20220726_043000.WAV,Central Pond,35.19064846807569
4,2,UBNA_008,20220726_043000.WAV,Central Pond,33.4865370448246
5,2,UBNA_008,20220726_043000.WAV,Central Pond,32.401811442547874
6,2,UBNA_008,20220726_043000.WAV,Central Pond,33.337337620879616
7,2,UBNA_008,20220726_043000.WAV,Central Pond,33.52366780706007
8,2,UBNA_008,20220726_043000.WAV,Central Pond,33.55526645519848
0,3,UBNA_008,20220726_043000.WAV,Central Pond,9.687272034993455
1,3,UBNA_008,20220726_043000.WAV,Central Pond,9.701920146049819
0,4,UBNA_008,20220726_043000.WAV,Central Pond,8.647291671413772
0,5,UBNA_008,20220726_043000.WAV,Central Pond,23.412622981316034
1,5,UBNA_008,20220726_043000.WAV,Central Pond,24.919371362210995
0,6,UBNA_008,20220726_043000.WAV,Central Pond,19.086559999775318
1,6,UBNA_008,20220726_043000.WAV,Central Pond,21.180154285868014
0,7,UBNA_008,20220726_043000.WAV,Central Pond,6.4717249556524585
0,8,UBNA_008,20220726_043000.WAV,Central Pond,24.337554257896677
1,8,UBNA_008,20220726_043000.WAV,Central Pond,25.417527030849012
2,8,UBNA_008,20220726_043000.WAV,Central Pond,25.83429867357119
0,9,UBNA_008,20220726_043000.WAV,Central Pond,17.955374366345
0,10,UBNA_008,20220726_043000.WAV,Central Pond,25.06370916726864
1,10,UBNA_008,20220726_043000.WAV,Central Pond,24.025258148628193
2,10,UBNA_008,20220726_043000.WAV,Central Pond,23.690974882645538
0,11,UBNA_008,20220726_043000.WAV,Central Pond,3.5318032039569096
0,12,UBNA_008,20220726_043000.WAV,Central Pond,15.365461131226123
1,12,UBNA_008,20220726_043000.WAV,Central Pond,14.325620391618193
0,13,UBNA_008,20220726_043000.WAV,Central Pond,4.959979201383141
0,14,UBNA_008,20220726_043000.WAV,Central Pond,22.034436359722566
1,14,UBNA_008,20220726_043000.WAV,Central Pond,20.034943866302317
0,0,UBNA_008,20220726_050000.WAV,Central Pond,19.31377138277389
0,1,UBNA_008,20220726_050000.WAV,Central Pond,15.709133337606008
0,2,UBNA_008,20220726_050000.WAV,Central Pond,25.451129695193604
1,2,UBNA_008,20220726_050000.WAV,Central Pond,25.308148532614958
2,2,UBNA_008,20220726_050000.WAV,Central Pond,24.20876883682741
3,2,UBNA_008,20220726_050000.WAV,Central Pond,26.768738178439676
4,2,UBNA_008,20220726_050000.WAV,Central Pond,25.003424475503703
5,2,UBNA_008,20220726_050000.WAV,Central Pond,26.845854165449808
6,2,UBNA_008,20220726_050000.WAV,Central Pond,26.29558178641902
0,3,UBNA_008,20220726_050000.WAV,Central Pond,12.609733278682713
0,4,UBNA_008,20220726_050000.WAV,Central Pond,7.4576098580680386
1,4,UBNA_008,20220726_050000.WAV,Central Pond,6.849661026123101
0,5,UBNA_008,20220726_050000.WAV,Central Pond,4.435754482932955
0,6,UBNA_008,20220726_050000.WAV,Central Pond,22.010009746968237
1,6,UBNA_008,20220726_050000.WAV,Central Pond,23.995330463627358
0,7,UBNA_008,20220726_050000.WAV,Central Pond,26.040960036402453
0,8,UBNA_008,20220726_050000.WAV,Central Pond,8.25270246616942
0,9,UBNA_008,20220726_050000.WAV,Central Pond,10.693611029390224
0,10,UBNA_008,20220726_050000.WAV,Central Pond,10.052220563722884
1,10,UBNA_008,20220726_050000.WAV,Central Pond,10.841545940438566
0,11,UBNA_008,20220726_050000.WAV,Central Pond,15.31953823908459
0,12,UBNA_008,20220726_050000.WAV,Central Pond,6.112026963423862
0,13,UBNA_008,20220726_050000.WAV,Central Pond,6.933743106761457
1,13,UBNA_008,20220726_050000.WAV,Central Pond,7.656180754241914
0,14,UBNA_008,20220726_050000.WAV,Central Pond,10.588447839371884
0,15,UBNA_008,20220726_050000.WAV,Central Pond,17.739580654969387
1,15,UBNA_008,20220726_050000.WAV,Central Pond,17.968370398398235
2,15,UBNA_008,20220726_050000.WAV,Central Pond,17.17777151756803
3,15,UBNA_008,20220726_050000.WAV,Central Pond,17.817305848725034
0,16,UBNA_008,20220726_050000.WAV,Central Pond,13.608940324763722
1,16,UBNA_008,20220726_050000.WAV,Central Pond,12.746754250964063
0,17,UBNA_008,20220726_050000.WAV,Central Pond,19.77329274268528
1,17,UBNA_008,20220726_050000.WAV,Central Pond,21.23207572654596
0,18,UBNA_008,20220726_050000.WAV,Central Pond,9.977430476860398
1,18,UBNA_008,20220726_050000.WAV,Central Pond,10.228689237476713
0,19,UBNA_008,20220726_050000.WAV,Central Pond,11.128856090444872
1,19,UBNA_008,20220726_050000.WAV,Central Pond,11.591300671431792
0,20,UBNA_008,20220726_050000.WAV,Central Pond,17.692757454516116
1,20,UBNA_008,20220726_050000.WAV,Central Pond,16.874698817968213
2,20,UBNA_008,20220726_050000.WAV,Central Pond,16.686110565679563
3,20,UBNA_008,20220726_050000.WAV,Central Pond,16.171655266271205
0,21,UBNA_008,20220726_050000.WAV,Central Pond,23.58852649288592
1,21,UBNA_008,20220726_050000.WAV,Central Pond,21.56594658477576
0,22,UBNA_008,20220726_050000.WAV,Central Pond,23.05828973027927
0,23,UBNA_008,20220726_050000.WAV,Central Pond,10.162761141819757
0,24,UBNA_008,20220726_050000.WAV,Central Pond,3.6892981798966735
0,25,UBNA_008,20220726_050000.WAV,Central Pond,4.208891508200841
0,26,UBNA_008,20220726_050000.WAV,Central Pond,16.912348245940095
1,26,UBNA_008,20220726_050000.WAV,Central Pond,16.122153560373658
2,26,UBNA_008,20220726_050000.WAV,Central Pond,17.58810641062482
3,26,UBNA_008,20220726_050000.WAV,Central Pond,15.878291151046593
0,27,UBNA_008,20220726_050000.WAV,Central Pond,4.078765198885243
0,28,UBNA_008,20220726_050000.WAV,Central Pond,7.980967953270138
0,29,UBNA_008,20220726_050000.WAV,Central Pond,8.072100870829853
0,30,UBNA_008,20220726_050000.WAV,Central Pond,18.094877631359992
1,30,UBNA_008,20220726_050000.WAV,Central Pond,18.962238969475447
0,31,UBNA_008,20220726_050000.WAV,Central Pond,14.49859234493901
0,32,UBNA_008,20220726_050000.WAV,Central Pond,9.05328168004391
0,33,UBNA_008,20220726_050000.WAV,Central Pond,11.831438079574019
1,33,UBNA_008,20220726_050000.WAV,Central Pond,12.648453257647759
0,34,UBNA_008,20220726_050000.WAV,Central Pond,10.303853157994567
0,35,UBNA_008,20220726_050000.WAV,Central Pond,5.611269960706561
0,36,UBNA_008,20220726_050000.WAV,Central Pond,19.523688244064218
1,36,UBNA_008,20220726_050000.WAV,Central Pond,19.636452158539925
2,36,UBNA_008,20220726_050000.WAV,Central Pond,19.27740569937471
3,36,UBNA_008,20220726_050000.WAV,Central Pond,21.341710164013918
4,36,UBNA_008,20220726_050000.WAV,Central Pond,19.87791618110252
5,36,UBNA_008,20220726_050000.WAV,Central Pond,19.802728033475926
6,36,UBNA_008,20220726_050000.WAV,Central Pond,20.848194255975656
7,36,UBNA_008,20220726_050000.WAV,Central Pond,20.12522431823523
8,36,UBNA_008,20220726_050000.WAV,Central Pond,20.45469213995743
9,36,UBNA_008,20220726_050000.WAV,Central Pond,19.761095003230615
0,37,UBNA_008,20220726_050000.WAV,Central Pond,10.61963153215839
1,37,UBNA_008,20220726_050000.WAV,Central Pond,10.676571250574645
0,38,UBNA_008,20220726_050000.WAV,Central Pond,18.91020211154237
1,38,UBNA_008,20220726_050000.WAV,Central Pond,20.15330647749049
0,39,UBNA_008,20220726_050000.WAV,Central Pond,19.88048472300119
1,39,UBNA_008,20220726_050000.WAV,Central Pond,21.260698735160627
2,39,UBNA_008,20220726_050000.WAV,Central Pond,21.425432043962715
0,40,UBNA_008,20220726_050000.WAV,Central Pond,5.07181785381306
0,41,UBNA_008,20220726_050000.WAV,Central Pond,11.04708475390719
0,42,UBNA_008,20220726_050000.WAV,Central Pond,17.505707889469345
1,42,UBNA_008,20220726_050000.WAV,Central Pond,17.603207991753695
2,42,UBNA_008,20220726_050000.WAV,Central Pond,16.268104256943936
0,43,UBNA_008,20220726_050000.WAV,Central Pond,14.90825709290328
1,43,UBNA_008,20220726_050000.WAV,Central Pond,14.979244970292953
0,44,UBNA_008,20220726_050000.WAV,Central Pond,24.375341466275984
0,45,UBNA_008,20220726_050000.WAV,Central Pond,5.15677582298393
0,46,UBNA_008,20220726_050000.WAV,Central Pond,8.819963343470587
0,47,UBNA_008,20220726_050000.WAV,Central Pond,15.241298945624102
1,47,UBNA_008,20220726_050000.WAV,Central Pond,13.949952816467288
0,48,UBNA_008,20220726_050000.WAV,Central Pond,18.045040654660674
0,49,UBNA_008,20220726_050000.WAV,Central Pond,11.406644202403006
0,50,UBNA_008,20220726_050000.WAV,Central Pond,11.359388580555825
0,51,UBNA_008,20220726_050000.WAV,Central Pond,11.789731488511123
0,52,UBNA_008,20220726_050000.WAV,Central Pond,19.70715565942342
1,52,UBNA_008,20220726_050000.WAV,Central Pond,19.48673275901975
0,53,UBNA_008,20220726_050000.WAV,Central Pond,13.411405713713172
0,54,UBNA_008,20220726_050000.WAV,Central Pond,11.252195049060848
1,54,UBNA_008,20220726_050000.WAV,Central Pond,11.72670441658672
2,54,UBNA_008,20220726_050000.WAV,Central Pond,10.566541118538535
3,54,UBNA_008,20220726_050000.WAV,Central Pond,11.72026639407357
0,55,UBNA_008,20220726_050000.WAV,Central Pond,15.653597027624011
1,55,UBNA_008,20220726_050000.WAV,Central Pond,16.952766970260633
0,56,UBNA_008,20220726_050000.WAV,Central Pond,12.234635641293355
0,57,UBNA_008,20220726_050000.WAV,Central Pond,13.555626339575426
1,57,UBNA_008,20220726_050000.WAV,Central Pond,13.432262184299354
2,57,UBNA_008,20220726_050000.WAV,Central Pond,12.796918975287676
0,58,UBNA_008,20220726_050000.WAV,Central Pond,10.332107557261203
0,59,UBNA_008,20220726_050000.WAV,Central Pond,18.357734939908596
1,59,UBNA_008,20220726_050000.WAV,Central Pond,19.8619491016562
0,60,UBNA_008,20220726_050000.WAV,Central Pond,10.404576560739107
0,61,UBNA_008,20220726_050000.WAV,Central Pond,8.796750838129494
0,62,UBNA_008,20220726_050000.WAV,Central Pond,22.010534497572216
1,62,UBNA_008,20220726_050000.WAV,Central Pond,20.332385402114546
2,62,UBNA_008,20220726_050000.WAV,Central Pond,21.769549772387418
3,62,UBNA_008,20220726_050000.WAV,Central Pond,20.625958298863015
0,63,UBNA_008,20220726_050000.WAV,Central Pond,33.71354307645098
1,63,UBNA_008,20220726_050000.WAV,Central Pond,35.10755545128018
2,63,UBNA_008,20220726_050000.WAV,Central Pond,35.65865270183784
0,64,UBNA_008,20220726_050000.WAV,Central Pond,28.59312602069555
1,64,UBNA_008,20220726_050000.WAV,Central Pond,29.385559532896256
0,65,UBNA_008,20220726_050000.WAV,Central Pond,11.03551701061579
0,66,UBNA_008,20220726_050000.WAV,Central Pond,27.47441529017651
1,66,UBNA_008,20220726_050000.WAV,Central Pond,28.30763758736837
2,66,UBNA_008,20220726_050000.WAV,Central Pond,28.59613020073601
3,66,UBNA_008,20220726_050000.WAV,Central Pond,27.694724685832913
0,67,UBNA_008,20220726_050000.WAV,Central Pond,5.742839949934786
0,68,UBNA_008,20220726_050000.WAV,Central Pond,8.235726799950612
1,68,UBNA_008,20220726_050000.WAV,Central Pond,8.92474084508534
0,69,UBNA_008,20220726_050000.WAV,Central Pond,9.547206695850976
0,70,UBNA_008,20220726_050000.WAV,Central Pond,8.366168075693478
1,70,UBNA_008,20220726_050000.WAV,Central Pond,7.611460525713339
0,71,UBNA_008,20220726_050000.WAV,Central Pond,3.411463223658826
0,72,UBNA_008,20220726_050000.WAV,Central Pond,17.68974254907732
1,72,UBNA_008,20220726_050000.WAV,Central Pond,19.336162725718566
0,73,UBNA_008,20220726_050000.WAV,Central Pond,12.176301806213996
1,73,UBNA_008,20220726_050000.WAV,Central Pond,12.401832811415058
0,74,UBNA_008,20220726_050000.WAV,Central Pond,22.588521979483534
1,74,UBNA_008,20220726_050000.WAV,Central Pond,24.77220650263556
0,75,UBNA_008,20220726_050000.WAV,Central Pond,6.520025241252601
0,76,UBNA_008,20220726_050000.WAV,Central Pond,2.84547953702699
1,76,UBNA_008,20220726_050000.WAV,Central Pond,3.1096141092753555
0,77,UBNA_008,20220726_050000.WAV,Central Pond,18.258293467992008
1,77,UBNA_008,20220726_050000.WAV,Central Pond,18.137759707699317
0,78,UBNA_008,20220726_050000.WAV,Central Pond,25.35931915709763
1,78,UBNA_008,20220726_050000.WAV,Central Pond,24.18611365079005
2,78,UBNA_008,20220726_050000.WAV,Central Pond,25.651687056151378
3,78,UBNA_008,20220726_050000.WAV,Central Pond,25.66090113968288
4,78,UBNA_008,20220726_050000.WAV,Central Pond,24.88949418839789
5,78,UBNA_008,20220726_050000.WAV,Central Pond,24.47136048622053
6,78,UBNA_008,20220726_050000.WAV,Central Pond,25.889435870569507
7,78,UBNA_008,20220726_050000.WAV,Central Pond,25.531703727568804
0,0,UBNA_008,20220726_053000.WAV,Central Pond,24.151668909278907
1,0,UBNA_008,20220726_053000.WAV,Central Pond,24.927464013633017
2,0,UBNA_008,20220726_053000.WAV,Central Pond,26.45737981057136
0,1,UBNA_008,20220726_053000.WAV,Central Pond,8.896423756124985
0,2,UBNA_008,20220726_053000.WAV,Central Pond,19.41342734587271
0,3,UBNA_008,20220726_053000.WAV,Central Pond,9.945580222281931
0,4,UBNA_008,20220726_053000.WAV,Central Pond,13.88500894375734
1,4,UBNA_008,20220726_053000.WAV,Central Pond,14.954210609718235
2,4,UBNA_008,20220726_053000.WAV,Central Pond,15.34393723072845
0,5,UBNA_008,20220726_053000.WAV,Central Pond,12.162019282109487
0,6,UBNA_008,20220726_053000.WAV,Central Pond,20.751135000021566
1,6,UBNA_008,20220726_053000.WAV,Central Pond,19.881503285634764
0,7,UBNA_008,20220726_053000.WAV,Central Pond,10.11475312617804
0,8,UBNA_008,20220726_053000.WAV,Central Pond,14.847555807660857
1,8,UBNA_008,20220726_053000.WAV,Central Pond,14.728449378675975
0,9,UBNA_008,20220726_053000.WAV,Central Pond,19.759389971348593
0,10,UBNA_008,20220726_053000.WAV,Central Pond,26.8192443051124
1,10,UBNA_008,20220726_053000.WAV,Central Pond,25.54498429161631
2,10,UBNA_008,20220726_053000.WAV,Central Pond,27.2673008980195
3,10,UBNA_008,20220726_053000.WAV,Central Pond,28.089403436732606
0,11,UBNA_008,20220726_053000.WAV,Central Pond,21.15383986298175
0,12,UBNA_008,20220726_053000.WAV,Central Pond,7.535493174705893
0,13,UBNA_008,20220726_053000.WAV,Central Pond,13.898827412193118
0,14,UBNA_008,20220726_053000.WAV,Central Pond,9.855636670054546
0,15,UBNA_008,20220726_053000.WAV,Central Pond,7.496663223494493
1,15,UBNA_008,20220726_053000.WAV,Central Pond,7.792869558748853
0,16,UBNA_008,20220726_053000.WAV,Central Pond,12.172544007045724
0,17,UBNA_008,20220726_053000.WAV,Central Pond,20.2390181210678
1,17,UBNA_008,20220726_053000.WAV,Central Pond,20.30474222028751
0,18,UBNA_008,20220726_053000.WAV,Central Pond,13.85402989641511
0,19,UBNA_008,20220726_053000.WAV,Central Pond,7.0485687122897955
0,20,UBNA_008,20220726_053000.WAV,Central Pond,11.806981093752636
0,21,UBNA_008,20220726_053000.WAV,Central Pond,18.410726946648985
1,21,UBNA_008,20220726_053000.WAV,Central Pond,19.46782610763019
0,22,UBNA_008,20220726_053000.WAV,Central Pond,38.406842290105594
1,22,UBNA_008,20220726_053000.WAV,Central Pond,38.04592434380595
2,22,UBNA_008,20220726_053000.WAV,Central Pond,41.867536536366224
3,22,UBNA_008,20220726_053000.WAV,Central Pond,38.717868468733194
