start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card,File Duration
0.7205,0.7263,41796.0,82899.0,Myotis mystacinus,0.167,0.513,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
1.0505,1.0556,44375.0,85531.0,Myotis alcathoe,0.193,0.543,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
1.5515,1.5564,40937.0,87298.0,Myotis brandtii,0.201,0.547,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
2.0065,2.0099,47812.0,58035.0,Pipistrellus pipistrellus,0.492,0.574,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
2.0815,2.0856,50390.0,64968.0,Pipistrellus pipistrellus,0.422,0.553,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
2.2395,2.2443,45234.0,63290.0,Pipistrellus pipistrellus,0.238,0.523,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
3.1355,3.1425,44375.0,62668.0,Pipistrellus pipistrellus,0.269,0.551,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
3.7495,3.7534,46953.0,62002.0,Pipistrellus pipistrellus,0.534,0.592,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
4.2755,4.2829,46953.0,62541.0,Pipistrellus pipistrellus,0.442,0.526,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
4.3535,4.3597,45234.0,67421.0,Pipistrellus pipistrellus,0.268,0.527,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
4.6605,4.6653,47812.0,65033.0,Pipistrellus pipistrellus,0.483,0.558,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
4.7425,4.7484,45234.0,67396.0,Pipistrellus pipistrellus,0.237,0.506,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
5.2645,5.2702,46093.0,60836.0,Pipistrellus pipistrellus,0.42,0.524,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
7.6885,7.6943,49531.0,62347.0,Pipistrellus pipistrellus,0.558,0.616,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
7.7685,7.7752,50390.0,66820.0,Pipistrellus pipistrellus,0.371,0.523,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
8.1355,8.1418,47812.0,68343.0,Pipistrellus pipistrellus,0.46,0.576,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
8.5145,8.5198,47812.0,65135.0,Pipistrellus pipistrellus,0.482,0.549,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
8.6075,8.614,46093.0,65693.0,Pipistrellus pipistrellus,0.574,0.643,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
8.6995,8.7076,45234.0,60557.0,Pipistrellus pipistrellus,0.382,0.508,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
8.7935,8.8001,48671.0,61508.0,Pipistrellus pipistrellus,0.497,0.582,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
8.8855,8.8921,47812.0,66301.0,Pipistrellus pipistrellus,0.468,0.585,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
9.0715,9.0772,47812.0,65529.0,Pipistrellus pipistrellus,0.489,0.588,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
9.5225,9.5285,45234.0,64331.0,Pipistrellus pipistrellus,0.389,0.534,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
9.7025,9.7084,48671.0,64313.0,Pipistrellus pipistrellus,0.481,0.524,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
9.9635,9.9717,48671.0,66801.0,Pipistrellus pipistrellus,0.514,0.591,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
11.7955,11.8005,51250.0,62487.0,Pipistrellus pipistrellus,0.456,0.528,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
12.0775,12.0824,52109.0,62724.0,Pipistrellus pipistrellus,0.466,0.516,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
12.1955,12.201,51250.0,61009.0,Pipistrellus pipistrellus,0.464,0.503,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
12.2655,12.2711,51250.0,68128.0,Pipistrellus pipistrellus,0.508,0.552,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
12.4265,12.432,49531.0,66299.0,Pipistrellus pipistrellus,0.479,0.523,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
12.6005,12.6057,48671.0,66976.0,Pipistrellus pipistrellus,0.402,0.504,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
12.8815,12.8868,50390.0,68192.0,Pipistrellus pipistrellus,0.492,0.563,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
12.9775,12.9835,48671.0,72278.0,Pipistrellus pipistrellus,0.609,0.737,-1,Echolocation,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221106_080000.WAV,Telephone Field,recover-20221110,007,300
