start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card,File Duration
144.4665,144.4758,28906.0,37062.0,Echolocation,Eptesicus serotinus,0.163,0.22,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
228.2635,228.2728,27187.0,34272.0,Echolocation,Eptesicus serotinus,0.159,0.221,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
472.0605,472.0716,29765.0,35042.0,Echolocation,Eptesicus serotinus,0.157,0.294,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
714.3745,714.3896,11718.0,17196.0,Echolocation,Nyctalus leisleri,0.147,0.211,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
729.4695,729.476,30625.0,37621.0,Echolocation,Barbastellus barbastellus,0.14,0.229,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
848.1775,848.1939,24609.0,29045.0,Echolocation,Nyctalus leisleri,0.114,0.21,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
861.8635,861.8725,27187.0,34759.0,Echolocation,Eptesicus serotinus,0.206,0.284,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1088.0815,1088.0903,30625.0,37593.0,Echolocation,Eptesicus serotinus,0.117,0.213,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1251.5805,1251.5898,28906.0,36447.0,Echolocation,Eptesicus serotinus,0.138,0.21,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1275.2175,1275.2258,29765.0,37321.0,Echolocation,Eptesicus serotinus,0.162,0.246,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1284.7545,1284.7727,11718.0,15734.0,Echolocation,Nyctalus leisleri,0.151,0.206,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1320.3175,1320.3357,11718.0,16257.0,Echolocation,Nyctalus leisleri,0.194,0.27,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1344.2735,1344.2857,29765.0,34957.0,Echolocation,Eptesicus serotinus,0.122,0.207,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1378.8985,1378.9141,11718.0,18240.0,Echolocation,Nyctalus leisleri,0.144,0.201,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1491.2365,1491.249,26328.0,31168.0,Echolocation,Eptesicus serotinus,0.111,0.227,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
1720.9145,1720.9244,28046.0,35813.0,Echolocation,Eptesicus serotinus,0.211,0.273,-1,/mnt/ubna_data_02_mir/recover-20221010/UBNA_009/20221010_140000.WAV,Central Pond,recover-20221010,009,1795
