start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Recover Folder,SD Card,Site name
13.1075,13.1153,36640.0,49225.0,Pipistrellus nathusii,0.287,0.531,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
14.3745,14.3831,37500.0,46035.0,Pipistrellus nathusii,0.396,0.514,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
14.6505,14.6585,36640.0,43612.0,Pipistrellus nathusii,0.386,0.502,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
31.2175,31.2395,26328.0,29730.0,Nyctalus leisleri,0.477,0.525,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
32.1365,32.1531,27187.0,34028.0,Eptesicus serotinus,0.236,0.539,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
37.1655,37.1796,27187.0,34213.0,Nyctalus leisleri,0.257,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
53.2255,53.2422,24609.0,28438.0,Nyctalus leisleri,0.385,0.528,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
53.4715,53.4881,24609.0,27860.0,Nyctalus leisleri,0.411,0.565,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
54.6235,54.637,24609.0,29553.0,Nyctalus leisleri,0.396,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
107.0595,107.0711,40078.0,52208.0,Pipistrellus nathusii,0.448,0.529,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
107.4605,107.4723,39218.0,54585.0,Pipistrellus nathusii,0.546,0.629,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
107.6775,107.68809999999999,40078.0,48834.0,Pipistrellus nathusii,0.474,0.554,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
108.7245,108.733,40078.0,52148.0,Pipistrellus nathusii,0.583,0.638,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
108.9225,108.9328,40078.0,51095.0,Pipistrellus nathusii,0.561,0.651,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
109.0415,109.0534,39218.0,44419.0,Pipistrellus nathusii,0.482,0.504,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
109.6945,109.7042,38359.0,48908.0,Pipistrellus nathusii,0.592,0.621,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
110.0065,110.0179,38359.0,53260.0,Pipistrellus nathusii,0.413,0.551,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
110.7225,110.7317,40078.0,51549.0,Pipistrellus nathusii,0.494,0.63,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_005/20220801_063000.WAV,recover-20220801,UBNA_005,Central Pond
