INDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,TOP1MATCH,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_033000.WAV,0,37.695526,0.00113,20779.361,28321.668,22833.723,2022-10-01,03:30:37.695,3,2022-09-30,15:30:37.695,15,nocluster,0,,0,,0,1,,,,,,4WDW1PII+/dO2gy+CoVP4g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,506.629639,0.001127,22727.348,7098.176,26012.094,2022-10-01,04:08:26.629,4,2022-09-30,16:08:26.629,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,507.408752,0.003813,44200.242,48252.414,54424.289,2022-10-01,04:08:27.408,4,2022-09-30,16:08:27.408,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,507.589539,0.001746,45751.633,48120.684,51615.051,2022-10-01,04:08:27.588,4,2022-09-30,16:08:27.588,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,507.679382,0.001808,46001.32,48673.812,53693.695,2022-10-01,04:08:27.678,4,2022-09-30,16:08:27.678,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,507.891632,0.001668,47619.047,50350.941,54794.52,2022-10-01,04:08:27.890,4,2022-09-30,16:08:27.890,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,508.124512,0.001179,45715.781,47500.707,49706.699,2022-10-01,04:08:28.123,4,2022-09-30,16:08:28.123,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,508.222931,0.004613,45199.184,50293.672,62515.262,2022-10-01,04:08:28.222,4,2022-09-30,16:08:28.222,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,508.516602,0.003779,44200.242,47632.898,55946.789,2022-10-01,04:08:28.515,4,2022-09-30,16:08:28.515,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_009,20221001_040000.WAV,0,508.83902,0.001444,45715.781,47096.176,50031.27,2022-10-01,04:08:28.838,4,2022-09-30,16:08:28.838,16,nocluster,0,,0,,0,1,,,,,,bamV8rk1MFGPCeMzehqoPg==
