INDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,TOP1MATCH,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_030000.WAV,0,43.714241,0.004591,21563.5,21781.879,22038.734,2022-07-26,03:00:43.713,3,2022-07-25,15:00:43.713,15,nocluster,0,,0,,0,1,,,,,,lOaqBa776J3Qix/pRtTzHg==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,137.289032,0.001072,18278.559,18649.467,18758.512,2022-07-26,00:32:17.289,0,2022-07-25,12:32:17.289,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,138.905228,0.001511,18309.031,18531.715,18693.221,2022-07-26,00:32:18.905,0,2022-07-25,12:32:18.905,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,139.74646,0.001152,23121.387,24296.316,25892.408,2022-07-26,00:32:19.745,0,2022-07-25,12:32:19.745,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,154.569962,0.001029,54084.336,11660.344,59401.648,2022-07-26,00:32:34.569,0,2022-07-25,12:32:34.569,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,159.687683,0.001175,70802,74892.625,84294.594,2022-07-26,00:32:39.686,0,2022-07-25,12:32:39.686,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,160.260742,0.001016,79215.688,86604.039,101282.047,2022-07-26,00:32:40.259,0,2022-07-25,12:32:40.259,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,161.119919,0.001424,55968.688,61812.145,68501.172,2022-07-26,00:32:41.118,0,2022-07-25,12:32:41.118,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,161.831223,0.00352,63184.078,68179.055,74825.172,2022-07-26,00:32:41.831,0,2022-07-25,12:32:41.831,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,162.277222,0.001656,46318.609,48296.305,50641.023,2022-07-26,00:32:42.277,0,2022-07-25,12:32:42.277,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,162.375061,0.001522,49081.602,65718.484,72823.562,2022-07-26,00:32:42.375,0,2022-07-25,12:32:42.375,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,163.556534,0.001188,105555.555,106795.484,119429.594,2022-07-26,00:32:43.555,0,2022-07-25,12:32:43.555,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,163.578094,0.002012,41026.719,43737.375,45715.781,2022-07-26,00:32:43.578,0,2022-07-25,12:32:43.578,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
/mnt,ubna_data_01_mir/recover-20220728/UBNA_008,20220726_003000.WAV,0,163.631241,0.001229,41052.633,45548.391,46798.031,2022-07-26,00:32:43.631,0,2022-07-25,12:32:43.631,12,nocluster,0,,0,,0,1,,,,,,szfqmTnZ8AGcGhZc3RSHhA==
