,ref_time,start_time_wrt_ref,end_time_wrt_ref,call_start_time,call_end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
7,2022-08-29 03:30:00,18.9145,18.9253,2022-08-29 03:30:18.914500000,2022-08-29 03:30:18.925300000,26328.0,33522.0,Echolocation,Eptesicus serotinus,0.276,0.509,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
8,2022-08-29 03:30:00,19.1785,19.1878,2022-08-29 03:30:19.178500000,2022-08-29 03:30:19.187800000,27187.0,34066.0,Echolocation,Nyctalus leisleri,0.333,0.605,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
9,2022-08-29 03:30:00,19.5795,19.5896,2022-08-29 03:30:19.579500000,2022-08-29 03:30:19.589600000,25468.0,35597.0,Echolocation,Eptesicus serotinus,0.399,0.622,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
10,2022-08-29 03:30:00,19.8045,19.814,2022-08-29 03:30:19.804500000,2022-08-29 03:30:19.814000000,25468.0,33032.0,Echolocation,Eptesicus serotinus,0.322,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
11,2022-08-29 03:30:00,19.9435,19.9536,2022-08-29 03:30:19.943500000,2022-08-29 03:30:19.953600000,25468.0,33125.0,Echolocation,Eptesicus serotinus,0.35,0.532,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
12,2022-08-29 03:30:00,20.0715,20.0817,2022-08-29 03:30:20.071500000,2022-08-29 03:30:20.081700000,25468.0,34339.0,Echolocation,Eptesicus serotinus,0.397,0.548,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
13,2022-08-29 03:30:00,20.2025,20.2129,2022-08-29 03:30:20.202500000,2022-08-29 03:30:20.212900000,25468.0,35720.0,Echolocation,Eptesicus serotinus,0.404,0.619,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
14,2022-08-29 03:30:00,20.4565,20.4689,2022-08-29 03:30:20.456500000,2022-08-29 03:30:20.468900000,25468.0,39927.0,Echolocation,Eptesicus serotinus,0.501,0.679,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
15,2022-08-29 03:30:00,20.7105,20.7204,2022-08-29 03:30:20.710500000,2022-08-29 03:30:20.720400000,25468.0,35230.0,Echolocation,Eptesicus serotinus,0.395,0.572,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
16,2022-08-29 03:30:00,21.0315,21.0418,2022-08-29 03:30:21.031500000,2022-08-29 03:30:21.041800000,25468.0,34181.0,Echolocation,Eptesicus serotinus,0.385,0.586,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
17,2022-08-29 03:30:00,36.9885,36.9976,2022-08-29 03:30:36.988500000,2022-08-29 03:30:36.997600000,25468.0,31836.0,Echolocation,Eptesicus serotinus,0.288,0.546,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
41,2022-08-29 03:30:00,41.3825,41.3927,2022-08-29 03:30:41.382500000,2022-08-29 03:30:41.392700000,24609.0,33053.0,Echolocation,Eptesicus serotinus,0.33,0.57,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
42,2022-08-29 03:30:00,48.0445,48.0552,2022-08-29 03:30:48.044500000,2022-08-29 03:30:48.055200000,25468.0,33643.0,Echolocation,Eptesicus serotinus,0.346,0.533,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
43,2022-08-29 03:30:00,48.1765,48.1897,2022-08-29 03:30:48.176500000,2022-08-29 03:30:48.189700000,26328.0,33419.0,Echolocation,Nyctalus leisleri,0.264,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
44,2022-08-29 03:30:00,48.4405,48.452,2022-08-29 03:30:48.440500000,2022-08-29 03:30:48.452000000,26328.0,33950.0,Echolocation,Eptesicus serotinus,0.294,0.538,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
45,2022-08-29 03:30:00,49.6275,49.637,2022-08-29 03:30:49.627500000,2022-08-29 03:30:49.637000000,25468.0,35214.0,Echolocation,Eptesicus serotinus,0.391,0.605,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
46,2022-08-29 03:30:00,49.9045,49.9144,2022-08-29 03:30:49.904500000,2022-08-29 03:30:49.914400000,25468.0,34942.0,Echolocation,Eptesicus serotinus,0.31,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
346,2022-08-29 03:36:00,0.1085,0.1187,2022-08-29 03:36:00.108500000,2022-08-29 03:36:00.118700000,25468.0,32032.0,Echolocation,Nyctalus leisleri,0.34,0.596,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
347,2022-08-29 03:36:00,4.2415,4.2549,2022-08-29 03:36:04.241500000,2022-08-29 03:36:04.254900000,24609.0,30158.0,Echolocation,Nyctalus leisleri,0.28,0.512,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
348,2022-08-29 03:36:00,4.6465,4.6599,2022-08-29 03:36:04.646500000,2022-08-29 03:36:04.659900000,24609.0,35264.0,Echolocation,Eptesicus serotinus,0.406,0.631,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
349,2022-08-29 03:36:00,4.8115,4.8248,2022-08-29 03:36:04.811500000,2022-08-29 03:36:04.824800000,24609.0,35074.0,Echolocation,Eptesicus serotinus,0.407,0.644,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
350,2022-08-29 03:36:00,5.1205,5.1305,2022-08-29 03:36:05.120500000,2022-08-29 03:36:05.130500000,24609.0,33529.0,Echolocation,Eptesicus serotinus,0.349,0.633,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
372,2022-08-29 03:36:00,36.1775,36.1854,2022-08-29 03:36:36.177500000,2022-08-29 03:36:36.185400000,29765.0,36992.0,Echolocation,Nyctalus leisleri,0.391,0.581,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
373,2022-08-29 03:36:00,36.3035,36.3157,2022-08-29 03:36:36.303500000,2022-08-29 03:36:36.315700000,26328.0,33547.0,Echolocation,Eptesicus serotinus,0.244,0.517,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
374,2022-08-29 03:36:00,36.5325,36.5401,2022-08-29 03:36:36.532500000,2022-08-29 03:36:36.540100000,29765.0,38569.0,Echolocation,Nyctalus leisleri,0.462,0.672,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
375,2022-08-29 03:36:00,36.6275,36.6373,2022-08-29 03:36:36.627500000,2022-08-29 03:36:36.637300000,29765.0,36462.0,Echolocation,Nyctalus leisleri,0.302,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
376,2022-08-29 03:36:00,36.7065,36.7155,2022-08-29 03:36:36.706500000,2022-08-29 03:36:36.715500000,27187.0,36006.0,Echolocation,Eptesicus serotinus,0.295,0.629,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
377,2022-08-29 03:36:00,36.7545,36.7631,2022-08-29 03:36:36.754500000,2022-08-29 03:36:36.763100000,28906.0,37727.0,Echolocation,Nyctalus leisleri,0.359,0.606,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
378,2022-08-29 03:36:00,36.8775,36.885,2022-08-29 03:36:36.877500000,2022-08-29 03:36:36.885000000,28906.0,37037.0,Echolocation,Nyctalus leisleri,0.315,0.631,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
379,2022-08-29 03:36:00,37.0065,37.0143,2022-08-29 03:36:37.006500000,2022-08-29 03:36:37.014300000,28046.0,43179.0,Echolocation,Nyctalus leisleri,0.357,0.687,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
380,2022-08-29 03:36:00,37.0875,37.0971,2022-08-29 03:36:37.087500000,2022-08-29 03:36:37.097100000,26328.0,36773.0,Echolocation,Eptesicus serotinus,0.354,0.707,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
382,2022-08-29 03:36:00,37.2515,37.2587,2022-08-29 03:36:37.251500000,2022-08-29 03:36:37.258700000,28906.0,39373.0,Echolocation,Eptesicus serotinus,0.294,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
386,2022-08-29 03:36:00,37.6525,37.661,2022-08-29 03:36:37.652500000,2022-08-29 03:36:37.661000000,26328.0,36534.0,Echolocation,Eptesicus serotinus,0.365,0.647,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
390,2022-08-29 03:36:00,38.2535,38.2614,2022-08-29 03:36:38.253500000,2022-08-29 03:36:38.261400000,30625.0,37922.0,Echolocation,Nyctalus leisleri,0.526,0.722,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
391,2022-08-29 03:36:00,38.3785,38.3881,2022-08-29 03:36:38.378500000,2022-08-29 03:36:38.388100000,29765.0,37623.0,Echolocation,Eptesicus serotinus,0.297,0.571,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
392,2022-08-29 03:36:00,38.8685,38.8788,2022-08-29 03:36:38.868500000,2022-08-29 03:36:38.878800000,28906.0,35626.0,Echolocation,Eptesicus serotinus,0.266,0.503,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
393,2022-08-29 03:36:00,38.9865,38.9937,2022-08-29 03:36:38.986500000,2022-08-29 03:36:38.993700000,27187.0,38719.0,Echolocation,Eptesicus serotinus,0.453,0.617,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
395,2022-08-29 03:36:00,39.2185,39.2262,2022-08-29 03:36:39.218500000,2022-08-29 03:36:39.226200000,28046.0,36320.0,Echolocation,Nyctalus leisleri,0.361,0.673,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
396,2022-08-29 03:36:00,39.3415,39.3489,2022-08-29 03:36:39.341500000,2022-08-29 03:36:39.348900000,28046.0,37181.0,Echolocation,Nyctalus leisleri,0.396,0.71,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
397,2022-08-29 03:36:00,39.4755,39.4837,2022-08-29 03:36:39.475500000,2022-08-29 03:36:39.483700000,28046.0,36510.0,Echolocation,Eptesicus serotinus,0.361,0.595,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
398,2022-08-29 03:36:00,39.7325,39.7422,2022-08-29 03:36:39.732500000,2022-08-29 03:36:39.742200000,27187.0,34736.0,Echolocation,Nyctalus leisleri,0.356,0.589,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
399,2022-08-29 03:36:00,47.0295,47.0383,2022-08-29 03:36:47.029500000,2022-08-29 03:36:47.038300000,26328.0,33404.0,Echolocation,Eptesicus serotinus,0.306,0.527,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
400,2022-08-29 03:36:00,48.2565,48.267,2022-08-29 03:36:48.256500000,2022-08-29 03:36:48.267000000,27187.0,39819.0,Echolocation,Eptesicus serotinus,0.558,0.648,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
401,2022-08-29 03:36:00,48.3865,48.3961,2022-08-29 03:36:48.386500000,2022-08-29 03:36:48.396100000,27187.0,36631.0,Echolocation,Eptesicus serotinus,0.406,0.537,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
402,2022-08-29 03:36:00,48.518499999,48.529,2022-08-29 03:36:48.518499999,2022-08-29 03:36:48.529000000,28046.0,39262.0,Echolocation,Eptesicus serotinus,0.448,0.577,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
403,2022-08-29 03:36:00,48.6425,48.6513,2022-08-29 03:36:48.642500000,2022-08-29 03:36:48.651300000,27187.0,37264.0,Echolocation,Eptesicus serotinus,0.476,0.663,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
404,2022-08-29 03:36:00,48.7795,48.7887,2022-08-29 03:36:48.779500000,2022-08-29 03:36:48.788700000,28046.0,39214.0,Echolocation,Eptesicus serotinus,0.501,0.614,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
405,2022-08-29 03:36:00,48.9055,48.9155,2022-08-29 03:36:48.905500000,2022-08-29 03:36:48.915500000,27187.0,39098.0,Echolocation,Eptesicus serotinus,0.563,0.677,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
406,2022-08-29 03:36:00,49.1035,49.1129,2022-08-29 03:36:49.103500000,2022-08-29 03:36:49.112900000,28906.0,38873.0,Echolocation,Eptesicus serotinus,0.434,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
407,2022-08-29 03:36:00,49.3855,49.3954,2022-08-29 03:36:49.385500000,2022-08-29 03:36:49.395400000,28906.0,36464.0,Echolocation,Nyctalus leisleri,0.343,0.613,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
409,2022-08-29 03:36:00,49.7335,49.7418,2022-08-29 03:36:49.733500000,2022-08-29 03:36:49.741800000,28906.0,40715.0,Echolocation,Eptesicus serotinus,0.518,0.637,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
410,2022-08-29 03:36:00,49.8485,49.8559,2022-08-29 03:36:49.848500000,2022-08-29 03:36:49.855900000,29765.0,43501.0,Echolocation,Eptesicus serotinus,0.472,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
411,2022-08-29 03:36:00,49.9705,49.978,2022-08-29 03:36:49.970500000,2022-08-29 03:36:49.978000000,28906.0,37655.0,Echolocation,Eptesicus serotinus,0.404,0.568,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
412,2022-08-29 03:36:00,50.5755,50.5836,2022-08-29 03:36:50.575500000,2022-08-29 03:36:50.583600000,28046.0,35345.0,Echolocation,Eptesicus serotinus,0.303,0.554,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
413,2022-08-29 03:36:00,50.8495,50.857,2022-08-29 03:36:50.849500000,2022-08-29 03:36:50.857000000,27187.0,37292.0,Echolocation,Eptesicus serotinus,0.436,0.676,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
414,2022-08-29 03:36:00,50.9695,50.9764,2022-08-29 03:36:50.969500000,2022-08-29 03:36:50.976400000,27187.0,37904.0,Echolocation,Eptesicus serotinus,0.462,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
415,2022-08-29 03:36:00,51.0905,51.0998,2022-08-29 03:36:51.090500000,2022-08-29 03:36:51.099800000,27187.0,34407.0,Echolocation,Nyctalus leisleri,0.295,0.566,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
416,2022-08-29 03:36:00,51.2145,51.2229,2022-08-29 03:36:51.214500000,2022-08-29 03:36:51.222900000,27187.0,37309.0,Echolocation,Eptesicus serotinus,0.5,0.651,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
417,2022-08-29 03:36:00,51.3425,51.3505,2022-08-29 03:36:51.342500000,2022-08-29 03:36:51.350500000,28046.0,35777.0,Echolocation,Eptesicus serotinus,0.307,0.562,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
418,2022-08-29 03:36:00,51.4675,51.4762,2022-08-29 03:36:51.467500000,2022-08-29 03:36:51.476200000,28906.0,37020.0,Echolocation,Nyctalus leisleri,0.331,0.65,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
419,2022-08-29 03:36:00,51.5925,51.6006,2022-08-29 03:36:51.592500000,2022-08-29 03:36:51.600600000,28046.0,37198.0,Echolocation,Eptesicus serotinus,0.304,0.633,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
420,2022-08-29 03:36:00,51.7175,51.7258,2022-08-29 03:36:51.717500000,2022-08-29 03:36:51.725800000,28906.0,36170.0,Echolocation,Nyctalus leisleri,0.382,0.604,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
421,2022-08-29 03:36:00,51.9635,51.9724,2022-08-29 03:36:51.963500000,2022-08-29 03:36:51.972400000,28046.0,45792.0,Echolocation,Eptesicus serotinus,0.355,0.689,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
422,2022-08-29 03:36:00,52.2205,52.2288,2022-08-29 03:36:52.220500000,2022-08-29 03:36:52.228800000,28046.0,36462.0,Echolocation,Nyctalus leisleri,0.301,0.632,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
423,2022-08-29 03:36:00,52.3565,52.3656,2022-08-29 03:36:52.356500000,2022-08-29 03:36:52.365600000,28046.0,35697.0,Echolocation,Nyctalus leisleri,0.512,0.688,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
424,2022-08-29 03:36:00,52.4795,52.4883,2022-08-29 03:36:52.479500000,2022-08-29 03:36:52.488300000,27187.0,36551.0,Echolocation,Nyctalus leisleri,0.395,0.718,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
425,2022-08-29 03:36:00,52.5745,52.5817,2022-08-29 03:36:52.574500000,2022-08-29 03:36:52.581700000,28906.0,37920.0,Echolocation,Eptesicus serotinus,0.289,0.545,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
426,2022-08-29 03:36:00,52.7145,52.7224,2022-08-29 03:36:52.714500000,2022-08-29 03:36:52.722400000,27187.0,41088.0,Echolocation,Eptesicus serotinus,0.414,0.678,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
428,2022-08-29 03:36:00,52.9725,52.9799,2022-08-29 03:36:52.972500000,2022-08-29 03:36:52.979900000,28046.0,40894.0,Echolocation,Eptesicus serotinus,0.485,0.687,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
432,2022-08-29 03:36:00,53.5735,53.581,2022-08-29 03:36:53.573500000,2022-08-29 03:36:53.581000000,28046.0,44027.0,Echolocation,Eptesicus serotinus,0.626,0.744,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
441,2022-08-29 03:36:00,54.7925,54.8018,2022-08-29 03:36:54.792500000,2022-08-29 03:36:54.801800000,26328.0,44644.0,Echolocation,Eptesicus serotinus,0.55,0.699,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
443,2022-08-29 03:36:00,55.0525,55.0626,2022-08-29 03:36:55.052500000,2022-08-29 03:36:55.062600000,26328.0,42320.0,Echolocation,Eptesicus serotinus,0.593,0.726,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
444,2022-08-29 03:36:00,55.1865,55.1977,2022-08-29 03:36:55.186500000,2022-08-29 03:36:55.197700000,25468.0,44116.0,Echolocation,Eptesicus serotinus,0.505,0.687,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
445,2022-08-29 03:36:00,55.3175,55.3267,2022-08-29 03:36:55.317500000,2022-08-29 03:36:55.326700000,26328.0,38935.0,Echolocation,Eptesicus serotinus,0.437,0.756,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
446,2022-08-29 03:36:00,55.4425,55.4504,2022-08-29 03:36:55.442500000,2022-08-29 03:36:55.450400000,28046.0,39629.0,Echolocation,Eptesicus serotinus,0.507,0.668,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
447,2022-08-29 03:36:00,55.6785,55.6869,2022-08-29 03:36:55.678500000,2022-08-29 03:36:55.686900000,28046.0,36386.0,Echolocation,Eptesicus serotinus,0.35,0.57,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
448,2022-08-29 03:36:00,55.8165,55.8257,2022-08-29 03:36:55.816500000,2022-08-29 03:36:55.825700000,28046.0,36978.0,Echolocation,Eptesicus serotinus,0.388,0.598,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
449,2022-08-29 03:36:00,56.8105,56.8182,2022-08-29 03:36:56.810500000,2022-08-29 03:36:56.818200000,28046.0,36174.0,Echolocation,Eptesicus serotinus,0.29,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1041,2022-08-29 03:42:00,29.6035,29.6119,2022-08-29 03:42:29.603500000,2022-08-29 03:42:29.611900000,39218.0,45905.0,Echolocation,Pipistrellus nathusii,0.426,0.514,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1127,2022-08-29 03:42:00,46.1955,46.2079,2022-08-29 03:42:46.195500000,2022-08-29 03:42:46.207900000,23750.0,30204.0,Echolocation,Nyctalus leisleri,0.257,0.54,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
