index,index_in_file,peak_frequency,index_in_summary,input_file_dt,freq_group,ref_time,call_start_time,call_end_time,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card,File Duration
892,116,40320.0,173536,2022-07-02 09:30:00,HF,2022-07-02 09:37:51.116500000,2022-07-02 09:37:51.116500000,2022-07-02 09:37:51.122600000,471.1165,471.1226,37500.0,48138.0,Echolocation,Pipistrellus nathusii,0.573,0.644,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_093000.WAV,Foliage,recover-20220702_unit2,9,
893,117,40320.0,173537,2022-07-02 09:30:00,HF,2022-07-02 09:37:51.209500000,2022-07-02 09:37:51.209500000,2022-07-02 09:37:51.216800000,471.2095,471.2168,39218.0,46642.0,Echolocation,Pipistrellus nathusii,0.516,0.588,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_093000.WAV,Foliage,recover-20220702_unit2,9,
894,120,39360.0,173540,2022-07-02 09:30:00,HF,2022-07-02 09:37:52.495500000,2022-07-02 09:37:52.495500000,2022-07-02 09:37:52.502299999,472.4955,472.5023,37500.0,45702.0,Echolocation,Pipistrellus nathusii,0.397,0.551,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_093000.WAV,Foliage,recover-20220702_unit2,9,
895,121,40320.0,173541,2022-07-02 09:30:00,HF,2022-07-02 09:37:52.579500000,2022-07-02 09:37:52.579500000,2022-07-02 09:37:52.586800000,472.5795,472.5868,38359.0,58024.0,Echolocation,Pipistrellus nathusii,0.469,0.594,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_093000.WAV,Foliage,recover-20220702_unit2,9,
896,122,39360.0,173542,2022-07-02 09:30:00,HF,2022-07-02 09:37:52.672500000,2022-07-02 09:37:52.672500000,2022-07-02 09:37:52.679800000,472.6725,472.6798,37500.0,48055.0,Echolocation,Pipistrellus nathusii,0.48,0.581,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_093000.WAV,Foliage,recover-20220702_unit2,9,
897,123,40320.0,173543,2022-07-02 09:30:00,HF,2022-07-02 09:37:52.769500000,2022-07-02 09:37:52.769500000,2022-07-02 09:37:52.778300000,472.7695,472.7783,38359.0,56604.0,Echolocation,Pipistrellus nathusii,0.516,0.601,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_093000.WAV,Foliage,recover-20220702_unit2,9,
898,124,38400.0,173544,2022-07-02 09:30:00,HF,2022-07-02 09:37:52.943500000,2022-07-02 09:37:52.943500000,2022-07-02 09:37:52.950600000,472.9435,472.9506,37500.0,45612.0,Echolocation,Pipistrellus nathusii,0.493,0.584,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_093000.WAV,Foliage,recover-20220702_unit2,9,
899,125,39360.0,173545,2022-07-02 09:30:00,HF,2022-07-02 09:37:53.129500000,2022-07-02 09:37:53.129500000,2022-07-02 09:37:53.137300000,473.1295,473.1373,38359.0,43993.0,Echolocation,Pipistrellus nathusii,0.413,0.512,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_093000.WAV,Foliage,recover-20220702_unit2,9,
900,2,44160.0,174101,2022-07-02 10:00:00,HF,2022-07-02 10:03:17.432500000,2022-07-02 10:03:17.432500000,2022-07-02 10:03:17.438800000,197.4325,197.4388,40078.0,58517.0,Echolocation,Pipistrellus nathusii,0.363,0.557,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_100000.WAV,Foliage,recover-20220702_unit2,9,
901,4,42240.0,174103,2022-07-02 10:00:00,HF,2022-07-02 10:03:17.945500000,2022-07-02 10:03:17.945500000,2022-07-02 10:03:17.952300000,197.9455,197.9523,39218.0,58080.0,Echolocation,Pipistrellus nathusii,0.337,0.519,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_100000.WAV,Foliage,recover-20220702_unit2,9,
902,5,42240.0,174104,2022-07-02 10:00:00,HF,2022-07-02 10:03:18.220500000,2022-07-02 10:03:18.220500000,2022-07-02 10:03:18.225800000,198.2205,198.2258,39218.0,53547.0,Echolocation,Pipistrellus nathusii,0.383,0.544,-1,/mnt/ubna_data_01/recover-20220702_unit2/20220702_100000.WAV,Foliage,recover-20220702_unit2,9,
903,550,38400.0,177575,2022-07-03 05:30:00,LF,2022-07-03 05:49:05.235500000,2022-07-03 05:49:05.235500000,2022-07-03 05:49:05.243300000,1145.2355,1145.2433,36640.0,42365.0,Echolocation,Pipistrellus nathusii,0.474,0.546,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_053000.WAV,Foliage,recover-20220705_unit2,10,
904,578,38400.0,181239,2022-07-03 07:00:00,HF,2022-07-03 07:29:20.572500000,2022-07-03 07:29:20.572500000,2022-07-03 07:29:20.579100000,1760.5725,1760.5791,34921.0,49388.0,Echolocation,Pipistrellus nathusii,0.249,0.54,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_070000.WAV,Foliage,recover-20220705_unit2,10,
905,584,38400.0,181245,2022-07-03 07:00:00,HF,2022-07-03 07:29:22.491500000,2022-07-03 07:29:22.491500000,2022-07-03 07:29:22.499600000,1762.4915,1762.4996,35781.0,53871.0,Echolocation,Pipistrellus nathusii,0.398,0.553,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_070000.WAV,Foliage,recover-20220705_unit2,10,
906,590,38400.0,181251,2022-07-03 07:00:00,HF,2022-07-03 07:29:22.995500000,2022-07-03 07:29:22.995500000,2022-07-03 07:29:23.003000000,1762.9955,1763.003,35781.0,42699.0,Echolocation,Pipistrellus nathusii,0.305,0.509,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_070000.WAV,Foliage,recover-20220705_unit2,10,
907,21,39360.0,181276,2022-07-03 07:30:00,HF,2022-07-03 07:32:09.789500000,2022-07-03 07:32:09.789500000,2022-07-03 07:32:09.797500000,129.7895,129.7975,37500.0,49403.0,Echolocation,Pipistrellus nathusii,0.555,0.652,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
908,31,39360.0,181286,2022-07-03 07:30:00,HF,2022-07-03 07:32:15.852500000,2022-07-03 07:32:15.852500000,2022-07-03 07:32:15.860100000,135.8525,135.8601,38359.0,46091.0,Echolocation,Pipistrellus nathusii,0.709,0.737,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
909,34,39360.0,181289,2022-07-03 07:30:00,HF,2022-07-03 07:32:16.351500000,2022-07-03 07:32:16.351500000,2022-07-03 07:32:16.359600000,136.3515,136.3596,38359.0,47022.0,Echolocation,Pipistrellus nathusii,0.605,0.661,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
910,37,39360.0,181292,2022-07-03 07:30:00,HF,2022-07-03 07:32:16.663500000,2022-07-03 07:32:16.663500000,2022-07-03 07:32:16.671200000,136.6635,136.6712,37500.0,47144.0,Echolocation,Pipistrellus nathusii,0.51,0.616,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
911,39,39360.0,181294,2022-07-03 07:30:00,HF,2022-07-03 07:32:16.978500000,2022-07-03 07:32:16.978500000,2022-07-03 07:32:16.985900000,136.9785,136.98590000000002,38359.0,45839.0,Echolocation,Pipistrellus nathusii,0.689,0.72,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
912,41,39360.0,181296,2022-07-03 07:30:00,HF,2022-07-03 07:32:17.284500000,2022-07-03 07:32:17.284500000,2022-07-03 07:32:17.291800000,137.2845,137.2918,39218.0,46679.0,Echolocation,Pipistrellus nathusii,0.594,0.618,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
913,59,39360.0,181314,2022-07-03 07:30:00,HF,2022-07-03 07:32:25.464500000,2022-07-03 07:32:25.464500000,2022-07-03 07:32:25.472500000,145.4645,145.4725,38359.0,44671.0,Echolocation,Pipistrellus nathusii,0.55,0.619,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
914,74,39360.0,181329,2022-07-03 07:30:00,HF,2022-07-03 07:32:27.524499999,2022-07-03 07:32:27.524499999,2022-07-03 07:32:27.534599999,147.5245,147.5346,38359.0,47254.0,Echolocation,Pipistrellus nathusii,0.565,0.627,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
915,75,39360.0,181330,2022-07-03 07:30:00,HF,2022-07-03 07:32:27.622500000,2022-07-03 07:32:27.622500000,2022-07-03 07:32:27.634400000,147.6225,147.6344,39218.0,51774.0,Echolocation,Pipistrellus nathusii,0.582,0.655,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
916,81,39360.0,181336,2022-07-03 07:30:00,HF,2022-07-03 07:32:28.241500000,2022-07-03 07:32:28.241500000,2022-07-03 07:32:28.249900000,148.2415,148.2499,37500.0,46315.0,Echolocation,Pipistrellus nathusii,0.646,0.677,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
917,83,39360.0,181338,2022-07-03 07:30:00,HF,2022-07-03 07:32:28.442500000,2022-07-03 07:32:28.442500000,2022-07-03 07:32:28.450000000,148.4425,148.45,37500.0,56767.0,Echolocation,Pipistrellus nathusii,0.648,0.685,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
918,85,39360.0,181340,2022-07-03 07:30:00,HF,2022-07-03 07:32:28.637500000,2022-07-03 07:32:28.637500000,2022-07-03 07:32:28.645000000,148.6375,148.645,37500.0,47491.0,Echolocation,Pipistrellus nathusii,0.602,0.683,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
919,86,39360.0,181341,2022-07-03 07:30:00,HF,2022-07-03 07:32:28.738500000,2022-07-03 07:32:28.738500000,2022-07-03 07:32:28.746800000,148.7385,148.7468,37500.0,59840.0,Echolocation,Pipistrellus nathusii,0.509,0.622,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
920,89,39360.0,181344,2022-07-03 07:30:00,HF,2022-07-03 07:32:29.129500000,2022-07-03 07:32:29.129500000,2022-07-03 07:32:29.137200000,149.1295,149.1372,37500.0,44517.0,Echolocation,Pipistrellus nathusii,0.553,0.62,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
921,90,39360.0,181345,2022-07-03 07:30:00,HF,2022-07-03 07:32:29.305500000,2022-07-03 07:32:29.305500000,2022-07-03 07:32:29.312400000,149.3055,149.3124,36640.0,51597.0,Echolocation,Pipistrellus nathusii,0.63,0.669,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
922,91,38400.0,181346,2022-07-03 07:30:00,HF,2022-07-03 07:32:29.406500000,2022-07-03 07:32:29.406500000,2022-07-03 07:32:29.413900000,149.4065,149.4139,36640.0,47362.0,Echolocation,Pipistrellus nathusii,0.594,0.675,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
923,92,39360.0,181347,2022-07-03 07:30:00,HF,2022-07-03 07:32:29.597500000,2022-07-03 07:32:29.597500000,2022-07-03 07:32:29.604400000,149.5975,149.6044,35781.0,47035.0,Echolocation,Pipistrellus nathusii,0.469,0.601,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
924,93,39360.0,181348,2022-07-03 07:30:00,HF,2022-07-03 07:32:29.905500000,2022-07-03 07:32:29.905500000,2022-07-03 07:32:29.912500000,149.9055,149.9125,36640.0,49375.0,Echolocation,Pipistrellus nathusii,0.244,0.512,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
925,94,38400.0,181349,2022-07-03 07:30:00,HF,2022-07-03 07:32:30.010500000,2022-07-03 07:32:30.010500000,2022-07-03 07:32:30.017900000,150.0105,150.0179,36640.0,44785.0,Echolocation,Pipistrellus nathusii,0.314,0.538,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
926,96,39360.0,181351,2022-07-03 07:30:00,HF,2022-07-03 07:32:30.327500000,2022-07-03 07:32:30.327500000,2022-07-03 07:32:30.334700000,150.3275,150.3347,37500.0,47316.0,Echolocation,Pipistrellus nathusii,0.488,0.626,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
927,97,38400.0,181352,2022-07-03 07:30:00,HF,2022-07-03 07:32:31.229500000,2022-07-03 07:32:31.229500000,2022-07-03 07:32:31.237600000,151.2295,151.2376,37500.0,44915.0,Echolocation,Pipistrellus nathusii,0.517,0.625,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
928,100,38400.0,181355,2022-07-03 07:30:00,HF,2022-07-03 07:32:31.844500000,2022-07-03 07:32:31.844500000,2022-07-03 07:32:31.852300000,151.8445,151.8523,37500.0,43639.0,Echolocation,Pipistrellus nathusii,0.533,0.592,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
929,102,38400.0,181357,2022-07-03 07:30:00,HF,2022-07-03 07:32:32.155500000,2022-07-03 07:32:32.155500000,2022-07-03 07:32:32.164300000,152.1555,152.1643,37500.0,43376.0,Echolocation,Pipistrellus nathusii,0.538,0.577,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
930,107,39360.0,181362,2022-07-03 07:30:00,HF,2022-07-03 07:32:36.285500000,2022-07-03 07:32:36.285500000,2022-07-03 07:32:36.295900000,156.2855,156.2959,37500.0,43193.0,Echolocation,Pipistrellus nathusii,0.429,0.501,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
931,427,39360.0,181682,2022-07-03 07:30:00,HF,2022-07-03 07:42:06.251500000,2022-07-03 07:42:06.251500000,2022-07-03 07:42:06.263799999,726.2515,726.2638,38359.0,47220.0,Echolocation,Pipistrellus nathusii,0.534,0.561,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_073000.WAV,Foliage,recover-20220705_unit2,10,
932,182,40320.0,182233,2022-07-03 08:00:00,HF,2022-07-03 08:12:10.237500000,2022-07-03 08:12:10.237500000,2022-07-03 08:12:10.245300000,730.2375,730.2453,38359.0,46232.0,Echolocation,Pipistrellus nathusii,0.529,0.623,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_080000.WAV,Foliage,recover-20220705_unit2,10,
933,194,40320.0,182245,2022-07-03 08:00:00,HF,2022-07-03 08:12:39.787500000,2022-07-03 08:12:39.787500000,2022-07-03 08:12:39.796300000,759.7875,759.7963,39218.0,45329.0,Echolocation,Pipistrellus nathusii,0.473,0.533,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_080000.WAV,Foliage,recover-20220705_unit2,10,
934,2171,29760.0,185537,2022-07-03 09:00:00,HF,2022-07-03 09:17:44.555500000,2022-07-03 09:17:44.555500000,2022-07-03 09:17:44.564300000,1064.5555,1064.5643,28046.0,47941.0,Echolocation,Nyctalus leisleri,0.49,0.69,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_090000.WAV,Foliage,recover-20220705_unit2,10,
935,2696,28800.0,186062,2022-07-03 09:00:00,HF,2022-07-03 09:19:10.952500000,2022-07-03 09:19:10.952500000,2022-07-03 09:19:10.962000000,1150.9525,1150.962,28046.0,47313.0,Echolocation,Nyctalus leisleri,0.35,0.665,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_090000.WAV,Foliage,recover-20220705_unit2,10,
936,3578,29760.0,186944,2022-07-03 09:00:00,HF,2022-07-03 09:22:09.618500000,2022-07-03 09:22:09.618500000,2022-07-03 09:22:09.630900000,1329.6185,1329.6309,28046.0,46473.0,Echolocation,Eptesicus serotinus,0.337,0.615,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_090000.WAV,Foliage,recover-20220705_unit2,10,
937,3586,29760.0,186952,2022-07-03 09:00:00,HF,2022-07-03 09:22:11.376500000,2022-07-03 09:22:11.376500000,2022-07-03 09:22:11.388500000,1331.3765,1331.3885,27187.0,47665.0,Echolocation,Nyctalus leisleri,0.348,0.738,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_090000.WAV,Foliage,recover-20220705_unit2,10,
938,4594,28800.0,187960,2022-07-03 09:00:00,HF,2022-07-03 09:26:23.086500000,2022-07-03 09:26:23.086500000,2022-07-03 09:26:23.099000000,1583.0865,1583.099,28046.0,45544.0,Echolocation,Eptesicus serotinus,0.282,0.643,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220703_090000.WAV,Foliage,recover-20220705_unit2,10,
939,0,39360.0,196495,2022-07-05 08:00:00,HF,2022-07-05 08:00:01.299500000,2022-07-05 08:00:01.299500000,2022-07-05 08:00:01.304600000,1.2995,1.3046,35781.0,50948.0,Echolocation,Pipistrellus nathusii,0.185,0.555,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220705_080000.WAV,Foliage,recover-20220705_unit2,10,
940,1,39360.0,196496,2022-07-05 08:00:00,HF,2022-07-05 08:00:01.475500000,2022-07-05 08:00:01.475500000,2022-07-05 08:00:01.481000000,1.4755,1.481,36640.0,54031.0,Echolocation,Pipistrellus nathusii,0.383,0.619,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220705_080000.WAV,Foliage,recover-20220705_unit2,10,
941,0,45120.0,196546,2022-07-05 08:30:00,HF,2022-07-05 08:31:45.341500000,2022-07-05 08:31:45.341500000,2022-07-05 08:31:45.351000000,105.3415,105.351,45234.0,56298.0,Echolocation,Pipistrellus pipistrellus,0.484,0.582,-1,/mnt/ubna_data_01/recover-20220705_unit2/20220705_083000.WAV,Foliage,recover-20220705_unit2,10,
945,43,39360.0,197258,2022-07-08 07:30:00,HF,2022-07-08 07:57:20.322500000,2022-07-08 07:57:20.322500000,2022-07-08 07:57:20.330200000,1640.3225,1640.3302,37500.0,44977.0,Echolocation,Pipistrellus nathusii,0.456,0.569,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_073000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
946,7,40320.0,197342,2022-07-08 08:30:00,HF,2022-07-08 08:35:12.287500000,2022-07-08 08:35:12.287500000,2022-07-08 08:35:12.294500000,312.2875,312.2945,38359.0,45234.0,Echolocation,Pipistrellus nathusii,0.4,0.505,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
947,8,40320.0,197343,2022-07-08 08:30:00,HF,2022-07-08 08:35:12.387500000,2022-07-08 08:35:12.387500000,2022-07-08 08:35:12.393700000,312.3875,312.3937,37500.0,46912.0,Echolocation,Pipistrellus nathusii,0.374,0.556,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
948,9,40320.0,197344,2022-07-08 08:30:00,HF,2022-07-08 08:35:12.660500000,2022-07-08 08:35:12.660500000,2022-07-08 08:35:12.668600000,312.6605,312.6686,38359.0,45855.0,Echolocation,Pipistrellus nathusii,0.446,0.548,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
949,10,39360.0,197345,2022-07-08 08:30:00,HF,2022-07-08 08:35:12.821500000,2022-07-08 08:35:12.821500000,2022-07-08 08:35:12.829100000,312.8215,312.8291,36640.0,45675.0,Echolocation,Pipistrellus nathusii,0.38,0.52,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
950,12,40320.0,197347,2022-07-08 08:30:00,HF,2022-07-08 08:35:13.732500000,2022-07-08 08:35:13.732500000,2022-07-08 08:35:13.739900000,313.7325,313.7399,38359.0,46425.0,Echolocation,Pipistrellus nathusii,0.455,0.563,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
951,2,40320.0,197585,2022-07-08 10:30:00,HF,2022-07-08 10:40:22.089500000,2022-07-08 10:40:22.089500000,2022-07-08 10:40:22.096000000,622.0895,622.096,38359.0,60366.0,Echolocation,Pipistrellus nathusii,0.305,0.583,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
952,4,40320.0,197587,2022-07-08 10:30:00,HF,2022-07-08 10:40:22.366500000,2022-07-08 10:40:22.366500000,2022-07-08 10:40:22.373100000,622.3665,622.3731,38359.0,56385.0,Echolocation,Pipistrellus nathusii,0.356,0.609,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
953,6,40320.0,197589,2022-07-08 10:30:00,HF,2022-07-08 10:40:23.702500000,2022-07-08 10:40:23.702500000,2022-07-08 10:40:23.709500000,623.7025,623.7095,40078.0,52874.0,Echolocation,Pipistrellus nathusii,0.336,0.558,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
954,7,40320.0,197590,2022-07-08 10:30:00,HF,2022-07-08 10:40:23.869500000,2022-07-08 10:40:23.869500000,2022-07-08 10:40:23.875800000,623.8695,623.8758,38359.0,55493.0,Echolocation,Pipistrellus nathusii,0.324,0.55,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
955,8,40320.0,197591,2022-07-08 10:30:00,HF,2022-07-08 10:40:24.044500000,2022-07-08 10:40:24.044500000,2022-07-08 10:40:24.052400000,624.0445,624.0524,38359.0,47550.0,Echolocation,Pipistrellus nathusii,0.359,0.528,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
956,9,40320.0,197592,2022-07-08 10:30:00,HF,2022-07-08 10:40:24.128500000,2022-07-08 10:40:24.128500000,2022-07-08 10:40:24.134600000,624.1285,624.1346,38359.0,56396.0,Echolocation,Pipistrellus nathusii,0.348,0.595,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
957,10,38400.0,197593,2022-07-08 10:30:00,HF,2022-07-08 10:40:24.219500000,2022-07-08 10:40:24.219500000,2022-07-08 10:40:24.225300000,624.2195,624.2253,36640.0,44889.0,Echolocation,Pipistrellus nathusii,0.401,0.578,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
958,11,39360.0,197594,2022-07-08 10:30:00,HF,2022-07-08 10:40:24.314500000,2022-07-08 10:40:24.314500000,2022-07-08 10:40:24.322000000,624.3145,624.322,38359.0,56250.0,Echolocation,Pipistrellus nathusii,0.613,0.675,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
959,12,39360.0,197595,2022-07-08 10:30:00,HF,2022-07-08 10:40:24.413500000,2022-07-08 10:40:24.413500000,2022-07-08 10:40:24.420800000,624.4135,624.4208,37500.0,46797.0,Echolocation,Pipistrellus nathusii,0.53,0.614,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
960,14,39360.0,197597,2022-07-08 10:30:00,HF,2022-07-08 10:40:24.693500000,2022-07-08 10:40:24.693500000,2022-07-08 10:40:24.701100000,624.6935,624.7011,38359.0,45204.0,Echolocation,Pipistrellus nathusii,0.538,0.585,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
961,15,39360.0,197598,2022-07-08 10:30:00,HF,2022-07-08 10:40:24.789500000,2022-07-08 10:40:24.789500000,2022-07-08 10:40:24.796500000,624.7895,624.7965,38359.0,49700.0,Echolocation,Pipistrellus nathusii,0.386,0.558,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
962,16,40320.0,197599,2022-07-08 10:30:00,HF,2022-07-08 10:40:24.884500000,2022-07-08 10:40:24.884500000,2022-07-08 10:40:24.891600000,624.8845,624.8916,39218.0,53947.0,Echolocation,Pipistrellus nathusii,0.45,0.646,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
963,17,40320.0,197600,2022-07-08 10:30:00,HF,2022-07-08 10:40:25.156500000,2022-07-08 10:40:25.156500000,2022-07-08 10:40:25.163100000,625.1565,625.1631,40078.0,50064.0,Echolocation,Pipistrellus nathusii,0.477,0.548,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220708_103000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
967,17,40320.0,198826,2022-07-09 06:30:00,HF,2022-07-09 06:38:24.589500000,2022-07-09 06:38:24.589500000,2022-07-09 06:38:24.598400000,504.5895,504.5984,39218.0,45517.0,Echolocation,Pipistrellus nathusii,0.502,0.563,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220709_063000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
968,13,38400.0,198914,2022-07-09 07:00:00,HF,2022-07-09 07:01:52.908500000,2022-07-09 07:01:52.908500000,2022-07-09 07:01:52.917100000,112.9085,112.9171,37500.0,44136.0,Echolocation,Pipistrellus nathusii,0.448,0.577,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220709_070000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
969,71,37440.0,200318,2022-07-09 08:30:00,LF,2022-07-09 08:35:17.699500000,2022-07-09 08:35:17.699500000,2022-07-09 08:35:17.707200000,317.6995,317.7072,35781.0,42562.0,Echolocation,Pipistrellus nathusii,0.435,0.567,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220709_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
970,73,36480.0,200320,2022-07-09 08:30:00,LF,2022-07-09 08:35:17.898500000,2022-07-09 08:35:17.898500000,2022-07-09 08:35:17.906200000,317.8985,317.9062,34921.0,42388.0,Echolocation,Pipistrellus nathusii,0.488,0.61,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220709_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
971,77,37440.0,200324,2022-07-09 08:30:00,LF,2022-07-09 08:35:18.388500000,2022-07-09 08:35:18.388500000,2022-07-09 08:35:18.396700000,318.3885,318.3967,35781.0,42678.0,Echolocation,Pipistrellus nathusii,0.379,0.607,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220709_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
972,81,36480.0,200328,2022-07-09 08:30:00,LF,2022-07-09 08:35:19.079500000,2022-07-09 08:35:19.079500000,2022-07-09 08:35:19.086900000,319.0795,319.0869,34921.0,41706.0,Echolocation,Barbastellus barbastellus,0.246,0.551,-1,/mnt/ubna_data_01/recover-20220709_unit3/20220709_083000.WAV,Foliage,recover-20220709_unit3,No Valid Info,
