start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card,File Duration
0.0015,0.0104,22031,27234,Nyctalus leisleri,0.009,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.0015,0.0101,26328,34588,Nyctalus leisleri,0.006,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.0015,0.0322,68437,80497,Rhinolophus ferrumequinum,0.038,0.038,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.0115,0.053,68437,82990,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.0285,0.0388,22031,26898,Nyctalus leisleri,0.011,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.0625,0.0702,28046,37067,Eptesicus serotinus,0.007,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.0895,0.1275,68437,81715,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.1225,0.1332,22031,27528,Nyctalus leisleri,0.012,0.03,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.2275,0.2635,68437,81724,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.2535,0.2955,68437,82769,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.2605,0.2788,20312,23842,Nyctalus leisleri,0.017,0.038,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.2985,0.3042,32343,67079,Myotis brandtii,0.008,0.025,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.3005,0.3076,24609,36998,Plecotus austriacus,0.007,0.021,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.3415,0.3829,68437,83240,Rhinolophus ferrumequinum,0.035,0.035,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.3475,0.3544,24609,38496,Myotis nattereri,0.008,0.026,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.3585,0.3995,68437,82473,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.3865,0.4273,68437,82431,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.3885,0.3999,26328,33647,Eptesicus serotinus,0.01,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.3915,0.432,68437,82768,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.4065,0.4437,68437,81972,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.4425,0.4531,22890,27463,Nyctalus leisleri,0.011,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.4575,0.4684,40078,44169,Pipistrellus nathusii,0.011,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.4845,0.5281,68437,83560,Rhinolophus ferrumequinum,0.037,0.037,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.5155,0.5548,68437,82867,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.5485,0.5857,68437,80961,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.5665,0.5775,22031,25708,Nyctalus leisleri,0.013,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.5775,0.6165,68437,81517,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.5895,0.6295,68437,82556,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.6065,0.6129,26328,42784,Myotis nattereri,0.009,0.026,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.6625,0.6716,27187,35043,Eptesicus serotinus,0.019,0.042,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.6635,0.7008,68437,82225,Rhinolophus ferrumequinum,0.021,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.6835,0.7222,68437,82277,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.7265,0.7666,68437,81803,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.7715,0.8115,68437,82640,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.8075,0.8429,68437,81800,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.8085,0.8168,22890,30417,Plecotus austriacus,0.018,0.036,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.8535,0.8611,28046,39421,Eptesicus serotinus,0.007,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.8545,0.862,23750,32287,Plecotus austriacus,0.01,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.8975,0.9067,22031,28324,Plecotus austriacus,0.009,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.9005,0.9378,68437,81966,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.9275,0.9667,68437,82287,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.9325,0.973,68437,82517,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.9395,0.9484,24609,35619,Myotis nattereri,0.006,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.9425,0.9485,40937,57582,Myotis mystacinus,0.01,0.029,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.9565,0.9955,68437,82507,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
0.9805,0.9878,22031,30515,Plecotus austriacus,0.019,0.031,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.0065,1.0459,68437,82050,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.0675,1.0743,26328,40047,Eptesicus serotinus,0.005,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.1315,1.1692,68437,82060,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.1315,1.1418,28906,36124,Eptesicus serotinus,0.01,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.1545,1.1948,68437,82695,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.1645,1.1709,25468,42120,Myotis nattereri,0.013,0.028,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.1975,1.2348,68437,82262,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.2085,1.2494,68437,82900,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.2235,1.2663,68437,83526,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.2315,1.2718,68437,82815,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.2375,1.2474,51250,55837,Pipistrellus pipistrellus,0.015,0.026,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.2615,1.2702,24609,32516,Eptesicus serotinus,0.008,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.2785,1.2861,27187,40677,Eptesicus serotinus,0.007,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.2915,1.3299,68437,82544,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
1.3075,1.3443,68437,81505,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20220912/UBNA_007/20220909_130000.WAV,Telephone Field,recover-20220912,007,1795
