start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card,File Duration
0.0185,0.0345,26328.0,31141.0,Nyctalus leisleri,0.367,0.537,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
0.8655,0.8813,26328.0,30198.0,Nyctalus leisleri,0.47,0.607,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
0.9965,1.0117,24609.0,32851.0,Eptesicus serotinus,0.262,0.52,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
1.5285,1.5443,18593.0,23115.0,Nyctalus noctula,0.51,0.646,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
1.5915,1.6073,26328.0,30191.0,Nyctalus leisleri,0.284,0.624,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
1.6615,1.6765,27187.0,30519.0,Nyctalus leisleri,0.422,0.542,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
2.3435,2.3643,18593.0,23359.0,Nyctalus noctula,0.441,0.55,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
2.6785,2.6929,27187.0,32082.0,Nyctalus leisleri,0.257,0.544,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
2.7645,2.7812,18593.0,24204.0,Nyctalus noctula,0.445,0.527,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
3.6985,3.713,27187.0,32265.0,Nyctalus leisleri,0.327,0.576,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
4.8835,4.8987,26328.0,31296.0,Nyctalus leisleri,0.325,0.527,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
5.3835,5.395,27187.0,31373.0,Nyctalus leisleri,0.412,0.541,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
6.1325,6.1465,25468.0,30527.0,Nyctalus leisleri,0.334,0.507,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
6.1565,6.1698,27187.0,31358.0,Nyctalus leisleri,0.36,0.505,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
6.2525,6.2669,26328.0,31485.0,Nyctalus leisleri,0.307,0.505,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220722/UBNA_014/20220722_093000.WAV,Carp Pond,recover-20220722,014,1795
