start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
536.0975,536.1063,38359.0,45644.0,Echolocation,Pipistrellus nathusii,0.579,0.607,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
536.1995,536.2086,39218.0,52810.0,Echolocation,Pipistrellus nathusii,0.575,0.666,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
536.4035,536.4131,39218.0,50363.0,Echolocation,Pipistrellus nathusii,0.607,0.664,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
536.5065,536.5144,39218.0,51038.0,Echolocation,Pipistrellus nathusii,0.522,0.576,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
536.6155,536.6246,38359.0,51230.0,Echolocation,Pipistrellus nathusii,0.652,0.689,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
536.7165,536.7255,40078.0,53608.0,Echolocation,Pipistrellus nathusii,0.568,0.668,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
536.8115,536.8201,38359.0,50725.0,Echolocation,Pipistrellus nathusii,0.564,0.596,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
536.9145,536.9239,38359.0,52827.0,Echolocation,Pipistrellus nathusii,0.537,0.598,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
537.0145,537.0258,38359.0,52997.0,Echolocation,Pipistrellus nathusii,0.519,0.568,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
537.1185,537.1267,39218.0,55636.0,Echolocation,Pipistrellus nathusii,0.606,0.642,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
537.2215,537.2306,40078.0,53106.0,Echolocation,Pipistrellus nathusii,0.586,0.687,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
537.3295,537.3388,40078.0,56827.0,Echolocation,Pipistrellus nathusii,0.619,0.684,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
537.5165,537.5272,39218.0,55273.0,Echolocation,Pipistrellus nathusii,0.589,0.674,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
537.6225,537.6319,40078.0,56130.0,Echolocation,Pipistrellus nathusii,0.532,0.606,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
537.8155,537.8243,39218.0,56002.0,Echolocation,Pipistrellus nathusii,0.619,0.654,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
537.9245,537.9339,39218.0,52942.0,Echolocation,Pipistrellus nathusii,0.656,0.693,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
538.0335,538.0434,37500.0,57376.0,Echolocation,Pipistrellus nathusii,0.559,0.619,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
538.1425,538.1519,38359.0,53889.0,Echolocation,Pipistrellus nathusii,0.677,0.714,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
538.2505,538.2602,37500.0,61133.0,Echolocation,Pipistrellus nathusii,0.569,0.658,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
538.3625,538.371,38359.0,52018.0,Echolocation,Pipistrellus nathusii,0.714,0.728,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
538.5565,538.5651,35781.0,60640.0,Echolocation,Pipistrellus nathusii,0.506,0.595,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
538.6665,538.6755,37500.0,58286.0,Echolocation,Pipistrellus nathusii,0.564,0.62,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
538.8635,538.8728,37500.0,60459.0,Echolocation,Pipistrellus nathusii,0.621,0.667,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
538.9715,538.9813,38359.0,57361.0,Echolocation,Pipistrellus nathusii,0.676,0.721,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
539.0745,539.0825,37500.0,64069.0,Echolocation,Pipistrellus nathusii,0.56,0.635,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
539.1825,539.1909,38359.0,56300.0,Echolocation,Pipistrellus nathusii,0.651,0.672,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
539.3775,539.385,37500.0,59943.0,Echolocation,Pipistrellus nathusii,0.577,0.652,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
539.4865,539.4951,38359.0,51346.0,Echolocation,Pipistrellus nathusii,0.64,0.67,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
539.6035,539.612,39218.0,55348.0,Echolocation,Pipistrellus nathusii,0.688,0.707,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
539.7085,539.7179,39218.0,53651.0,Echolocation,Pipistrellus nathusii,0.591,0.654,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_093000.WAV,Carp Pond
