start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
1070.1335,1070.14,44375.0,57383.0,Echolocation,Pipistrellus pipistrellus,0.496,0.527,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1070.2285,1070.2352,45234.0,53948.0,Echolocation,Pipistrellus pipistrellus,0.531,0.551,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1070.4235,1070.4299,45234.0,60390.0,Echolocation,Pipistrellus pipistrellus,0.578,0.657,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1070.5155,1070.5224,45234.0,55162.0,Echolocation,Pipistrellus pipistrellus,0.529,0.55,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1070.6065,1070.6131,45234.0,60133.0,Echolocation,Pipistrellus pipistrellus,0.601,0.697,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1070.7035,1070.7104,44375.0,60637.0,Echolocation,Pipistrellus pipistrellus,0.543,0.64,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1070.8015,1070.8082,45234.0,59644.0,Echolocation,Pipistrellus pipistrellus,0.555,0.622,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1070.8915,1070.898,44375.0,60141.0,Echolocation,Pipistrellus pipistrellus,0.552,0.613,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1070.9815,1070.988,44375.0,59091.0,Echolocation,Pipistrellus pipistrellus,0.518,0.604,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1071.0785,1071.0841,44375.0,60079.0,Echolocation,Pipistrellus pipistrellus,0.553,0.623,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1071.1735,1071.1796,43515.0,60277.0,Echolocation,Pipistrellus pipistrellus,0.525,0.569,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1071.3695,1071.3767,44375.0,59950.0,Echolocation,Pipistrellus pipistrellus,0.465,0.535,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1071.8585,1071.8652,40078.0,70360.0,Echolocation,Pipistrellus pipistrellus,0.445,0.502,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1072.0375,1072.0427,42656.0,63377.0,Echolocation,Pipistrellus pipistrellus,0.517,0.59,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1072.1285,1072.134,43515.0,65715.0,Echolocation,Pipistrellus pipistrellus,0.528,0.561,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1072.3175,1072.3235,42656.0,65054.0,Echolocation,Pipistrellus pipistrellus,0.498,0.555,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1072.5115,1072.5169,42656.0,62791.0,Echolocation,Pipistrellus pipistrellus,0.575,0.621,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
1072.6095,1072.6174,46093.0,53129.0,Echolocation,Pipistrellus pipistrellus,0.531,0.543,-1,/mnt/ubna_data_02/recover-20221010/UBNA_010/20221007_060000.WAV,Carp Pond,recover-20221010,010
