start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
225.1565,225.1647,38359.0,45810.0,Echolocation,Pipistrellus nathusii,0.4,0.503,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
267.1765,267.1855,38359.0,46164.0,Echolocation,Pipistrellus nathusii,0.427,0.516,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
278.6515,278.6597,39218.0,46870.0,Echolocation,Pipistrellus nathusii,0.531,0.579,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
301.2715,301.2803,40078.0,50920.0,Echolocation,Pipistrellus nathusii,0.388,0.563,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
301.4825,301.4904,38359.0,48476.0,Echolocation,Pipistrellus nathusii,0.468,0.585,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
341.5855,341.5942,36640.0,46930.0,Echolocation,Pipistrellus nathusii,0.297,0.545,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
500.5175,500.5281,36640.0,44349.0,Echolocation,Pipistrellus nathusii,0.415,0.531,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
501.0105,501.0203,39218.0,46786.0,Echolocation,Pipistrellus nathusii,0.473,0.508,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
501.3165,501.3264,37500.0,46142.0,Echolocation,Pipistrellus nathusii,0.531,0.575,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
501.6245,501.6339,39218.0,47406.0,Echolocation,Pipistrellus nathusii,0.506,0.553,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
502.4395,502.4491,36640.0,45506.0,Echolocation,Pipistrellus nathusii,0.37,0.5,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
995.2705,995.2814,44375.0,62430.0,Echolocation,Pipistrellus pipistrellus,0.376,0.533,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
995.3765,995.3873,44375.0,58446.0,Echolocation,Pipistrellus pipistrellus,0.393,0.601,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
995.5465,995.5577,43515.0,66583.0,Echolocation,Pipistrellus pipistrellus,0.298,0.511,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
995.8295,995.8387,43515.0,66383.0,Echolocation,Pipistrellus pipistrellus,0.548,0.701,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
995.9265,995.9349,43515.0,66267.0,Echolocation,Pipistrellus pipistrellus,0.371,0.616,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
996.0215,996.0286,45234.0,67065.0,Echolocation,Pipistrellus pipistrellus,0.635,0.695,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
996.1205,996.1255,44375.0,55749.0,Echolocation,Pipistrellus pipistrellus,0.603,0.618,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
996.2065,996.2118,44375.0,67886.0,Echolocation,Pipistrellus pipistrellus,0.593,0.622,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
996.3025,996.3088,43515.0,71733.0,Echolocation,Pipistrellus pipistrellus,0.662,0.699,-1,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220921_103000.WAV,Carp Pond,recover-20220922,004
