start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
1105.2785,1105.2966,21171.0,24704.0,Echolocation,Nyctalus leisleri,0.453,0.522,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1106.8875,1106.9055,21171.0,25534.0,Echolocation,Nyctalus leisleri,0.465,0.539,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1129.3825,1129.3916,27187.0,34121.0,Echolocation,Nyctalus leisleri,0.316,0.624,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1129.5205,1129.5315,27187.0,32640.0,Echolocation,Nyctalus leisleri,0.292,0.541,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1129.7845,1129.798,25468.0,32002.0,Echolocation,Nyctalus leisleri,0.288,0.545,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1129.9185,1129.9311,25468.0,31770.0,Echolocation,Nyctalus leisleri,0.262,0.519,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1130.0675,1130.0815,24609.0,31952.0,Echolocation,Eptesicus serotinus,0.268,0.507,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1130.2135,1130.2264,25468.0,33155.0,Echolocation,Nyctalus leisleri,0.276,0.614,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1130.3495,1130.3619,25468.0,32265.0,Echolocation,Nyctalus leisleri,0.284,0.617,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1130.4835,1130.4964,24609.0,31191.0,Echolocation,Nyctalus leisleri,0.297,0.585,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1130.6215,1130.6333,25468.0,32890.0,Echolocation,Nyctalus leisleri,0.291,0.636,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1130.7535,1130.767,24609.0,32738.0,Echolocation,Eptesicus serotinus,0.317,0.621,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1131.0295,1131.0417,25468.0,33997.0,Echolocation,Eptesicus serotinus,0.352,0.603,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1131.1475,1131.1601,25468.0,31464.0,Echolocation,Nyctalus leisleri,0.319,0.549,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1131.2725,1131.2862,24609.0,33058.0,Echolocation,Eptesicus serotinus,0.331,0.588,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1131.4135,1131.429,25468.0,30203.0,Echolocation,Nyctalus leisleri,0.436,0.566,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1134.0775,1134.0905,24609.0,30914.0,Echolocation,Nyctalus leisleri,0.301,0.587,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1134.2315,1134.2438,24609.0,31508.0,Echolocation,Nyctalus leisleri,0.303,0.579,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1134.3635,1134.3768,25468.0,32060.0,Echolocation,Nyctalus leisleri,0.297,0.622,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1134.5125,1134.525,24609.0,31706.0,Echolocation,Eptesicus serotinus,0.28,0.57,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1134.9985,1135.0138,24609.0,31162.0,Echolocation,Nyctalus leisleri,0.272,0.574,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1135.3765,1135.3884,25468.0,31869.0,Echolocation,Nyctalus leisleri,0.4,0.661,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1135.5115,1135.5242,25468.0,32702.0,Echolocation,Eptesicus serotinus,0.281,0.637,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1135.6475,1135.6605,25468.0,30649.0,Echolocation,Nyctalus leisleri,0.353,0.599,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1135.7815,1135.7959,23750.0,29815.0,Echolocation,Nyctalus leisleri,0.396,0.591,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1135.9035,1135.9173,24609.0,32297.0,Echolocation,Nyctalus leisleri,0.294,0.666,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1137.3375,1137.3487,25468.0,31418.0,Echolocation,Nyctalus leisleri,0.26,0.556,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1146.8465,1146.8636,24609.0,27521.0,Echolocation,Nyctalus leisleri,0.413,0.502,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1147.4125,1147.4239,26328.0,32612.0,Echolocation,Nyctalus leisleri,0.384,0.659,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.0105,1148.0237,26328.0,31232.0,Echolocation,Nyctalus leisleri,0.423,0.576,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.0735,1148.09,24609.0,27421.0,Echolocation,Nyctalus leisleri,0.448,0.572,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.2735,1148.2869,25468.0,31216.0,Echolocation,Nyctalus leisleri,0.495,0.631,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.3835,1148.3936,26328.0,32890.0,Echolocation,Nyctalus leisleri,0.488,0.681,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.4615,1148.4738,25468.0,31811.0,Echolocation,Nyctalus leisleri,0.355,0.631,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.5735,1148.5831,27187.0,33923.0,Echolocation,Nyctalus leisleri,0.481,0.68,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.5995,1148.6167,23750.0,28420.0,Echolocation,Nyctalus leisleri,0.413,0.54,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.6475,1148.6575,27187.0,33505.0,Echolocation,Nyctalus leisleri,0.403,0.616,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1148.7065,1148.716,27187.0,33577.0,Echolocation,Nyctalus leisleri,0.554,0.691,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
1149.1355,1149.1473,26328.0,31934.0,Echolocation,Nyctalus leisleri,0.36,0.528,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_033000.WAV,Carp Pond
