start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
0.1845,0.2005,26328,28554,Nyctalus leisleri,0.68,0.726,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
2.1735,2.1891,26328,29794,Nyctalus leisleri,0.418,0.531,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
2.3005,2.3169,26328,31627,Nyctalus leisleri,0.349,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
2.4405,2.4538,27187,32604,Nyctalus leisleri,0.441,0.618,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
2.5855,2.5989,27187,31844,Nyctalus leisleri,0.321,0.547,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
2.8035,2.8153,27187,32017,Nyctalus leisleri,0.429,0.603,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
2.9275,2.9383,27187,33173,Nyctalus leisleri,0.36,0.593,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
3.0235,3.0329,27187,33235,Eptesicus serotinus,0.234,0.511,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
3.8895,3.9065,26328,29866,Nyctalus leisleri,0.39,0.518,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
4.2515,4.2633,27187,32730,Nyctalus leisleri,0.266,0.504,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
4.4565,4.4688,26328,31297,Nyctalus leisleri,0.428,0.571,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
5.3125,5.3302,26328,28954,Nyctalus leisleri,0.43,0.523,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
6.8715,6.8905,26328,29623,Nyctalus leisleri,0.416,0.518,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
7.5375,7.5515,23750,30197,Nyctalus leisleri,0.303,0.55,-1,Echolocation,/mnt/ubna_data_01/recover-20220728/UBNA_007/20220726_060000.WAV,Carp Pond
