start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
24.0275,24.0381,37500.0,46823.0,Pipistrellus nathusii,0.537,0.617,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
24.2345,24.2455,36640.0,47781.0,Pipistrellus nathusii,0.521,0.592,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
24.3395,24.3477,38359.0,47144.0,Pipistrellus nathusii,0.581,0.599,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
24.4495,24.4581,37500.0,46328.0,Pipistrellus nathusii,0.585,0.675,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
24.6575,24.6662,38359.0,51665.0,Pipistrellus nathusii,0.553,0.671,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
24.7795,24.7877,37500.0,48084.0,Pipistrellus nathusii,0.599,0.657,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
24.9835,24.9916,39218.0,49508.0,Pipistrellus nathusii,0.603,0.683,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
25.2015,25.2104,39218.0,51116.0,Pipistrellus nathusii,0.619,0.703,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
25.4135,25.4223,38359.0,48483.0,Pipistrellus nathusii,0.645,0.708,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
25.6135,25.6222,39218.0,52691.0,Pipistrellus nathusii,0.602,0.684,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
25.7225,25.7308,37500.0,44558.0,Pipistrellus nathusii,0.613,0.676,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
26.0235,26.0321,39218.0,51238.0,Pipistrellus nathusii,0.729,0.759,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
26.1385,26.1475,36640.0,47994.0,Pipistrellus nathusii,0.597,0.666,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
26.3355,26.3457,38359.0,50239.0,Pipistrellus nathusii,0.564,0.648,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
26.5375,26.5471,37500.0,47717.0,Pipistrellus nathusii,0.675,0.708,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
26.7345,26.7437,37500.0,50058.0,Pipistrellus nathusii,0.622,0.703,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
26.8415,26.8505,37500.0,45886.0,Pipistrellus nathusii,0.527,0.641,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
27.0545,27.0633,38359.0,50612.0,Pipistrellus nathusii,0.656,0.718,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
27.1735,27.1816,37500.0,44877.0,Pipistrellus nathusii,0.618,0.665,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
27.4645,27.4735,36640.0,51201.0,Pipistrellus nathusii,0.615,0.69,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
27.5745,27.5824,36640.0,44421.0,Pipistrellus nathusii,0.621,0.658,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
27.7755,27.7861,35781.0,47921.0,Pipistrellus nathusii,0.569,0.657,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
28.0905,28.0994,36640.0,44604.0,Pipistrellus nathusii,0.464,0.531,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
1060.7745,1060.7889,23750.0,28631.0,Nyctalus leisleri,0.389,0.524,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
1061.3635,1061.3792,23750.0,28737.0,Nyctalus leisleri,0.458,0.586,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
1061.9475,1061.9618,23750.0,29408.0,Nyctalus leisleri,0.301,0.508,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
1062.6605,1062.6741,23750.0,28783.0,Nyctalus leisleri,0.636,0.716,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
1063.2445,1063.2582,23750.0,28708.0,Nyctalus leisleri,0.585,0.684,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
1063.8085,1063.8226,23750.0,27724.0,Nyctalus leisleri,0.606,0.682,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
1064.3925,1064.4057,23750.0,28402.0,Nyctalus leisleri,0.458,0.644,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
1065.1105,1065.1242,23750.0,28404.0,Nyctalus leisleri,0.591,0.701,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220822_103000.WAV,Carp Pond
