start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
239.9155,239.9303,23750.0,29611.0,Echolocation,Nyctalus leisleri,0.478,0.671,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
240.2335,240.2478,23750.0,29897.0,Echolocation,Nyctalus leisleri,0.401,0.596,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
240.5525,240.5651,23750.0,29253.0,Echolocation,Nyctalus leisleri,0.574,0.676,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
240.8595,240.8746,23750.0,28906.0,Echolocation,Nyctalus leisleri,0.459,0.621,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
241.1705,241.1854,22890.0,28104.0,Echolocation,Nyctalus leisleri,0.407,0.577,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
241.4765,241.4892,24609.0,29669.0,Echolocation,Nyctalus leisleri,0.539,0.637,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
241.7995,241.813,22890.0,28811.0,Echolocation,Nyctalus leisleri,0.426,0.618,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
242.1155,242.13,23750.0,29010.0,Echolocation,Nyctalus leisleri,0.476,0.635,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
242.4325,242.4484,22890.0,27254.0,Echolocation,Nyctalus leisleri,0.539,0.608,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
242.7305,242.7458,22890.0,28408.0,Echolocation,Nyctalus leisleri,0.483,0.63,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
243.0425,243.0573,22890.0,28131.0,Echolocation,Nyctalus leisleri,0.47,0.579,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
243.3445,243.3594,22890.0,27972.0,Echolocation,Nyctalus leisleri,0.532,0.645,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
243.6625,243.6808,22890.0,26841.0,Echolocation,Nyctalus leisleri,0.445,0.507,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
243.9615,243.9781,22890.0,27378.0,Echolocation,Nyctalus leisleri,0.394,0.506,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
244.2655,244.2817,22890.0,28151.0,Echolocation,Nyctalus leisleri,0.313,0.52,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
244.57150000000001,244.587,23750.0,28778.0,Echolocation,Nyctalus leisleri,0.471,0.628,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
246.2645,246.2758,23750.0,29472.0,Echolocation,Nyctalus leisleri,0.405,0.582,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
247.7145,247.7248,25468.0,31774.0,Echolocation,Nyctalus leisleri,0.335,0.562,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
247.8635,247.8759,24609.0,29300.0,Echolocation,Nyctalus leisleri,0.325,0.511,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
248.4575,248.4707,23750.0,29675.0,Echolocation,Nyctalus leisleri,0.55,0.688,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
249.0465,249.0593,23750.0,31334.0,Echolocation,Nyctalus leisleri,0.276,0.611,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
249.3135,249.3267,24609.0,31304.0,Echolocation,Eptesicus serotinus,0.255,0.589,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
249.5895,249.6038,23750.0,32696.0,Echolocation,Eptesicus serotinus,0.336,0.618,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220819_060000.WAV,Carp Pond
