start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
25.3685,25.3848,22890.0,26215.0,Nyctalus leisleri,0.59,0.627,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
25.5195,25.5357,22890.0,27118.0,Nyctalus leisleri,0.533,0.595,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
25.8895,25.9075,22890.0,26720.0,Nyctalus leisleri,0.455,0.508,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
26.0555,26.0706,22890.0,26978.0,Nyctalus leisleri,0.557,0.618,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
29.1235,29.1374,22890.0,27896.0,Nyctalus leisleri,0.305,0.508,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
29.3675,29.3831,22890.0,27782.0,Nyctalus leisleri,0.342,0.571,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
29.7665,29.7824,22890.0,27202.0,Nyctalus leisleri,0.392,0.521,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
30.1795,30.1957,22890.0,26846.0,Nyctalus leisleri,0.481,0.579,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
31.1445,31.1573,22890.0,29787.0,Nyctalus leisleri,0.235,0.637,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
63.7885,63.8027,23750.0,28674.0,Nyctalus leisleri,0.42,0.562,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
79.7065,79.7223,22890.0,28049.0,Nyctalus leisleri,0.451,0.62,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
79.9665,79.9855,23750.0,27818.0,Nyctalus leisleri,0.424,0.504,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
82.5155,82.5275,23750.0,29059.0,Nyctalus leisleri,0.351,0.512,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
82.6315,82.64580000000001,23750.0,30673.0,Nyctalus leisleri,0.233,0.57,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
82.7645,82.7817,22890.0,27470.0,Nyctalus leisleri,0.453,0.577,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
84.5205,84.5361,23750.0,28013.0,Nyctalus leisleri,0.532,0.603,-1,Echolocation,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_043000.WAV,Carp Pond
