start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card
0.0995,0.1145,22890.0,29101.0,Nyctalus leisleri,0.261,0.616,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
0.2545,0.2658,23750.0,30960.0,Nyctalus leisleri,0.283,0.655,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
0.5435,0.5576,23750.0,31152.0,Nyctalus leisleri,0.291,0.637,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
0.8695,0.8851,22890.0,29444.0,Nyctalus leisleri,0.28,0.641,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
1.1745,1.1914,22890.0,29000.0,Nyctalus leisleri,0.319,0.617,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
1.4555,1.4718,23750.0,28274.0,Nyctalus leisleri,0.544,0.682,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
1.7865,1.8017,22031.0,27405.0,Nyctalus leisleri,0.49,0.642,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
2.0985,2.1128,22890.0,29440.0,Nyctalus leisleri,0.482,0.648,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
2.4245,2.4411,22890.0,28031.0,Nyctalus leisleri,0.394,0.629,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
2.7335,2.7494,22890.0,29504.0,Nyctalus leisleri,0.363,0.616,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_073000.WAV,Carp Pond,recover-20220901,005
