start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
356.97950000000003,356.9876,40078.0,45858.0,Echolocation,Pipistrellus nathusii,0.485,0.512,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
357.8395,357.8467,40078.0,46583.0,Echolocation,Pipistrellus nathusii,0.496,0.531,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
920.2835,920.2926,38359.0,44099.0,Echolocation,Pipistrellus nathusii,0.547,0.643,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1489.0995,1489.1067,38359.0,46525.0,Echolocation,Pipistrellus nathusii,0.552,0.612,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1489.2865,1489.2953,38359.0,48225.0,Echolocation,Pipistrellus nathusii,0.527,0.606,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1489.3925,1489.4014,39218.0,46127.0,Echolocation,Pipistrellus nathusii,0.5,0.567,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1489.5005,1489.5102,38359.0,45995.0,Echolocation,Pipistrellus nathusii,0.455,0.542,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1489.8125,1489.8221,39218.0,47397.0,Echolocation,Pipistrellus nathusii,0.509,0.579,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1489.9135,1489.922,39218.0,46869.0,Echolocation,Pipistrellus nathusii,0.523,0.59,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.0135,1490.0215,38359.0,48782.0,Echolocation,Pipistrellus nathusii,0.442,0.581,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.1165,1490.1245,38359.0,47554.0,Echolocation,Pipistrellus nathusii,0.498,0.56,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.2105,1490.2192,39218.0,48984.0,Echolocation,Pipistrellus nathusii,0.559,0.601,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.3085,1490.3188,39218.0,48891.0,Echolocation,Pipistrellus nathusii,0.575,0.647,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.4185,1490.4279,38359.0,48932.0,Echolocation,Pipistrellus nathusii,0.539,0.602,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.5215,1490.5326,37500.0,49967.0,Echolocation,Pipistrellus nathusii,0.519,0.579,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.6235,1490.6337,38359.0,49444.0,Echolocation,Pipistrellus nathusii,0.549,0.591,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.7215,1490.7324,39218.0,49952.0,Echolocation,Pipistrellus nathusii,0.52,0.593,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.8205,1490.8311,38359.0,50532.0,Echolocation,Pipistrellus nathusii,0.529,0.61,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1490.9235,1490.9336,38359.0,51061.0,Echolocation,Pipistrellus nathusii,0.591,0.675,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.0285,1491.0386,38359.0,50189.0,Echolocation,Pipistrellus nathusii,0.509,0.603,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.1235,1491.1351,37500.0,48595.0,Echolocation,Pipistrellus nathusii,0.454,0.513,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.2275,1491.238,37500.0,50070.0,Echolocation,Pipistrellus nathusii,0.601,0.653,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.3355,1491.3463,38359.0,52799.0,Echolocation,Pipistrellus nathusii,0.583,0.644,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.4385,1491.4486,38359.0,52534.0,Echolocation,Pipistrellus nathusii,0.642,0.694,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.5385,1491.5487,38359.0,50939.0,Echolocation,Pipistrellus nathusii,0.582,0.636,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.6465,1491.6563,38359.0,50040.0,Echolocation,Pipistrellus nathusii,0.602,0.628,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.7535,1491.763,37500.0,50002.0,Echolocation,Pipistrellus nathusii,0.511,0.565,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.8425,1491.8523,40078.0,49626.0,Echolocation,Pipistrellus nathusii,0.578,0.599,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
1491.9495,1491.961,37500.0,52935.0,Echolocation,Pipistrellus nathusii,0.521,0.614,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220821_113000.WAV,Carp Pond
