start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card
0.0855,0.1012,23750.0,29013.0,Nyctalus leisleri,0.464,0.599,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
0.2875,0.3052,22031.0,26092.0,Nyctalus leisleri,0.435,0.524,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
0.3995,0.4152,23750.0,28270.0,Nyctalus leisleri,0.379,0.572,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
1.4145,1.4303,22031.0,26765.0,Nyctalus leisleri,0.391,0.628,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
1.4955,1.512,23750.0,26541.0,Nyctalus leisleri,0.521,0.59,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
1.8605,1.873,24609.0,30205.0,Nyctalus leisleri,0.493,0.621,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
2.0415,2.058,22031.0,26675.0,Nyctalus leisleri,0.308,0.58,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
2.2565,2.2702,23750.0,30520.0,Nyctalus leisleri,0.31,0.59,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
2.8615,2.8777,22890.0,28114.0,Nyctalus leisleri,0.327,0.559,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
3.0355,3.0506,23750.0,29555.0,Nyctalus leisleri,0.374,0.612,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220901_053000.WAV,Carp Pond,recover-20220901,005
