start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
302.1285,302.1391,27187.0,32752.0,Echolocation,Nyctalus leisleri,0.322,0.508,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
302.5825,302.5931,25468.0,31763.0,Echolocation,Nyctalus leisleri,0.449,0.631,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
303.3725,303.3859,25468.0,30899.0,Echolocation,Nyctalus leisleri,0.324,0.503,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
303.6235,303.6359,25468.0,29931.0,Echolocation,Nyctalus leisleri,0.485,0.644,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
303.8845,303.8984,25468.0,29087.0,Echolocation,Nyctalus leisleri,0.44,0.542,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
304.1395,304.1527,25468.0,29344.0,Echolocation,Nyctalus leisleri,0.543,0.639,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
304.3245,304.3356,26328.0,31813.0,Echolocation,Nyctalus leisleri,0.412,0.605,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
304.3965,304.4103,24609.0,29197.0,Echolocation,Nyctalus leisleri,0.518,0.626,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
304.5275,304.5419,24609.0,28404.0,Echolocation,Nyctalus leisleri,0.484,0.549,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
304.6685,304.6819,24609.0,29853.0,Echolocation,Nyctalus leisleri,0.383,0.535,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
305.0565,305.0676,24609.0,29695.0,Echolocation,Nyctalus leisleri,0.365,0.508,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
305.3215,305.3364,24609.0,31698.0,Echolocation,Nyctalus leisleri,0.326,0.585,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
305.4315,305.4446,25468.0,33288.0,Echolocation,Eptesicus serotinus,0.27,0.595,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
305.5925,305.6057,25468.0,30831.0,Echolocation,Nyctalus leisleri,0.448,0.609,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
305.8495,305.8633,25468.0,29295.0,Echolocation,Nyctalus leisleri,0.494,0.614,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
305.8835,305.8951,26328.0,33294.0,Echolocation,Nyctalus leisleri,0.304,0.61,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
306.0535,306.0666,26328.0,34673.0,Echolocation,Eptesicus serotinus,0.298,0.622,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
306.1175,306.1302,25468.0,33593.0,Echolocation,Nyctalus leisleri,0.281,0.626,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
306.2525,306.2618,26328.0,33633.0,Echolocation,Nyctalus leisleri,0.398,0.608,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
306.3545,306.3676,25468.0,32681.0,Echolocation,Nyctalus leisleri,0.278,0.587,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
306.3945,306.4035,27187.0,35348.0,Echolocation,Eptesicus serotinus,0.289,0.61,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
306.5275,306.5408,25468.0,31731.0,Echolocation,Nyctalus leisleri,0.453,0.614,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
306.8345,306.8472,24609.0,32584.0,Echolocation,Eptesicus serotinus,0.292,0.56,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
307.0115,307.0259,23750.0,29213.0,Echolocation,Nyctalus leisleri,0.569,0.632,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
307.1425,307.1558,25468.0,32931.0,Echolocation,Nyctalus leisleri,0.346,0.645,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
307.2685,307.2821,24609.0,29341.0,Echolocation,Nyctalus leisleri,0.57,0.642,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
307.5225,307.5355,24609.0,29200.0,Echolocation,Nyctalus leisleri,0.597,0.669,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
307.5925,307.6083,24609.0,35641.0,Echolocation,Eptesicus serotinus,0.361,0.554,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
307.7865,307.7983,25468.0,30390.0,Echolocation,Nyctalus leisleri,0.53,0.627,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.0375,308.0487,24609.0,31246.0,Echolocation,Nyctalus leisleri,0.452,0.614,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.1975,308.2122,23750.0,31680.0,Echolocation,Eptesicus serotinus,0.303,0.625,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.2925,308.3059,24609.0,31662.0,Echolocation,Nyctalus leisleri,0.353,0.57,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.5095,308.5232,24609.0,33755.0,Echolocation,Eptesicus serotinus,0.327,0.597,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.5555,308.5666,25468.0,33444.0,Echolocation,Eptesicus serotinus,0.267,0.584,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.6805,308.693,25468.0,33600.0,Echolocation,Nyctalus leisleri,0.312,0.612,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.8075,308.8186,24609.0,31532.0,Echolocation,Nyctalus leisleri,0.528,0.654,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.8325,308.8465,25468.0,34892.0,Echolocation,Eptesicus serotinus,0.342,0.581,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
308.9895,309.0034,24609.0,37431.0,Echolocation,Eptesicus serotinus,0.523,0.671,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
309.1055,309.1181,25468.0,30866.0,Echolocation,Nyctalus leisleri,0.354,0.514,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
309.1585,309.1708,25468.0,35232.0,Echolocation,Eptesicus serotinus,0.33,0.634,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
309.2425,309.2546,24609.0,30218.0,Echolocation,Nyctalus leisleri,0.408,0.558,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
309.4645,309.4771,24609.0,33213.0,Echolocation,Eptesicus serotinus,0.337,0.591,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
309.4835,309.494,25468.0,32551.0,Echolocation,Eptesicus serotinus,0.24,0.506,-1,/mnt/ubna_data_01/recover-20220822/UBNA_012/20220820_080000.WAV,Carp Pond
