,ref_time,start_time_wrt_ref,end_time_wrt_ref,call_start_time,call_end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
165,2022-08-23 04:12:00,6.1085,6.1197,2022-08-23 04:12:06.108500000,2022-08-23 04:12:06.119700000,25468.0,34260.0,Echolocation,Eptesicus serotinus,0.34,0.534,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
166,2022-08-23 04:12:00,6.505499999,6.518,2022-08-23 04:12:06.505499999,2022-08-23 04:12:06.518000000,25468.0,35809.0,Echolocation,Eptesicus serotinus,0.419,0.575,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
167,2022-08-23 04:12:00,6.7545,6.7687,2022-08-23 04:12:06.754500000,2022-08-23 04:12:06.768700000,25468.0,33558.0,Echolocation,Eptesicus serotinus,0.285,0.523,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
168,2022-08-23 04:12:00,7.0015,7.0138,2022-08-23 04:12:07.001500000,2022-08-23 04:12:07.013800000,25468.0,36260.0,Echolocation,Eptesicus serotinus,0.318,0.535,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
169,2022-08-23 04:12:00,7.7545,7.768,2022-08-23 04:12:07.754500000,2022-08-23 04:12:07.768000000,25468.0,33579.0,Echolocation,Eptesicus serotinus,0.312,0.521,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
170,2022-08-23 04:12:00,19.8875,19.8984,2022-08-23 04:12:19.887500000,2022-08-23 04:12:19.898400000,24609.0,30530.0,Echolocation,Eptesicus serotinus,0.258,0.506,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
171,2022-08-23 04:12:00,20.1635,20.1768,2022-08-23 04:12:20.163500000,2022-08-23 04:12:20.176800000,23750.0,30496.0,Echolocation,Nyctalus leisleri,0.328,0.661,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
172,2022-08-23 04:12:00,20.6475,20.6593,2022-08-23 04:12:20.647500000,2022-08-23 04:12:20.659300000,24609.0,30725.0,Echolocation,Nyctalus leisleri,0.409,0.67,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
173,2022-08-23 04:12:00,20.7105,20.7255,2022-08-23 04:12:20.710500000,2022-08-23 04:12:20.725500000,25468.0,28849.0,Echolocation,Nyctalus leisleri,0.415,0.6,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
174,2022-08-23 04:12:00,20.7955,20.8073,2022-08-23 04:12:20.795500000,2022-08-23 04:12:20.807300000,25468.0,33321.0,Echolocation,Eptesicus serotinus,0.294,0.598,-1,/mnt/ubna_data_01/recover-20220825/UBNA_008/20220823_040000.WAV,recover-20220825,UBNA_008,Central Pond
