start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card
12.3525,12.3606,40937.0,50446.0,Pipistrellus nathusii,0.629,0.659,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
12.4655,12.4747,40937.0,48027.0,Pipistrellus nathusii,0.529,0.554,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
12.6665,12.6747,40937.0,46735.0,Pipistrellus nathusii,0.528,0.544,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
12.7785,12.7873,40078.0,49320.0,Pipistrellus nathusii,0.578,0.618,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
12.9825,12.9933,40937.0,47052.0,Pipistrellus nathusii,0.527,0.553,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
13.0945,13.1034,40078.0,47349.0,Pipistrellus nathusii,0.529,0.553,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
13.2965,13.3055,40937.0,48173.0,Pipistrellus nathusii,0.501,0.517,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
13.4885,13.4987,40937.0,49825.0,Pipistrellus nathusii,0.466,0.52,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
13.7005,13.7102,41796.0,50120.0,Pipistrellus nathusii,0.599,0.631,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
13.9255,13.9354,40937.0,51231.0,Pipistrellus nathusii,0.542,0.565,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
14.1535,14.1622,41796.0,54744.0,Pipistrellus nathusii,0.613,0.65,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
14.3455,14.3566,39218.0,54175.0,Pipistrellus nathusii,0.55,0.615,-1,Echolocation,/mnt/ubna_data_02/recover-20220919/UBNA_009/20220917_040000.WAV,Central Pond,recover-20220919,009
