INDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,TOP1MATCH,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_040000.WAV,0,39.933956,0.0022,25080.588,25456.238,25890.238,2022-10-01,04:00:39.932,4,2022-09-30,16:00:39.932,16,nocluster,0,,0,,0,1,,,,,,BJXBZO9bJqoxrVJK4y9dkA==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,4.876949,0.002124,23959.828,24480.189,25090.451,2022-10-01,03:30:04.876,3,2022-09-30,15:30:04.876,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,7.322113,0.00133,23809.523,24060.822,24465.061,2022-10-01,03:30:07.322,3,2022-09-30,15:30:07.322,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,7.955454,0.006029,23392.613,23884.055,24691.357,2022-10-01,03:30:07.955,3,2022-09-30,15:30:07.955,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,8.213888,0.00386,23258.959,23835.236,24316.334,2022-10-01,03:30:08.212,3,2022-09-30,15:30:08.212,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,14.413936,0.002633,23669.469,24303.746,24768.039,2022-10-01,03:30:14.413,3,2022-09-30,15:30:14.413,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,14.803189,0.007918,23296.146,27430.475,23815.055,2022-10-01,03:30:14.803,3,2022-09-30,15:30:14.803,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,20.168503,0.003049,23258.959,23612.809,24404.762,2022-10-01,03:30:20.167,3,2022-09-30,15:30:20.167,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,20.937164,0.003048,24540.801,24936.893,25641.025,2022-10-01,03:30:20.937,3,2022-09-30,15:30:20.937,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_010,20221001_033000.WAV,0,21.847683,0.002689,23529.412,23800.254,24470.553,2022-10-01,03:30:21.847,3,2022-09-30,15:30:21.847,15,nocluster,0,,0,,0,1,,,,,,ZpxSxTf8dYrxymg+BRI03g==
