start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
376.1825,376.1917,37500.0,46574.0,Echolocation,Pipistrellus nathusii,0.552,0.634,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
376.4905,376.4993,38359.0,47545.0,Echolocation,Pipistrellus nathusii,0.548,0.625,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
376.5915,376.6007,39218.0,47036.0,Echolocation,Pipistrellus nathusii,0.471,0.5,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
376.7905,376.79970000000003,39218.0,46801.0,Echolocation,Pipistrellus nathusii,0.555,0.596,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1112.1835,1112.1929,39218.0,52197.0,Echolocation,Pipistrellus nathusii,0.471,0.585,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1112.6285,1112.6374,39218.0,52894.0,Echolocation,Pipistrellus nathusii,0.468,0.624,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1112.9645,1112.9729,38359.0,49530.0,Echolocation,Pipistrellus nathusii,0.587,0.664,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1113.3025,1113.3117,38359.0,50297.0,Echolocation,Pipistrellus nathusii,0.611,0.67,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1113.6385,1113.6478,38359.0,49560.0,Echolocation,Pipistrellus nathusii,0.571,0.651,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1113.8685,1113.8774,38359.0,44688.0,Echolocation,Pipistrellus nathusii,0.499,0.525,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1113.9835,1113.9925,37500.0,48944.0,Echolocation,Pipistrellus nathusii,0.576,0.673,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1114.2965,1114.3042,38359.0,44656.0,Echolocation,Pipistrellus nathusii,0.435,0.529,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1114.5015,1114.5103,36640.0,45673.0,Echolocation,Pipistrellus nathusii,0.464,0.608,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1114.8275,1114.8362,38359.0,48124.0,Echolocation,Pipistrellus nathusii,0.566,0.621,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1115.1565,1115.165,38359.0,47751.0,Echolocation,Pipistrellus nathusii,0.494,0.636,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1115.4775,1115.4852,40078.0,46458.0,Echolocation,Pipistrellus nathusii,0.472,0.517,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1115.5785,1115.5855,38359.0,47997.0,Echolocation,Pipistrellus nathusii,0.491,0.56,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1115.6565,1115.6646,40078.0,49116.0,Echolocation,Pipistrellus nathusii,0.442,0.591,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1350.4375,1350.4431,48671.0,59309.0,Echolocation,Pipistrellus pipistrellus,0.542,0.592,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1350.5425,1350.5497,48671.0,53967.0,Echolocation,Pipistrellus pipistrellus,0.553,0.575,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1350.6575,1350.663,48671.0,63354.0,Echolocation,Pipistrellus pipistrellus,0.584,0.643,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1350.7795,1350.7858,49531.0,55987.0,Echolocation,Pipistrellus pipistrellus,0.492,0.504,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1350.8985,1350.9048,48671.0,64199.0,Echolocation,Pipistrellus pipistrellus,0.686,0.781,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1351.0005,1351.0062,49531.0,62377.0,Echolocation,Pipistrellus pipistrellus,0.588,0.639,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
1351.1055,1351.1114,48671.0,64620.0,Echolocation,Pipistrellus pipistrellus,0.491,0.574,-1,/mnt/ubna_data_02/recover-20220905/UBNA_010/20220902_090000.WAV,Carp Pond,recover-20220905,010
