start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
251.8555,251.8655,37500.0,47782.0,Echolocation,Pipistrellus nathusii,0.331,0.524,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
251.9475,251.9576,38359.0,48033.0,Echolocation,Pipistrellus nathusii,0.413,0.528,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
257.1205,257.1292,38359.0,45618.0,Echolocation,Pipistrellus nathusii,0.494,0.606,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
310.1095,310.1187,39218.0,45783.0,Echolocation,Pipistrellus nathusii,0.52,0.555,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
391.4815,391.4908,39218.0,46417.0,Echolocation,Pipistrellus nathusii,0.513,0.597,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
391.6855,391.6946,39218.0,46371.0,Echolocation,Pipistrellus nathusii,0.466,0.534,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
392.7115,392.7221,38359.0,50733.0,Echolocation,Pipistrellus nathusii,0.411,0.54,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
392.8155,392.824,39218.0,48946.0,Echolocation,Pipistrellus nathusii,0.547,0.622,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
392.9165,392.9261,36640.0,42262.0,Echolocation,Pipistrellus nathusii,0.466,0.564,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
393.0075,393.016,39218.0,48985.0,Echolocation,Pipistrellus nathusii,0.511,0.609,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
393.3695,393.3778,40078.0,48691.0,Echolocation,Pipistrellus nathusii,0.561,0.612,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
393.9355,393.945,39218.0,47434.0,Echolocation,Pipistrellus nathusii,0.473,0.546,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
394.2275,394.2361,38359.0,45432.0,Echolocation,Pipistrellus nathusii,0.407,0.508,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
394.4295,394.4378,39218.0,45931.0,Echolocation,Pipistrellus nathusii,0.429,0.506,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
394.8155,394.8228,40078.0,49742.0,Echolocation,Pipistrellus nathusii,0.58,0.604,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
395.0935,395.1015,41796.0,47505.0,Echolocation,Pipistrellus nathusii,0.413,0.512,-1,/mnt/ubna_data_02/recover-20220919/UBNA_010/20220916_073000.WAV,Carp Pond,recover-20220919,010
