start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card
10.5535,10.5702,23750.0,28164.0,Nyctalus leisleri,0.399,0.534,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
32.0395,32.0487,38359.0,45081.0,Pipistrellus nathusii,0.493,0.594,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
32.2265,32.2363,38359.0,45157.0,Pipistrellus nathusii,0.453,0.545,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
308.8795,308.8958,23750.0,27782.0,Nyctalus leisleri,0.451,0.556,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
309.2215,309.2348,23750.0,28885.0,Nyctalus leisleri,0.415,0.566,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
310.0575,310.0749,22031.0,26786.0,Nyctalus leisleri,0.396,0.5,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
317.4165,317.4258,39218.0,45454.0,Pipistrellus nathusii,0.421,0.575,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
317.6985,317.7072,39218.0,44622.0,Pipistrellus nathusii,0.443,0.521,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
345.3565,345.3739,22890.0,26926.0,Nyctalus leisleri,0.559,0.601,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
345.7165,345.7349,22890.0,26446.0,Nyctalus leisleri,0.449,0.513,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
346.7415,346.7586,23750.0,27139.0,Nyctalus leisleri,0.488,0.533,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
347.0645,347.0822,22890.0,26431.0,Nyctalus leisleri,0.589,0.637,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
347.4085,347.4266,22890.0,27239.0,Nyctalus leisleri,0.458,0.552,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
347.6425,347.6581,23750.0,27818.0,Nyctalus leisleri,0.42,0.503,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
348.5645,348.5749,25468.0,32265.0,Nyctalus leisleri,0.263,0.523,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
414.0735,414.0903,23750.0,27965.0,Nyctalus leisleri,0.441,0.535,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
450.3925,450.4069,25468.0,30370.0,Nyctalus leisleri,0.338,0.611,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
450.6565,450.673,25468.0,29813.0,Nyctalus leisleri,0.354,0.551,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
451.4295,451.4437,25468.0,29221.0,Nyctalus leisleri,0.551,0.65,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
451.8035,451.8193,25468.0,29304.0,Nyctalus leisleri,0.479,0.633,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
452.2065,452.2217,25468.0,29704.0,Nyctalus leisleri,0.301,0.64,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
452.4525,452.4675,25468.0,28291.0,Nyctalus leisleri,0.548,0.664,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
452.8365,452.8519,24609.0,29036.0,Nyctalus leisleri,0.413,0.639,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
453.0955,453.1104,24609.0,28218.0,Nyctalus leisleri,0.484,0.66,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
453.4815,453.4959,24609.0,28970.0,Nyctalus leisleri,0.574,0.713,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
453.7445,453.7621,24609.0,28771.0,Nyctalus leisleri,0.465,0.591,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
454.1385,454.1543,24609.0,28261.0,Nyctalus leisleri,0.441,0.645,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
454.8035,454.8215,24609.0,27874.0,Nyctalus leisleri,0.496,0.59,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
455.4725,455.4903,24609.0,28519.0,Nyctalus leisleri,0.416,0.543,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
688.7995,688.8192,22890.0,27265.0,Nyctalus leisleri,0.451,0.529,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
775.7875,775.8033,25468.0,29946.0,Nyctalus leisleri,0.363,0.51,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
776.0435,776.057,25468.0,29651.0,Nyctalus leisleri,0.458,0.582,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
776.6735,776.6921,24609.0,28877.0,Nyctalus leisleri,0.343,0.534,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
777.6615,777.6708,36640.0,46480.0,Pipistrellus nathusii,0.466,0.587,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
778.2305,778.2411,35781.0,48550.0,Pipistrellus nathusii,0.468,0.546,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
778.4605,778.4714,36640.0,45563.0,Pipistrellus nathusii,0.437,0.535,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
778.8245,778.8343,36640.0,43804.0,Pipistrellus nathusii,0.498,0.588,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
778.9235,778.9323,35781.0,49437.0,Pipistrellus nathusii,0.421,0.597,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
779.1295,779.1386,36640.0,48511.0,Pipistrellus nathusii,0.563,0.642,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
779.2395,779.2494,36640.0,42641.0,Pipistrellus nathusii,0.454,0.515,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
779.4485,779.4586,35781.0,47787.0,Pipistrellus nathusii,0.475,0.568,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
779.5665,779.5773,35781.0,42201.0,Pipistrellus nathusii,0.507,0.558,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
779.7755,779.7852,34921.0,43820.0,Pipistrellus nathusii,0.453,0.594,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
780.0055,780.0172,35781.0,41199.0,Pipistrellus nathusii,0.223,0.629,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
826.1605,826.1699,40078.0,46764.0,Pipistrellus nathusii,0.489,0.536,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
826.2585,826.2683,40078.0,47581.0,Pipistrellus nathusii,0.53,0.561,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
826.3515,826.3608,40078.0,47806.0,Pipistrellus nathusii,0.507,0.54,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
826.4635,826.4727,40937.0,48753.0,Pipistrellus nathusii,0.533,0.564,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
826.8575,826.8689,40078.0,47889.0,Pipistrellus nathusii,0.486,0.518,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
827.3575,827.3666,40078.0,47168.0,Pipistrellus nathusii,0.519,0.586,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
827.4635,827.4735000000001,40078.0,50363.0,Pipistrellus nathusii,0.505,0.582,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
827.6635,827.6731,40078.0,47346.0,Pipistrellus nathusii,0.552,0.587,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
827.7675,827.7776,40937.0,53717.0,Pipistrellus nathusii,0.602,0.697,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
827.9685,827.9799,40078.0,46603.0,Pipistrellus nathusii,0.508,0.553,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
828.0725,828.0822000000001,40078.0,55231.0,Pipistrellus nathusii,0.509,0.609,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
828.1765,828.1864,40937.0,51787.0,Pipistrellus nathusii,0.54,0.63,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
828.3765,828.3862,40078.0,53846.0,Pipistrellus nathusii,0.607,0.695,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
828.4865,828.4975,40937.0,50506.0,Pipistrellus nathusii,0.527,0.583,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
828.6775,828.6869,40078.0,49298.0,Pipistrellus nathusii,0.657,0.719,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
828.7865,828.7992,39218.0,45207.0,Pipistrellus nathusii,0.5,0.526,-1,Echolocation,/mnt/ubna_data_02/recover-20220929/UBNA_004/20220927_050000.WAV,Carp Pond,recover-20220929,004
