start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card
0.2915,0.3005,24609,32280,Eptesicus serotinus,0.293,0.529,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
1.2515,1.2613,23750,30019,Nyctalus leisleri,0.254,0.568,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
1.4115,1.4245,23750,31087,Nyctalus leisleri,0.344,0.66,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
2.3225,2.333,23750,31908,Nyctalus leisleri,0.323,0.694,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
2.4585,2.4684,22890,31492,Eptesicus serotinus,0.309,0.614,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
2.5905,2.6004,22890,30279,Nyctalus leisleri,0.247,0.602,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.1145,5.1225,42656,57710,Pipistrellus nathusii,0.482,0.535,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.3075,5.3197,28046,34236,Eptesicus serotinus,0.289,0.528,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.4185,5.4263,40937,61115,Pipistrellus nathusii,0.503,0.55,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.5035,5.512,40078,55038,Pipistrellus nathusii,0.44,0.523,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.5625,5.5688,40937,53221,Pipistrellus nathusii,0.462,0.517,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.6645,5.6732,41796,62350,Pipistrellus nathusii,0.608,0.624,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.7345,5.742,40078,59513,Pipistrellus nathusii,0.418,0.516,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.7885,5.8032,28906,33766,Nyctalus leisleri,0.166,0.506,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.8575,5.866,40078,64043,Pipistrellus nathusii,0.484,0.608,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
5.9395,5.948,40937,53984,Pipistrellus nathusii,0.427,0.528,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.0235,6.0296,40937,62175,Pipistrellus nathusii,0.464,0.547,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.1145,6.1232,40078,55996,Pipistrellus nathusii,0.578,0.638,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.2145,6.2214,40078,68120,Pipistrellus nathusii,0.629,0.669,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.3895,6.3964,38359,66153,Pipistrellus nathusii,0.712,0.753,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.4495,6.463,28046,35209,Eptesicus serotinus,0.292,0.654,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.4895,6.4975,39218,51103,Pipistrellus nathusii,0.458,0.526,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.5865,6.5941,40078,56606,Pipistrellus nathusii,0.639,0.656,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.6765,6.6905,28046,32581,Nyctalus leisleri,0.231,0.522,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.7705,6.78,39218,58483,Pipistrellus nathusii,0.586,0.617,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.9475,6.9627,28046,32458,Nyctalus leisleri,0.225,0.51,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
6.9575,6.9641,40078,50835,Pipistrellus nathusii,0.543,0.577,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
7.0745,7.0876,22890,28232,Nyctalus leisleri,0.204,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
7.2235,7.2304,39218,53240,Pipistrellus nathusii,0.563,0.594,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
7.4855,7.4936,40078,49472,Pipistrellus nathusii,0.443,0.517,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
9.7815,9.7919,39218,45971,Pipistrellus nathusii,0.554,0.601,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
9.8755,9.8885,23750,29261,Nyctalus leisleri,0.434,0.651,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
10.9765,10.99,23750,30634,Nyctalus leisleri,0.29,0.62,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
11.2865,11.2972,23750,32699,Eptesicus serotinus,0.347,0.591,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
11.4145,11.4261,23750,36461,Eptesicus serotinus,0.57,0.716,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
11.6575,11.6714,22890,37399,Eptesicus serotinus,0.448,0.669,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
11.7955,11.8047,23750,31324,Nyctalus leisleri,0.267,0.659,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
11.9325,11.9423,24609,34838,Eptesicus serotinus,0.346,0.639,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
12.0735,12.0843,22890,34597,Eptesicus serotinus,0.519,0.692,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
12.2245,12.2344,23750,36667,Eptesicus serotinus,0.394,0.726,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
12.3715,12.3818,23750,32949,Eptesicus serotinus,0.377,0.619,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
15.9725,15.9853,28046,33783,Nyctalus leisleri,0.297,0.666,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
23.9485,23.964,23750,29117,Nyctalus leisleri,0.315,0.516,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
24.4545,24.4704,22890,28264,Nyctalus leisleri,0.376,0.541,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
24.6035,24.6161,22890,29295,Nyctalus leisleri,0.243,0.6,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
24.8505,24.869,22031,30998,Eptesicus serotinus,0.254,0.562,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
25.7915,25.8069,22890,29497,Eptesicus serotinus,0.219,0.532,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
26.1295,26.1447,22890,30792,Eptesicus serotinus,0.214,0.501,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
26.3655,26.3798,22031,28845,Nyctalus noctula,0.242,0.58,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
26.7415,26.7568,22890,28883,Nyctalus leisleri,0.18,0.506,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
27.1235,27.1372,22890,28194,Nyctalus leisleri,0.366,0.599,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
28.7015,28.7172,22890,29342,Eptesicus serotinus,0.195,0.52,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
28.8345,28.8469,23750,30404,Nyctalus leisleri,0.323,0.639,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
28.9645,28.976,22890,31009,Eptesicus serotinus,0.248,0.607,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
29.3345,29.3482,23750,30049,Nyctalus leisleri,0.239,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
29.5755,29.5915,22890,30687,Eptesicus serotinus,0.256,0.537,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
29.9605,29.9739,23750,31213,Eptesicus serotinus,0.225,0.546,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
30.3445,30.3601,23750,30117,Nyctalus leisleri,0.236,0.5,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
31.7615,31.7735,23750,30261,Nyctalus leisleri,0.401,0.593,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
32.1425,32.1549,23750,31293,Eptesicus serotinus,0.283,0.599,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
32.5245,32.5375,23750,33534,Eptesicus serotinus,0.375,0.581,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
33.4095,33.4234,22890,33364,Eptesicus serotinus,0.425,0.615,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
33.5405,33.5521,23750,34067,Eptesicus serotinus,0.489,0.623,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
33.7605,33.7741,22890,33782,Eptesicus serotinus,0.364,0.649,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
33.8695,33.8753,24609,34184,Eptesicus serotinus,0.264,0.505,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
34.0745,34.0836,25468,34415,Eptesicus serotinus,0.389,0.587,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
35.0405,35.055,22890,29122,Nyctalus leisleri,0.356,0.597,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
35.4235,35.4338,22890,32575,Eptesicus serotinus,0.353,0.647,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
35.5685,35.5821,22890,29536,Nyctalus leisleri,0.302,0.597,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
35.6995,35.7107,22890,30692,Eptesicus serotinus,0.239,0.627,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
35.8135,35.8236,23750,36128,Eptesicus serotinus,0.533,0.731,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
35.9355,35.9459,23750,31688,Nyctalus leisleri,0.27,0.611,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
35.9725,35.9769,45234,57568,Pipistrellus pipistrellus,0.462,0.51,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
36.0505,36.0559,46093,59080,Pipistrellus pipistrellus,0.55,0.627,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
36.1235,36.139,22890,34265,Eptesicus serotinus,0.432,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
36.2265,36.2361,24609,34585,Eptesicus serotinus,0.476,0.596,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
36.6135,36.6218,23750,36293,Eptesicus serotinus,0.546,0.681,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
37.1835,37.1928,22890,35569,Eptesicus serotinus,0.543,0.655,-1,Echolocation,/mnt/ubna_data_01/recover-20220618_unit2/20220617_050000.WAV,Foliage,recover-20220618_unit2,009
