INDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,TOP1MATCH,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_033000.WAV,0,54.24559,0.002322,25316.455,25842.131,26409.832,2022-09-02,03:30:54.244,3,2022-09-01,15:30:54.244,15,nocluster,0,,0,,0,1,,,,,,C+SGpOUGmgYzL04HUye3cQ==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_033000.WAV,0,54.478733,0.010931,26298.156,26767.188,27385.74,2022-09-02,03:30:54.478,3,2022-09-01,15:30:54.478,15,nocluster,0,,0,,0,1,,,,,,C+SGpOUGmgYzL04HUye3cQ==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_040000.WAV,0,53.936165,0.001263,27977.5,28500.312,28881.242,2022-09-02,04:00:53.936,4,2022-09-01,16:00:53.936,16,nocluster,0,,0,,0,1,,,,,,axC6BLYlTJMJjcCK02jgiA==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,1.513865,0.003748,83660.133,91782.141,106442.578,2022-09-02,00:30:01.512,0,2022-09-01,12:30:01.512,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,1.622261,0.006211,77037.031,92095.375,108225.109,2022-09-02,00:30:01.622,0,2022-09-01,12:30:01.622,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,1.829041,0.001501,70802,79946.922,95292.117,2022-09-02,00:30:01.829,0,2022-09-01,12:30:01.829,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,1.877684,0.003429,76923.078,93321.594,105555.555,2022-09-02,00:30:01.877,0,2022-09-01,12:30:01.877,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,2.15966,0.002028,62049.062,69036.969,80882.359,2022-09-02,00:30:02.158,0,2022-09-01,12:30:02.158,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,12.831687,0.001263,18824.467,25335.971,19323.672,2022-09-02,00:30:12.830,0,2022-09-01,12:30:12.830,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,16.620426,0.001098,21681.65,29148.623,22860.129,2022-09-02,00:30:16.620,0,2022-09-01,12:30:16.620,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,20.74984,0.001176,23392.613,23805.125,26334.027,2022-09-02,00:30:20.748,0,2022-09-01,12:30:20.748,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,23.342697,0.001763,80816.328,93030.828,100250.625,2022-09-02,00:30:23.341,0,2022-09-01,12:30:23.341,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,23.360334,0.001202,65591.398,69906.578,76923.078,2022-09-02,00:30:23.359,0,2022-09-01,12:30:23.359,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,24.704887,0.007077,77677.227,89873.539,98780.484,2022-09-02,00:30:24.704,0,2022-09-01,12:30:24.704,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,25.939341,0.001047,43483.398,45827.391,47619.047,2022-09-02,00:30:25.939,0,2022-09-01,12:30:25.939,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,34.445011,0.012697,71635.719,80108.758,89089.484,2022-09-02,00:30:34.445,0,2022-09-01,12:30:34.445,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,36.273373,0.001563,57971.016,63965.207,69481.875,2022-09-02,00:30:36.273,0,2022-09-01,12:30:36.273,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,36.299721,0.001095,78565.984,91304.539,99143.203,2022-09-02,00:30:36.298,0,2022-09-01,12:30:36.298,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,36.323765,0.011831,64230.344,70740.859,81656.703,2022-09-02,00:30:36.323,0,2022-09-01,12:30:36.323,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,36.353149,0.002967,58333.332,91687.883,100250.625,2022-09-02,00:30:36.353,0,2022-09-01,12:30:36.353,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,36.686905,0.001015,88932.812,94572.633,103174.602,2022-09-02,00:30:36.686,0,2022-09-01,12:30:36.686,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
/mnt,ubna_data_02_mir/recover-20220905/UBNA_008,20220902_003000.WAV,0,37.244015,0.001281,41276.594,43706.973,46031.746,2022-09-02,00:30:37.243,0,2022-09-01,12:30:37.243,12,nocluster,0,,0,,0,1,,,,,,2h1WZuOqBnlHTTW6y09U4g==
