start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
521.6665,521.6733,46953.0,56094.0,Echolocation,Pipistrellus pipistrellus,0.461,0.55,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1032.5125,1032.5229,45234.0,53179.0,Echolocation,Pipistrellus pipistrellus,0.449,0.52,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1032.9125,1032.9214,44375.0,61902.0,Echolocation,Pipistrellus pipistrellus,0.458,0.615,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1033.0085,1033.0151,42656.0,63453.0,Echolocation,Pipistrellus pipistrellus,0.469,0.633,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1033.1015,1033.1088,42656.0,67041.0,Echolocation,Pipistrellus pipistrellus,0.447,0.641,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1033.1895,1033.196,44375.0,67862.0,Echolocation,Pipistrellus pipistrellus,0.476,0.615,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1033.2685,1033.274,47812.0,66316.0,Echolocation,Pipistrellus pipistrellus,0.519,0.621,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1033.3515,1033.3589,46953.0,62231.0,Echolocation,Pipistrellus pipistrellus,0.411,0.527,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1033.4505,1033.4564,48671.0,62768.0,Echolocation,Pipistrellus pipistrellus,0.495,0.541,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1034.8575,1034.8636,47812.0,65437.0,Echolocation,Pipistrellus pipistrellus,0.464,0.579,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1034.9445,1034.9547,46093.0,59509.0,Echolocation,Pipistrellus pipistrellus,0.416,0.515,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1035.0305,1035.0353,46093.0,57089.0,Echolocation,Pipistrellus pipistrellus,0.553,0.589,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1035.1235,1035.1292,46953.0,67872.0,Echolocation,Pipistrellus pipistrellus,0.534,0.64,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1035.2145,1035.2198,46093.0,69902.0,Echolocation,Pipistrellus pipistrellus,0.444,0.58,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1035.3035,1035.3102,46953.0,61246.0,Echolocation,Pipistrellus pipistrellus,0.533,0.599,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1035.3895,1035.3944,45234.0,67878.0,Echolocation,Pipistrellus pipistrellus,0.45,0.54,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1035.5595,1035.5656,45234.0,66386.0,Echolocation,Pipistrellus pipistrellus,0.319,0.58,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1035.8645,1035.8696,46953.0,68436.0,Echolocation,Pipistrellus pipistrellus,0.553,0.636,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1035.9285,1035.9337,44375.0,75254.0,Echolocation,Myotis alcathoe,0.207,0.51,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1036.0565,1036.062,46093.0,67580.0,Echolocation,Pipistrellus pipistrellus,0.447,0.548,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1036.1875,1036.1941,46953.0,63216.0,Echolocation,Pipistrellus pipistrellus,0.448,0.525,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1036.2565,1036.2627,47812.0,63967.0,Echolocation,Pipistrellus pipistrellus,0.518,0.572,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1036.3215,1036.3305,46953.0,62096.0,Echolocation,Pipistrellus pipistrellus,0.473,0.53,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1036.4875,1036.492,48671.0,62788.0,Echolocation,Pipistrellus pipistrellus,0.54,0.568,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1036.5495,1036.5551,49531.0,63511.0,Echolocation,Pipistrellus pipistrellus,0.508,0.546,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1036.6135,1036.6193,46093.0,60781.0,Echolocation,Pipistrellus pipistrellus,0.47,0.616,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1036.6815,1036.6869,46953.0,62940.0,Echolocation,Pipistrellus pipistrellus,0.444,0.529,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1038.6195,1038.6252,47812.0,64253.0,Echolocation,Pipistrellus pipistrellus,0.473,0.538,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1038.9285,1038.9362,46953.0,66587.0,Echolocation,Pipistrellus pipistrellus,0.417,0.519,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1039.0125,1039.0179,46093.0,64582.0,Echolocation,Pipistrellus pipistrellus,0.417,0.515,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1039.3765,1039.3824,47812.0,62217.0,Echolocation,Pipistrellus pipistrellus,0.636,0.66,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1039.4645,1039.47,46093.0,62385.0,Echolocation,Pipistrellus pipistrellus,0.466,0.592,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1039.6385,1039.6434,46093.0,63437.0,Echolocation,Pipistrellus pipistrellus,0.492,0.604,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1039.8175,1039.8237,46953.0,60617.0,Echolocation,Pipistrellus pipistrellus,0.526,0.565,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1039.9065,1039.9131,46953.0,63725.0,Echolocation,Pipistrellus pipistrellus,0.484,0.623,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
1040.0875,1040.0948,45234.0,63934.0,Echolocation,Pipistrellus pipistrellus,0.361,0.55,-1,/mnt/ubna_data_02/recover-20220908/UBNA_002/20220907_103000.WAV,recover-20220908,UBNA_002,Foliage
