INDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,TOP1MATCH,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_023000.WAV,0,21.751387,0.001373,23054.945,23300.561,23952.953,2022-10-01,02:30:21.751,2,2022-09-30,14:30:21.751,14,nocluster,0,,0,,0,1,,,,,,0SGu20sbmQhL93JQO0EFYQ==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_000000.WAV,0,26.061333,0.002631,21000.992,21282.277,21392.82,2022-10-01,00:00:26.060,0,2022-09-30,12:00:26.060,12,nocluster,0,,0,,0,1,,,,,,2VlUQnuYbZYiq2bZInNrdw==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_000000.WAV,0,482.10437,0.004188,18018.018,18146.732,18350.168,2022-10-01,00:08:02.104,0,2022-09-30,12:08:02.104,12,nocluster,0,,0,,0,1,,,,,,2VlUQnuYbZYiq2bZInNrdw==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_023000.WAV,0,627.720764,0.001417,45199.184,48002.898,51948.051,2022-10-01,02:40:27.719,2,2022-09-30,14:40:27.719,14,nocluster,0,,0,,0,1,,,,,,0SGu20sbmQhL93JQO0EFYQ==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_023000.WAV,0,628.176941,0.002596,43254.617,46223.844,50316.453,2022-10-01,02:40:28.175,2,2022-09-30,14:40:28.175,14,nocluster,0,,0,,0,1,,,,,,0SGu20sbmQhL93JQO0EFYQ==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_023000.WAV,0,628.552124,0.001049,42811.355,45762.094,50031.27,2022-10-01,02:40:28.551,2,2022-09-30,14:40:28.551,14,nocluster,0,,0,,0,1,,,,,,0SGu20sbmQhL93JQO0EFYQ==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,608.353882,0.002651,40000,42250.023,45727.727,2022-10-01,03:10:08.352,3,2022-09-30,15:10:08.352,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,608.455017,0.001547,39809.863,41375.785,43961.352,2022-10-01,03:10:08.455,3,2022-09-30,15:10:08.455,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,608.60437,0.001026,42105.262,42882.145,44694.133,2022-10-01,03:10:08.603,3,2022-09-30,15:10:08.603,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,608.935974,0.001697,42553.191,44772.727,49737.41,2022-10-01,03:10:08.936,3,2022-09-30,15:10:08.936,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,609.02063,0.002569,39701.258,43593.496,49096.383,2022-10-01,03:10:09.019,3,2022-09-30,15:10:09.019,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,609.107239,0.001261,43010.754,44400.125,47065.336,2022-10-01,03:10:09.106,3,2022-09-30,15:10:09.106,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,609.202148,0.002797,41113.219,47193.309,56382.766,2022-10-01,03:10:09.201,3,2022-09-30,15:10:09.201,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,609.266235,0.002581,43244.508,48037.004,56763.285,2022-10-01,03:10:09.266,3,2022-09-30,15:10:09.266,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,609.327454,0.00266,41254.648,45106.223,50957.48,2022-10-01,03:10:09.326,3,2022-09-30,15:10:09.326,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,611.087646,0.001744,41451.891,43569.051,46001.32,2022-10-01,03:10:11.086,3,2022-09-30,15:10:11.086,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,611.238586,0.00142,42791.762,45063.352,48199.766,2022-10-01,03:10:11.237,3,2022-09-30,15:10:11.237,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,611.383484,0.001513,45199.184,47586.926,51615.051,2022-10-01,03:10:11.382,3,2022-09-30,15:10:11.382,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,611.470642,0.001209,40833.336,43019.863,45715.781,2022-10-01,03:10:11.470,3,2022-09-30,15:10:11.470,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,611.554443,0.001649,41913.539,43663.035,46511.629,2022-10-01,03:10:11.554,3,2022-09-30,15:10:11.554,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,611.634094,0.001605,39486.48,42364.109,45715.781,2022-10-01,03:10:11.634,3,2022-09-30,15:10:11.634,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
/mnt,ubna_data_02_mir/recover-20221003/UBNA_008,20221001_030000.WAV,0,611.714355,0.00302,38493.57,45029.742,52982.453,2022-10-01,03:10:11.714,3,2022-09-30,15:10:11.714,15,nocluster,0,,0,,0,1,,,,,,tTgNIYxbQfQR77p9LzdgIg==
