INDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,Fmin,Fmean,Fmax,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,TOP1MATCH,TOP1DIST,TOP2MATCH,TOP2DIST,TOP3MATCH,TOP3DIST,VOCALIZATIONS,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1735.573486,0.001024,45977.012,46863.023,49691.359,2022-07-23,04:28:55.573,4,2022-07-22,16:28:55.573,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1735.749146,0.001093,45977.012,47579.977,49691.359,2022-07-23,04:28:55.749,4,2022-07-22,16:28:55.749,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1736.108154,0.002072,44200.242,46337.926,50332.383,2022-07-23,04:28:56.107,4,2022-07-22,16:28:56.107,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1736.20166,0.001354,45454.547,47274.305,50316.453,2022-07-23,04:28:56.201,4,2022-07-22,16:28:56.201,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1736.290405,0.001878,43055.555,46849.59,50641.023,2022-07-23,04:28:56.289,4,2022-07-22,16:28:56.289,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1736.551636,0.00151,45977.012,47692.883,51290.48,2022-07-23,04:28:56.551,4,2022-07-22,16:28:56.551,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1736.963379,0.002069,44949.496,48326.113,53342.816,2022-07-23,04:28:56.963,4,2022-07-22,16:28:56.963,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1737.137329,0.001604,44200.242,47375.902,51956.812,2022-07-23,04:28:57.137,4,2022-07-22,16:28:57.137,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1737.306396,0.002161,45977.012,49977.008,56338.027,2022-07-23,04:28:57.305,4,2022-07-22,16:28:57.305,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1737.484375,0.002256,44444.445,47863.012,52982.453,2022-07-23,04:28:57.484,4,2022-07-22,16:28:57.484,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1737.666748,0.001836,22749.365,4357.86,24672.27,2022-07-23,04:28:57.665,4,2022-07-22,16:28:57.665,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1738.598877,0.001185,44694.133,47261.551,50007.812,2022-07-23,04:28:58.597,4,2022-07-22,16:28:58.597,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1738.678711,0.001411,45715.781,48198.426,51948.051,2022-07-23,04:28:58.677,4,2022-07-22,16:28:58.677,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1739.112915,0.001303,46244.32,49127.492,52982.453,2022-07-23,04:28:59.112,4,2022-07-22,16:28:59.112,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1740.468994,0.001127,43727.602,46140.172,48500.883,2022-07-23,04:29:00.469,4,2022-07-22,16:29:00.469,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_040000.WAV,0,1742.939087,0.001378,47058.824,49343.363,54054.055,2022-07-23,04:29:02.939,4,2022-07-22,16:29:02.939,16,nocluster,0,,0,,0,1,,,,,,+1Rt9LjbRrORAgQ5Yw5cxQ==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_043000.WAV,0,11.907432,0.001111,41460.797,43188.867,46256.688,2022-07-23,04:30:11.907,4,2022-07-22,16:30:11.907,16,nocluster,0,,0,,0,1,,,,,,MpiPojQHbf0nNFEFiN+Urw==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_043000.WAV,0,12.002282,0.001569,41451.891,43343.648,47646.059,2022-07-23,04:30:12.002,4,2022-07-22,16:30:12.002,16,nocluster,0,,0,,0,1,,,,,,MpiPojQHbf0nNFEFiN+Urw==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_043000.WAV,0,12.071715,0.002384,40441.18,43630.656,49691.359,2022-07-23,04:30:12.070,4,2022-07-22,16:30:12.070,16,nocluster,0,,0,,0,1,,,,,,MpiPojQHbf0nNFEFiN+Urw==
/mnt,ubna_data_01_mir/recover-20220725/UBNA_010,20220723_043000.WAV,0,12.126693,0.001901,40820.578,44181.969,49382.715,2022-07-23,04:30:12.125,4,2022-07-22,16:30:12.125,16,nocluster,0,,0,,0,1,,,,,,MpiPojQHbf0nNFEFiN+Urw==
