start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card,File Duration
19.4195,19.4343,25468.0,29009.0,Nyctalus leisleri,0.438,0.532,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
20.2775,20.2947,24609.0,27771.0,Nyctalus leisleri,0.438,0.517,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
20.6505,20.6635,26328.0,32085.0,Nyctalus leisleri,0.397,0.602,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
20.8775,20.8932,24609.0,28776.0,Nyctalus leisleri,0.486,0.61,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
21.4545,21.4721,24609.0,27839.0,Nyctalus leisleri,0.497,0.543,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
22.2875,22.304,24609.0,27878.0,Nyctalus leisleri,0.488,0.575,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
22.5205,22.5334,24609.0,28207.0,Nyctalus leisleri,0.487,0.553,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
22.7625,22.7782,24609.0,28516.0,Nyctalus leisleri,0.465,0.576,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
22.9915,23.0087,25468.0,29060.0,Nyctalus leisleri,0.399,0.518,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
23.2265,23.2435,24609.0,28464.0,Nyctalus leisleri,0.399,0.538,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
23.9405,23.9547,24609.0,28295.0,Nyctalus leisleri,0.428,0.535,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
24.1875,24.2064,24609.0,27812.0,Nyctalus leisleri,0.421,0.509,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
25.0115,25.0276,24609.0,27747.0,Nyctalus leisleri,0.465,0.532,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
25.5035,25.5182,24609.0,29263.0,Nyctalus leisleri,0.372,0.519,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
26.8545,26.8683,24609.0,28754.0,Nyctalus leisleri,0.448,0.607,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
27.3515,27.3646,24609.0,29373.0,Nyctalus leisleri,0.401,0.594,-1,Echolocation,/mnt/ubna_data_02_mir/recover-20221110/UBNA_009/20221030_053000.WAV,Central Pond,recover-20221110,009,300
