start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card,File Duration
546.1095,546.1253,24609.0,29051.0,Echolocation,Nyctalus leisleri,0.382,0.542,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
546.2375,546.2513,24609.0,29613.0,Echolocation,Nyctalus leisleri,0.298,0.539,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
546.4875,546.5035,24609.0,29377.0,Echolocation,Nyctalus leisleri,0.332,0.524,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
557.1405,557.1563,25468.0,29035.0,Echolocation,Nyctalus leisleri,0.373,0.518,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
557.3735,557.388,24609.0,29053.0,Echolocation,Nyctalus leisleri,0.397,0.58,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
557.5125,557.528,23750.0,28650.0,Echolocation,Nyctalus leisleri,0.293,0.52,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
558.0155,558.0304,22890.0,28252.0,Echolocation,Nyctalus leisleri,0.403,0.576,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
568.9505,568.967,24609.0,28820.0,Echolocation,Nyctalus leisleri,0.388,0.541,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
569.0915,569.1087,24609.0,29481.0,Echolocation,Nyctalus leisleri,0.338,0.53,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
569.2255,569.2403,23750.0,28937.0,Echolocation,Nyctalus leisleri,0.364,0.532,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
569.4765,569.4913,24609.0,28700.0,Echolocation,Nyctalus leisleri,0.356,0.53,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
580.0605,580.0756,24609.0,28241.0,Echolocation,Nyctalus leisleri,0.474,0.579,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
580.2015,580.2167,24609.0,29393.0,Echolocation,Nyctalus leisleri,0.327,0.538,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
580.4595,580.475,24609.0,28868.0,Echolocation,Nyctalus leisleri,0.368,0.537,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
580.7115,580.7289,23750.0,28580.0,Echolocation,Nyctalus leisleri,0.317,0.503,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
591.3325,591.3504,24609.0,29123.0,Echolocation,Nyctalus leisleri,0.348,0.522,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
591.4745,591.4925,24609.0,28150.0,Echolocation,Nyctalus leisleri,0.38,0.51,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
600.7575,600.7727,25468.0,28769.0,Echolocation,Nyctalus leisleri,0.383,0.532,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
600.8895,600.9049,24609.0,29197.0,Echolocation,Nyctalus leisleri,0.367,0.52,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
601.2715,601.2854,25468.0,29930.0,Echolocation,Nyctalus leisleri,0.339,0.529,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
613.3255,613.342,24609.0,28459.0,Echolocation,Nyctalus leisleri,0.43,0.547,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
613.4685,613.483,25468.0,28791.0,Echolocation,Nyctalus leisleri,0.397,0.548,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
613.8505,613.866,23750.0,29355.0,Echolocation,Nyctalus leisleri,0.314,0.548,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
613.9735,613.9895,24609.0,29000.0,Echolocation,Nyctalus leisleri,0.378,0.538,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
628.3735,628.3915,24609.0,29157.0,Echolocation,Nyctalus leisleri,0.256,0.51,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
628.5085,628.5239,24609.0,28846.0,Echolocation,Nyctalus leisleri,0.392,0.58,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
628.7605,628.7769,24609.0,28318.0,Echolocation,Nyctalus leisleri,0.29,0.528,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
641.2505,641.2673,24609.0,28404.0,Echolocation,Nyctalus leisleri,0.429,0.556,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
641.3885,641.4054,24609.0,29069.0,Echolocation,Nyctalus leisleri,0.243,0.522,-1,/mnt/ubna_data_01_mir/recover-20220624_unit2/20220623_010000.WAV,Foliage,recover-20220624_unit2,010,1795
