start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
330.0935,330.1047,27187.0,32477.0,Echolocation,Nyctalus leisleri,0.35,0.548,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
331.0785,331.089,26328.0,31630.0,Echolocation,Nyctalus leisleri,0.388,0.581,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
331.5465,331.5571,26328.0,31675.0,Echolocation,Nyctalus leisleri,0.356,0.535,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
332.0195,332.0315,26328.0,31113.0,Echolocation,Nyctalus leisleri,0.425,0.58,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
332.8955,332.9091,26328.0,30022.0,Echolocation,Nyctalus leisleri,0.454,0.568,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
333.4075,333.4223,25468.0,30439.0,Echolocation,Nyctalus leisleri,0.342,0.615,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
333.6655,333.6776,26328.0,30110.0,Echolocation,Nyctalus leisleri,0.373,0.527,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
334.1735,334.1862,26328.0,29953.0,Echolocation,Nyctalus leisleri,0.394,0.563,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
334.4355,334.4489,26328.0,29657.0,Echolocation,Nyctalus leisleri,0.427,0.539,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
334.6905,334.7033,26328.0,29917.0,Echolocation,Nyctalus leisleri,0.479,0.597,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
335.9915,336.0037,25468.0,31085.0,Echolocation,Nyctalus leisleri,0.481,0.622,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
339.0515,339.0651,26328.0,29524.0,Echolocation,Nyctalus leisleri,0.423,0.545,-1,/mnt/ubna_data_02/recover-20220828/UBNA_012/20220827_073000.WAV,Carp Pond,recover-20220828,012
