start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
2.4075,2.4213,22890,27652,Nyctalus leisleri,0.279,0.551,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
3.6955,3.7084,23750,29456,Nyctalus leisleri,0.234,0.551,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
3.8065,3.8231,24609,30144,Nyctalus leisleri,0.261,0.519,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
4.4175,4.4306,23750,30101,Nyctalus leisleri,0.282,0.536,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
4.5275,4.5416,25468,32479,Eptesicus serotinus,0.289,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
4.8495,4.862,26328,34902,Eptesicus serotinus,0.326,0.632,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
5.2685,5.2839,22890,26861,Nyctalus leisleri,0.507,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
5.5455,5.5617,22890,28828,Nyctalus leisleri,0.304,0.528,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
5.8385,5.8574,22890,29202,Eptesicus serotinus,0.193,0.522,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
6.2265,6.2407,22890,28316,Nyctalus leisleri,0.265,0.539,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
6.4005,6.4131,23750,29584,Nyctalus leisleri,0.34,0.599,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
6.8355,6.8494,25468,30327,Nyctalus leisleri,0.36,0.588,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
9.3125,9.3217,38359,45927,Pipistrellus nathusii,0.466,0.582,-1,Echolocation,/mnt/ubna_data_01/recover-20220811/UBNA_007/20220810_053000.WAV,Carp Pond
