start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
68.11449999999999,68.1227,39218.0,45763.0,Echolocation,Pipistrellus nathusii,0.56,0.586,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
68.3125,68.3207,38359.0,45274.0,Echolocation,Pipistrellus nathusii,0.597,0.658,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
68.4095,68.417,37500.0,45229.0,Echolocation,Pipistrellus nathusii,0.531,0.591,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
68.5145,68.5218,38359.0,44900.0,Echolocation,Pipistrellus nathusii,0.548,0.585,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
68.6135,68.6213,38359.0,45504.0,Echolocation,Pipistrellus nathusii,0.571,0.607,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
68.7135,68.7219,38359.0,45302.0,Echolocation,Pipistrellus nathusii,0.638,0.704,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
68.8185,68.8274,38359.0,44928.0,Echolocation,Pipistrellus nathusii,0.613,0.659,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
69.0015,69.0098,38359.0,45392.0,Echolocation,Pipistrellus nathusii,0.635,0.695,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
69.1105,69.1195,38359.0,46764.0,Echolocation,Pipistrellus nathusii,0.625,0.693,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
69.3035,69.3118,38359.0,48818.0,Echolocation,Pipistrellus nathusii,0.699,0.729,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
69.4075,69.4167,38359.0,44919.0,Echolocation,Pipistrellus nathusii,0.602,0.644,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
69.5995,69.6087,38359.0,45874.0,Echolocation,Pipistrellus nathusii,0.608,0.678,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
69.6975,69.7068,38359.0,49464.0,Echolocation,Pipistrellus nathusii,0.647,0.74,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
69.8025,69.8122,37500.0,48335.0,Echolocation,Pipistrellus nathusii,0.657,0.691,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
69.9015,69.9103,38359.0,47029.0,Echolocation,Pipistrellus nathusii,0.638,0.704,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.0885,70.097,37500.0,48518.0,Echolocation,Pipistrellus nathusii,0.612,0.67,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.1895,70.1988,38359.0,47148.0,Echolocation,Pipistrellus nathusii,0.622,0.692,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.2835,70.2918,37500.0,50385.0,Echolocation,Pipistrellus nathusii,0.62,0.701,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.3895,70.3982,38359.0,49655.0,Echolocation,Pipistrellus nathusii,0.562,0.686,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.4925,70.5007,38359.0,51592.0,Echolocation,Pipistrellus nathusii,0.724,0.737,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.5965,70.6051,37500.0,44808.0,Echolocation,Pipistrellus nathusii,0.559,0.597,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.6965,70.7046,37500.0,46320.0,Echolocation,Pipistrellus nathusii,0.595,0.684,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.7995,70.8081,38359.0,46649.0,Echolocation,Pipistrellus nathusii,0.602,0.67,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
70.9055,70.9145,38359.0,46197.0,Echolocation,Pipistrellus nathusii,0.544,0.587,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.0055,71.0135,36640.0,47795.0,Echolocation,Pipistrellus nathusii,0.6,0.677,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.1055,71.1149,37500.0,44490.0,Echolocation,Pipistrellus nathusii,0.59,0.689,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.2075,71.2158,37500.0,48471.0,Echolocation,Pipistrellus nathusii,0.657,0.711,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.3175,71.3263,38359.0,45436.0,Echolocation,Pipistrellus nathusii,0.609,0.659,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.4215,71.4295,37500.0,48914.0,Echolocation,Pipistrellus nathusii,0.645,0.717,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.52250000000001,71.5311,37500.0,48509.0,Echolocation,Pipistrellus nathusii,0.574,0.614,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.6285,71.6381,38359.0,45222.0,Echolocation,Pipistrellus nathusii,0.575,0.654,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.7285,71.7368,37500.0,49134.0,Echolocation,Pipistrellus nathusii,0.509,0.675,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.8375,71.8454,38359.0,47071.0,Echolocation,Pipistrellus nathusii,0.675,0.714,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
71.9455,71.9531,37500.0,48849.0,Echolocation,Pipistrellus nathusii,0.663,0.701,-1,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220720_060000.WAV,Carp Pond
