start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
8.1545,8.1713,24609.0,29007.0,Nyctalus leisleri,0.45,0.589,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
9.6845,9.7,25468.0,29225.0,Nyctalus leisleri,0.418,0.524,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
10.2375,10.2518,24609.0,29500.0,Nyctalus leisleri,0.399,0.567,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
37.1785,37.1979,22031.0,24919.0,Nyctalus leisleri,0.705,0.72,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
37.6895,37.7106,22031.0,25920.0,Nyctalus leisleri,0.465,0.515,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
59.9035,59.916399999999996,25468.0,28709.0,Nyctalus leisleri,0.454,0.576,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
60.3405,60.3573,25468.0,28681.0,Nyctalus leisleri,0.401,0.513,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
65.1525,65.1679,24609.0,30173.0,Nyctalus leisleri,0.327,0.518,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
66.6045,66.6181,25468.0,31164.0,Nyctalus leisleri,0.339,0.607,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
66.8825,66.8958,25468.0,29657.0,Nyctalus leisleri,0.554,0.632,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
67.4055,67.4222,24609.0,28003.0,Nyctalus leisleri,0.521,0.596,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
69.7055,69.7192,26328.0,32536.0,Nyctalus leisleri,0.329,0.584,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
77.02850000000001,77.0437,24609.0,27360.0,Nyctalus leisleri,0.505,0.576,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
80.1765,80.1905,26328.0,30452.0,Nyctalus leisleri,0.348,0.514,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
82.4085,82.4214,26328.0,30993.0,Nyctalus leisleri,0.332,0.525,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
82.47749999999999,82.4905,25468.0,28831.0,Nyctalus leisleri,0.394,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
86.6705,86.6854,23750.0,29985.0,Nyctalus leisleri,0.261,0.531,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
88.9055,88.9201,24609.0,29081.0,Nyctalus leisleri,0.338,0.52,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
90.7575,90.7713,24609.0,30283.0,Nyctalus leisleri,0.315,0.583,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
91.2985,91.3148,26328.0,32958.0,Eptesicus serotinus,0.266,0.508,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
92.5415,92.5547,25468.0,32327.0,Nyctalus leisleri,0.281,0.581,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
92.9645,92.9781,26328.0,33743.0,Eptesicus serotinus,0.347,0.552,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
99.6645,99.68,22890.0,26322.0,Nyctalus leisleri,0.453,0.545,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
99.8955,99.91290000000001,22890.0,26641.0,Nyctalus leisleri,0.48,0.55,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
110.6515,110.6692,22890.0,26972.0,Nyctalus leisleri,0.536,0.586,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
119.5995,119.6122,25468.0,31732.0,Nyctalus leisleri,0.32,0.636,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
124.6735,124.6924,22890.0,26820.0,Nyctalus leisleri,0.543,0.592,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
125.7585,125.774,23750.0,27190.0,Nyctalus leisleri,0.572,0.608,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
161.5065,161.52100000000002,22031.0,26362.0,Nyctalus leisleri,0.42,0.575,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
210.1915,210.2,40937.0,50282.0,Pipistrellus nathusii,0.575,0.635,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
210.3765,210.3849,40937.0,49294.0,Pipistrellus nathusii,0.514,0.553,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
210.6815,210.6906,40937.0,50169.0,Pipistrellus nathusii,0.543,0.632,-1,Echolocation,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220729_080000.WAV,Carp Pond
