start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card
2.0995,2.1142,25468.0,32109.0,Eptesicus serotinus,0.248,0.593,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
2.3735,2.391,24609.0,29851.0,Nyctalus leisleri,0.264,0.541,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
2.6505,2.6646,25468.0,31931.0,Nyctalus leisleri,0.304,0.593,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
2.9215,2.9377,24609.0,32080.0,Eptesicus serotinus,0.296,0.544,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
3.0665,3.0767,27187.0,34979.0,Eptesicus serotinus,0.32,0.642,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
3.2085,3.2208,26328.0,33103.0,Eptesicus serotinus,0.291,0.612,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
3.3535,3.3654,26328.0,33994.0,Eptesicus serotinus,0.308,0.684,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
3.5995,3.6121,26328.0,31945.0,Nyctalus leisleri,0.251,0.511,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
3.7345,3.7451,27187.0,34862.0,Eptesicus serotinus,0.312,0.634,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
3.9885,4.0,26328.0,31666.0,Nyctalus leisleri,0.368,0.574,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
4.3775,4.3934,24609.0,31632.0,Nyctalus leisleri,0.317,0.578,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
4.9195,4.9337,24609.0,31088.0,Nyctalus leisleri,0.383,0.663,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
5.1935,5.2085,24609.0,28870.0,Nyctalus leisleri,0.465,0.637,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
5.4685,5.4831,24609.0,30429.0,Nyctalus leisleri,0.324,0.626,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
5.7445,5.7604,24609.0,29143.0,Nyctalus leisleri,0.345,0.501,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
6.0305,6.0459,24609.0,29996.0,Nyctalus leisleri,0.329,0.644,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
6.7165,6.7291,24609.0,31414.0,Eptesicus serotinus,0.301,0.641,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
7.2665,7.2826,25468.0,29842.0,Nyctalus leisleri,0.289,0.51,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
7.8325,7.8462,24609.0,29566.0,Nyctalus leisleri,0.482,0.641,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
11.2355,11.249,24609.0,28944.0,Nyctalus leisleri,0.315,0.534,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
11.4325,11.4473,27187.0,32479.0,Nyctalus leisleri,0.309,0.563,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
13.6765,13.69,25468.0,32638.0,Eptesicus serotinus,0.233,0.504,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
14.2695,14.2832,25468.0,30328.0,Nyctalus leisleri,0.389,0.572,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
15.9325,15.9482,23750.0,28046.0,Nyctalus leisleri,0.412,0.547,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
16.7475,16.7612,26328.0,30519.0,Nyctalus leisleri,0.416,0.629,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
17.1875,17.2029,24609.0,27893.0,Nyctalus leisleri,0.532,0.616,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
17.8215,17.8378,24609.0,28596.0,Nyctalus leisleri,0.411,0.554,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
19.2505,19.269,23750.0,28429.0,Nyctalus leisleri,0.395,0.573,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
19.4185,19.4333,24609.0,27793.0,Nyctalus leisleri,0.553,0.665,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
19.8465,19.8629,23750.0,28013.0,Nyctalus leisleri,0.602,0.675,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
20.5605,20.5779,24609.0,28009.0,Nyctalus leisleri,0.465,0.586,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
20.8545,20.8727,24609.0,27978.0,Nyctalus leisleri,0.416,0.555,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
21.4515,21.4666,23750.0,28800.0,Nyctalus leisleri,0.623,0.698,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
21.8795,21.8944,24609.0,29962.0,Nyctalus leisleri,0.386,0.657,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
22.0035,22.0165,25468.0,31511.0,Nyctalus leisleri,0.308,0.606,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
22.4285,22.4446,24609.0,29603.0,Nyctalus leisleri,0.361,0.574,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
22.5445,22.5581,27187.0,31257.0,Nyctalus leisleri,0.43,0.582,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
22.7145,22.7311,24609.0,27340.0,Nyctalus leisleri,0.437,0.56,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
22.8195,22.8332,26328.0,32023.0,Nyctalus leisleri,0.294,0.66,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
23.1465,23.163,23750.0,28745.0,Nyctalus leisleri,0.547,0.603,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
23.7425,23.7559,27187.0,32953.0,Nyctalus leisleri,0.317,0.585,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
23.8825,23.901,23750.0,27795.0,Nyctalus leisleri,0.504,0.582,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
24.7345,24.7509,26328.0,31452.0,Nyctalus leisleri,0.275,0.53,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
25.2395,25.2573,23750.0,27468.0,Nyctalus leisleri,0.54,0.622,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
25.6685,25.6835,24609.0,29133.0,Nyctalus leisleri,0.353,0.506,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
26.6515,26.6678,25468.0,29987.0,Nyctalus leisleri,0.323,0.554,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
28.0635,28.0793,23750.0,28589.0,Nyctalus leisleri,0.388,0.548,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
28.8735,28.8891,25468.0,30366.0,Nyctalus leisleri,0.32,0.507,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
43.164500000000004,43.180099999999996,25468.0,31616.0,Eptesicus serotinus,0.26,0.538,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
44.216499999999996,44.2311,25468.0,31077.0,Nyctalus leisleri,0.327,0.592,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
44.7995,44.815799999999996,26328.0,31711.0,Eptesicus serotinus,0.218,0.605,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
45.7975,45.8135,25468.0,30129.0,Nyctalus leisleri,0.325,0.602,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
46.5155,46.5329,25468.0,29918.0,Nyctalus leisleri,0.332,0.541,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
47.0955,47.1101,25468.0,29718.0,Nyctalus leisleri,0.372,0.612,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
47.408500000000004,47.4244,25468.0,28169.0,Nyctalus leisleri,0.444,0.54,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
47.5435,47.5596,26328.0,31111.0,Nyctalus leisleri,0.236,0.51,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
53.3645,53.3792,24609.0,28921.0,Nyctalus leisleri,0.453,0.613,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
54.1495,54.1643,24609.0,28381.0,Nyctalus leisleri,0.391,0.511,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
54.674499999999995,54.692499999999995,24609.0,29120.0,Nyctalus leisleri,0.366,0.509,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
57.9525,57.9675,23750.0,29211.0,Nyctalus leisleri,0.344,0.54,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
62.2935,62.3091,23750.0,27237.0,Nyctalus leisleri,0.51,0.581,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
64.3475,64.3656,23750.0,28739.0,Nyctalus leisleri,0.342,0.501,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
64.7365,64.7535,23750.0,27037.0,Nyctalus leisleri,0.496,0.563,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
65.1025,65.12049999999999,23750.0,27796.0,Nyctalus leisleri,0.42,0.537,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
65.38550000000001,65.4051,23750.0,28133.0,Nyctalus leisleri,0.394,0.502,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
66.3685,66.3873,22890.0,26748.0,Nyctalus leisleri,0.514,0.569,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
66.6545,66.665,24609.0,31441.0,Nyctalus leisleri,0.352,0.609,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
66.9135,66.9281,24609.0,28587.0,Nyctalus leisleri,0.466,0.565,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
68.4345,68.4512,23750.0,28214.0,Nyctalus leisleri,0.481,0.6,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
68.5885,68.6043,24609.0,27579.0,Nyctalus leisleri,0.528,0.663,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
68.8745,68.8914,23750.0,27554.0,Nyctalus leisleri,0.572,0.65,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
69.2745,69.2886,23750.0,28963.0,Nyctalus leisleri,0.403,0.639,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
69.5395,69.5532,23750.0,30677.0,Nyctalus leisleri,0.382,0.653,-1,Echolocation,/mnt/ubna_data_02/recover-20220901/UBNA_005/20220830_070000.WAV,Carp Pond,recover-20220901,005
