start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
0.0725,0.0903,23750.0,28179.0,Nyctalus leisleri,0.463,0.544,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
0.1855,0.199,25468.0,30847.0,Nyctalus leisleri,0.448,0.575,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
0.4165,0.432,24609.0,29269.0,Nyctalus leisleri,0.588,0.669,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
0.6625,0.679,24609.0,27538.0,Nyctalus leisleri,0.589,0.636,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
1.0325,1.0481,23750.0,28994.0,Nyctalus leisleri,0.609,0.665,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
1.1625,1.1798,24609.0,28589.0,Nyctalus leisleri,0.48,0.564,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
1.4075,1.422,24609.0,29795.0,Nyctalus leisleri,0.614,0.681,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
1.5395,1.5554,24609.0,29109.0,Nyctalus leisleri,0.385,0.508,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
1.7825,1.7959,23750.0,30143.0,Nyctalus leisleri,0.588,0.678,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
1.9165,1.9286,24609.0,30068.0,Nyctalus leisleri,0.593,0.703,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
2.2755,2.2851,25468.0,32338.0,Nyctalus leisleri,0.28,0.572,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
2.5225,2.5344,24609.0,32048.0,Nyctalus leisleri,0.414,0.623,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
19.8115,19.826,24609.0,28815.0,Nyctalus leisleri,0.401,0.564,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
20.6315,20.6464,23750.0,28841.0,Nyctalus leisleri,0.463,0.632,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
21.2245,21.2397,22890.0,29401.0,Nyctalus leisleri,0.257,0.516,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
22.4725,22.4859,24609.0,29358.0,Nyctalus leisleri,0.365,0.525,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
31.0025,31.0186,23750.0,27760.0,Nyctalus leisleri,0.458,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
32.4135,32.4276,23750.0,28497.0,Nyctalus leisleri,0.371,0.544,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
32.6535,32.6668,24609.0,28448.0,Nyctalus leisleri,0.413,0.551,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
32.7925,32.8052,23750.0,29251.0,Nyctalus leisleri,0.493,0.651,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
33.033500000000004,33.047,24609.0,29344.0,Nyctalus leisleri,0.387,0.538,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
33.2745,33.2879,24609.0,30906.0,Nyctalus leisleri,0.296,0.56,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
33.4015,33.4171,24609.0,28830.0,Nyctalus leisleri,0.436,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220725/UBNA_001/20220725_060000.WAV,Carp Pond
