start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
29.7745,29.7885,23750.0,28074.0,Nyctalus leisleri,0.42,0.537,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
53.6495,53.6663,23750.0,27522.0,Nyctalus leisleri,0.454,0.534,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
61.3235,61.3388,23750.0,27857.0,Nyctalus leisleri,0.472,0.566,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
86.1155,86.12950000000001,24609.0,30230.0,Nyctalus leisleri,0.28,0.512,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
86.9855,86.9993,26328.0,31850.0,Nyctalus leisleri,0.238,0.547,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
87.7435,87.7594,26328.0,32235.0,Eptesicus serotinus,0.251,0.58,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
88.3575,88.3694,27187.0,34100.0,Eptesicus serotinus,0.288,0.626,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
88.7935,88.8075,26328.0,32405.0,Eptesicus serotinus,0.259,0.596,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
89.3895,89.4022,27187.0,34315.0,Eptesicus serotinus,0.292,0.655,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
89.4785,89.4881,38359.0,44398.0,Pipistrellus nathusii,0.55,0.591,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
89.7765,89.7855,38359.0,44151.0,Pipistrellus nathusii,0.497,0.59,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
90.0725,90.0818,38359.0,43481.0,Pipistrellus nathusii,0.385,0.583,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
90.3665,90.3757,38359.0,44512.0,Pipistrellus nathusii,0.509,0.638,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
91.0535,91.0623,38359.0,44522.0,Pipistrellus nathusii,0.47,0.639,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
92.5115,92.5277,24609.0,28035.0,Nyctalus leisleri,0.457,0.577,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
94.6775,94.6896,27187.0,34324.0,Eptesicus serotinus,0.309,0.628,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
94.9875,95.0004,26328.0,33379.0,Eptesicus serotinus,0.316,0.546,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
95.5865,95.5997,26328.0,32936.0,Eptesicus serotinus,0.281,0.506,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
96.4415,96.4567,24609.0,30191.0,Nyctalus leisleri,0.304,0.609,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
96.9595,96.9728,24609.0,31073.0,Nyctalus leisleri,0.343,0.624,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
97.1165,97.1314,24609.0,28246.0,Nyctalus leisleri,0.513,0.605,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
97.4085,97.4232,24609.0,28721.0,Nyctalus leisleri,0.408,0.522,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
97.6605,97.6736,24609.0,31855.0,Eptesicus serotinus,0.255,0.592,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
98.2925,98.3087,24609.0,28866.0,Nyctalus leisleri,0.474,0.609,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
98.6765,98.6886,25468.0,32088.0,Nyctalus leisleri,0.295,0.626,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
98.9305,98.9443,24609.0,31588.0,Nyctalus leisleri,0.436,0.708,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
99.3435,99.3573,23750.0,29314.0,Nyctalus leisleri,0.51,0.664,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
99.8865,99.8981,24609.0,30695.0,Nyctalus leisleri,0.328,0.61,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
100.4245,100.4376,24609.0,28555.0,Nyctalus leisleri,0.48,0.619,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
101.12950000000001,101.1447,23750.0,27923.0,Nyctalus leisleri,0.536,0.628,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
101.6585,101.6737,23750.0,28301.0,Nyctalus leisleri,0.419,0.576,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
102.1905,102.2052,23750.0,27423.0,Nyctalus leisleri,0.721,0.766,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
107.1075,107.1237,24609.0,28508.0,Nyctalus leisleri,0.394,0.514,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
154.9305,154.9448,23750.0,28381.0,Nyctalus leisleri,0.538,0.645,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
155.1815,155.195,23750.0,28581.0,Nyctalus leisleri,0.574,0.669,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
155.5595,155.5729,24609.0,28781.0,Nyctalus leisleri,0.461,0.628,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
155.8105,155.8259,25468.0,29321.0,Nyctalus leisleri,0.414,0.543,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.0675,156.0821,24609.0,29007.0,Nyctalus leisleri,0.38,0.609,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.0915,156.0988,46093.0,52706.0,Pipistrellus pipistrellus,0.559,0.6,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.1955,156.2029,45234.0,56328.0,Pipistrellus pipistrellus,0.498,0.578,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.2965,156.3027,46093.0,56945.0,Pipistrellus pipistrellus,0.491,0.509,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.3185,156.3326,23750.0,29356.0,Nyctalus leisleri,0.539,0.669,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.3905,156.398,46953.0,58806.0,Pipistrellus pipistrellus,0.547,0.588,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.4865,156.4939,46953.0,58542.0,Pipistrellus pipistrellus,0.513,0.54,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.5825,156.5885,46953.0,57331.0,Pipistrellus pipistrellus,0.526,0.537,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.67849999999999,156.6846,45234.0,58980.0,Pipistrellus pipistrellus,0.521,0.604,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.6935,156.7082,24609.0,31675.0,Eptesicus serotinus,0.275,0.57,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.7735,156.7796,46093.0,53645.0,Pipistrellus pipistrellus,0.522,0.538,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
156.9785,156.9846,45234.0,57742.0,Pipistrellus pipistrellus,0.491,0.514,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
157.2105,157.2263,23750.0,28606.0,Nyctalus leisleri,0.433,0.621,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
157.4745,157.4884,24609.0,30983.0,Nyctalus leisleri,0.33,0.582,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
158.1075,158.1218,24609.0,30130.0,Nyctalus leisleri,0.411,0.641,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
158.7575,158.7727,24609.0,28937.0,Nyctalus leisleri,0.415,0.561,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
159.0505,159.0555,48671.0,60477.0,Pipistrellus pipistrellus,0.578,0.601,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
159.4145,159.4273,24609.0,29937.0,Nyctalus leisleri,0.44,0.629,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
160.0505,160.067,24609.0,29089.0,Nyctalus leisleri,0.364,0.509,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
244.3375,244.3479,23750.0,29688.0,Nyctalus leisleri,0.242,0.529,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
298.1325,298.1453,25468.0,29781.0,Nyctalus leisleri,0.357,0.518,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
298.4215,298.4347,26328.0,32905.0,Eptesicus serotinus,0.277,0.558,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
298.8675,298.8835,25468.0,32856.0,Eptesicus serotinus,0.29,0.55,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
299.4305,299.4435,26328.0,32381.0,Eptesicus serotinus,0.245,0.56,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
299.7235,299.7366,26328.0,33060.0,Eptesicus serotinus,0.24,0.512,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
300.3175,300.3309,26328.0,32278.0,Nyctalus leisleri,0.263,0.567,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
301.0445,301.0583,26328.0,33116.0,Eptesicus serotinus,0.302,0.57,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
301.8975,301.9109,26328.0,31791.0,Nyctalus leisleri,0.327,0.604,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
352.5785,352.5919,23750.0,31507.0,Eptesicus serotinus,0.3,0.5,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
353.3205,353.3367,23750.0,29002.0,Nyctalus leisleri,0.384,0.575,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
354.8295,354.8464,23750.0,28996.0,Nyctalus leisleri,0.345,0.574,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
355.1305,355.1469,23750.0,28042.0,Nyctalus leisleri,0.409,0.522,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
356.4665,356.48199999999997,24609.0,28921.0,Nyctalus leisleri,0.422,0.546,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
357.4905,357.5056,23750.0,27681.0,Nyctalus leisleri,0.412,0.508,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
358.2415,358.2578,22890.0,27992.0,Nyctalus leisleri,0.49,0.642,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
360.5325,360.5511,22890.0,26915.0,Nyctalus leisleri,0.445,0.527,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
381.8815,381.8984,24609.0,29216.0,Nyctalus leisleri,0.377,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
389.1645,389.1789,24609.0,29347.0,Nyctalus leisleri,0.346,0.534,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
441.3715,441.386,24609.0,28726.0,Nyctalus leisleri,0.409,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
441.8165,441.8297,26328.0,30526.0,Nyctalus leisleri,0.381,0.543,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
441.9875,442.0014,23750.0,28251.0,Nyctalus leisleri,0.431,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
442.6425,442.6581,23750.0,29095.0,Nyctalus leisleri,0.438,0.555,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
443.3175,443.3281,27187.0,33487.0,Nyctalus leisleri,0.316,0.637,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
444.0485,444.0631,26328.0,32334.0,Eptesicus serotinus,0.23,0.514,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
499.8945,499.9078,25468.0,31378.0,Nyctalus leisleri,0.278,0.627,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
500.6355,500.6504,26328.0,31601.0,Nyctalus leisleri,0.266,0.568,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
513.0225,513.0366,26328.0,32225.0,Nyctalus leisleri,0.244,0.524,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
513.7135,513.7257,27187.0,33864.0,Eptesicus serotinus,0.253,0.519,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
514.4645,514.4791,25468.0,31371.0,Nyctalus leisleri,0.315,0.601,-1,Echolocation,/mnt/ubna_data_01/recover-20220818/UBNA_002/20220818_100000.WAV,Carp Pond
