start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
479.0835,479.099,27187.0,30153.0,Echolocation,Nyctalus leisleri,0.493,0.571,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
480.7775,480.7945,27187.0,30368.0,Echolocation,Nyctalus leisleri,0.585,0.636,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
481.4795,481.4963,27187.0,29751.0,Echolocation,Nyctalus leisleri,0.615,0.646,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
483.1795,483.1963,27187.0,30377.0,Echolocation,Nyctalus leisleri,0.64,0.676,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
484.1455,484.1583,28046.0,33742.0,Echolocation,Nyctalus leisleri,0.304,0.652,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
484.6335,484.6451,28906.0,33999.0,Echolocation,Nyctalus leisleri,0.255,0.503,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
485.3395,485.3594,27187.0,30238.0,Echolocation,Nyctalus leisleri,0.554,0.624,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1245.2455,1245.2539,34921.0,41800.0,Echolocation,Pipistrellus nathusii,0.332,0.556,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1246.1935,1246.2032,34921.0,44346.0,Echolocation,Pipistrellus nathusii,0.387,0.624,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1246.3035,1246.3128,34921.0,41766.0,Echolocation,Pipistrellus nathusii,0.399,0.593,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1246.4115,1246.4204,34062.0,42103.0,Echolocation,Pipistrellus nathusii,0.284,0.594,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1246.7195,1246.7292,34921.0,40840.0,Echolocation,Pipistrellus nathusii,0.372,0.557,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1246.9055,1246.9139,36640.0,43134.0,Echolocation,Pipistrellus nathusii,0.38,0.589,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1247.0115,1247.02,36640.0,43035.0,Echolocation,Pipistrellus nathusii,0.45,0.568,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1247.6865,1247.696,37500.0,44323.0,Echolocation,Pipistrellus nathusii,0.458,0.626,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1247.7795,1247.7876,34921.0,43656.0,Echolocation,Pipistrellus nathusii,0.425,0.645,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1247.8785,1247.8875,35781.0,43751.0,Echolocation,Pipistrellus nathusii,0.394,0.619,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1247.9785,1247.9883,34921.0,47105.0,Echolocation,Eptesicus serotinus,0.263,0.593,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1248.0915,1248.1006,35781.0,42460.0,Echolocation,Pipistrellus nathusii,0.444,0.606,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1248.1945,1248.2029,34921.0,42682.0,Echolocation,Pipistrellus nathusii,0.472,0.652,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1248.2995,1248.3087,35781.0,41918.0,Echolocation,Pipistrellus nathusii,0.443,0.547,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1248.4105,1248.4187,34062.0,40742.0,Echolocation,Pipistrellus nathusii,0.388,0.627,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1248.5145,1248.5233,34921.0,41312.0,Echolocation,Pipistrellus nathusii,0.501,0.644,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1248.7075,1248.7163,34921.0,41663.0,Echolocation,Pipistrellus nathusii,0.378,0.571,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
1249.0235,1249.032,34921.0,41718.0,Echolocation,Pipistrellus nathusii,0.398,0.626,-1,/mnt/ubna_data_01/recover-20220715/UBNA_008/20220714_073000.WAV,Carp Pond
