start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
471.7625,471.7719,41796.0,48661.0,Echolocation,Pipistrellus nathusii,0.462,0.588,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
471.9675,471.9765,41796.0,48049.0,Echolocation,Pipistrellus nathusii,0.476,0.593,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
472.1565,472.1653,41796.0,48066.0,Echolocation,Pipistrellus nathusii,0.51,0.602,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
472.4605,472.47,41796.0,48711.0,Echolocation,Pipistrellus nathusii,0.405,0.522,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
472.8655,472.8743,43515.0,50544.0,Echolocation,Pipistrellus pipistrellus,0.362,0.502,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
475.5165,475.5262,41796.0,49237.0,Echolocation,Pipistrellus nathusii,0.484,0.537,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
478.0825,478.091,40937.0,49661.0,Echolocation,Pipistrellus nathusii,0.548,0.601,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
478.2755,478.283,40078.0,46619.0,Echolocation,Pipistrellus nathusii,0.453,0.506,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
478.9455,478.953,41796.0,47672.0,Echolocation,Pipistrellus nathusii,0.545,0.587,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
520.7495,520.7634,23750.0,29897.0,Echolocation,Nyctalus leisleri,0.295,0.528,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
521.0435,521.0556,24609.0,31326.0,Echolocation,Nyctalus leisleri,0.274,0.581,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
521.3225,521.3365,23750.0,32532.0,Echolocation,Eptesicus serotinus,0.319,0.653,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
521.6045,521.6168,24609.0,31256.0,Echolocation,Nyctalus leisleri,0.306,0.605,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
521.9765,521.9911,23750.0,33116.0,Echolocation,Eptesicus serotinus,0.312,0.596,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
522.2715,522.2844,24609.0,32301.0,Echolocation,Eptesicus serotinus,0.296,0.603,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
522.6155,522.6288,24609.0,32378.0,Echolocation,Nyctalus leisleri,0.286,0.606,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
522.7475,522.7585,25468.0,33229.0,Echolocation,Nyctalus leisleri,0.31,0.594,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
522.8385,522.8471,26328.0,34536.0,Echolocation,Eptesicus serotinus,0.298,0.595,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
523.0075,523.0196,24609.0,33207.0,Echolocation,Nyctalus leisleri,0.313,0.637,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
523.2815,523.2959,23750.0,32449.0,Echolocation,Eptesicus serotinus,0.308,0.616,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
523.6025,523.6177,23750.0,32880.0,Echolocation,Eptesicus serotinus,0.306,0.581,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
523.9315,523.9464,23750.0,32139.0,Echolocation,Eptesicus serotinus,0.283,0.591,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
524.2185,524.2346,23750.0,31372.0,Echolocation,Nyctalus leisleri,0.305,0.59,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
524.5235,524.5396,23750.0,32605.0,Echolocation,Eptesicus serotinus,0.294,0.569,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
524.8125,524.8272,24609.0,32980.0,Echolocation,Nyctalus leisleri,0.299,0.565,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
525.1305,525.1452,23750.0,32467.0,Echolocation,Eptesicus serotinus,0.301,0.643,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
525.4315,525.447,23750.0,32474.0,Echolocation,Nyctalus leisleri,0.323,0.66,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
525.7585,525.7744,22890.0,30984.0,Echolocation,Eptesicus serotinus,0.243,0.587,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
525.9935,526.0031,24609.0,32372.0,Echolocation,Nyctalus leisleri,0.231,0.513,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
526.2755,526.2904,23750.0,35168.0,Echolocation,Eptesicus serotinus,0.482,0.686,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
526.5995,526.6171,22890.0,30678.0,Echolocation,Eptesicus serotinus,0.24,0.543,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
526.9035,526.9182,23750.0,33107.0,Echolocation,Eptesicus serotinus,0.322,0.592,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
527.1605,527.1757,23750.0,32091.0,Echolocation,Eptesicus serotinus,0.27,0.587,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
527.4255,527.4392,23750.0,34509.0,Echolocation,Eptesicus serotinus,0.389,0.59,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
527.6425,527.6568,23750.0,29060.0,Echolocation,Nyctalus leisleri,0.461,0.618,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
527.9035,527.9156,24609.0,31625.0,Echolocation,Nyctalus leisleri,0.325,0.567,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
528.2005,528.2134,23750.0,27779.0,Echolocation,Nyctalus leisleri,0.515,0.59,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
528.4315,528.444,23750.0,32745.0,Echolocation,Eptesicus serotinus,0.306,0.66,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
528.9035,528.9148,24609.0,32164.0,Echolocation,Nyctalus leisleri,0.343,0.62,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
529.4014999999999,529.4131,24609.0,30105.0,Echolocation,Nyctalus leisleri,0.348,0.501,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
531.5665,531.5751,28046.0,35128.0,Echolocation,Nyctalus leisleri,0.363,0.635,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
531.6785,531.6866,27187.0,34915.0,Echolocation,Eptesicus serotinus,0.344,0.541,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
532.1005,532.1094,28046.0,35339.0,Echolocation,Eptesicus serotinus,0.284,0.584,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
532.2325,532.2423,28046.0,35572.0,Echolocation,Eptesicus serotinus,0.298,0.524,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
532.3635,532.3722,27187.0,35396.0,Echolocation,Nyctalus leisleri,0.342,0.618,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
532.4925,532.5011,27187.0,36953.0,Echolocation,Eptesicus serotinus,0.415,0.582,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
532.6175,532.6271,28046.0,35898.0,Echolocation,Eptesicus serotinus,0.333,0.545,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
532.7225,532.7315,28046.0,37375.0,Echolocation,Eptesicus serotinus,0.39,0.571,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
532.8075,532.8155,28046.0,35683.0,Echolocation,Nyctalus leisleri,0.308,0.597,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
532.9255,532.934,28046.0,36176.0,Echolocation,Eptesicus serotinus,0.363,0.589,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.0035,533.0138,28046.0,37229.0,Echolocation,Eptesicus serotinus,0.401,0.514,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.0825,533.091,28046.0,37590.0,Echolocation,Eptesicus serotinus,0.389,0.643,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.1965,533.2053,28046.0,35834.0,Echolocation,Nyctalus leisleri,0.399,0.642,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.3065,533.3164,28046.0,36420.0,Echolocation,Eptesicus serotinus,0.325,0.596,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.4305,533.439,27187.0,37016.0,Echolocation,Eptesicus serotinus,0.421,0.58,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.5475,533.5554,28046.0,40346.0,Echolocation,Eptesicus serotinus,0.501,0.676,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.6685,533.677,27187.0,40599.0,Echolocation,Eptesicus serotinus,0.61,0.715,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.7875,533.796,28046.0,43391.0,Echolocation,Eptesicus serotinus,0.59,0.684,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
533.9065,533.9156,27187.0,41197.0,Echolocation,Eptesicus serotinus,0.625,0.686,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.0245,534.0319,28046.0,41685.0,Echolocation,Eptesicus serotinus,0.527,0.652,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.1435,534.1517,27187.0,37693.0,Echolocation,Eptesicus serotinus,0.463,0.639,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.2485,534.2557,28046.0,45007.0,Echolocation,Eptesicus serotinus,0.617,0.695,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.3685,534.3768,28046.0,42377.0,Echolocation,Eptesicus serotinus,0.557,0.634,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.5005,534.5087,27187.0,43841.0,Echolocation,Eptesicus serotinus,0.626,0.697,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.6305,534.6386,27187.0,39946.0,Echolocation,Eptesicus serotinus,0.578,0.696,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.7665,534.773,27187.0,41283.0,Echolocation,Eptesicus serotinus,0.532,0.663,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.8845,534.8932,27187.0,37958.0,Echolocation,Eptesicus serotinus,0.415,0.645,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
534.9935,535.0017,27187.0,40478.0,Echolocation,Eptesicus serotinus,0.565,0.652,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.1015,535.1092,28046.0,39756.0,Echolocation,Eptesicus serotinus,0.537,0.663,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.2335,535.2413,28046.0,41324.0,Echolocation,Eptesicus serotinus,0.589,0.684,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.3345,535.3424,27187.0,37558.0,Echolocation,Eptesicus serotinus,0.444,0.56,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.4405,535.4477,28046.0,38197.0,Echolocation,Eptesicus serotinus,0.418,0.623,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.5235,535.5331,28046.0,38584.0,Echolocation,Eptesicus serotinus,0.455,0.57,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.6015,535.609,28906.0,40284.0,Echolocation,Eptesicus serotinus,0.544,0.669,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.6795,535.6871,28046.0,43614.0,Echolocation,Eptesicus serotinus,0.611,0.697,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.7905,535.7993,28046.0,41106.0,Echolocation,Eptesicus serotinus,0.519,0.586,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
535.9125,535.9219,28046.0,40082.0,Echolocation,Eptesicus serotinus,0.475,0.574,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.0315,536.0392,28046.0,38110.0,Echolocation,Eptesicus serotinus,0.45,0.587,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.1545,536.1631,28046.0,37201.0,Echolocation,Eptesicus serotinus,0.392,0.56,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.2775,536.2877,27187.0,36977.0,Echolocation,Eptesicus serotinus,0.392,0.514,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.3735,536.3838,28046.0,35374.0,Echolocation,Nyctalus leisleri,0.401,0.591,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.4925,536.501,28046.0,36210.0,Echolocation,Eptesicus serotinus,0.344,0.641,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.6195,536.6276,27187.0,37648.0,Echolocation,Eptesicus serotinus,0.425,0.645,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.7525,536.7605,27187.0,36954.0,Echolocation,Eptesicus serotinus,0.417,0.597,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.8495,536.8581,28046.0,38107.0,Echolocation,Eptesicus serotinus,0.381,0.567,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
536.9785,536.9863,26328.0,36247.0,Echolocation,Eptesicus serotinus,0.422,0.592,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
537.1185,537.1262,27187.0,37537.0,Echolocation,Eptesicus serotinus,0.45,0.615,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
537.2355,537.244,28046.0,35190.0,Echolocation,Eptesicus serotinus,0.286,0.525,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
537.3595,537.3681,28046.0,36218.0,Echolocation,Eptesicus serotinus,0.394,0.587,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
542.8695,542.8779,27187.0,34606.0,Echolocation,Eptesicus serotinus,0.304,0.518,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
543.3855,543.3947,27187.0,33953.0,Echolocation,Nyctalus leisleri,0.248,0.52,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
543.5155,543.5243,28046.0,34835.0,Echolocation,Nyctalus leisleri,0.279,0.583,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
547.0385,547.0461,28046.0,40838.0,Echolocation,Eptesicus serotinus,0.479,0.569,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
547.2145,547.2219,28046.0,46107.0,Echolocation,Eptesicus serotinus,0.611,0.708,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
547.2875,547.2945,28046.0,49819.0,Echolocation,Eptesicus serotinus,0.504,0.662,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
547.3945,547.4016,28046.0,46101.0,Echolocation,Eptesicus serotinus,0.483,0.635,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
547.5785,547.5859,28046.0,46638.0,Echolocation,Eptesicus serotinus,0.52,0.641,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
547.7075,547.7158,28046.0,38611.0,Echolocation,Eptesicus serotinus,0.485,0.631,-1,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220825_073000.WAV,Carp Pond
