start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
0.2635,0.2781,24609,30516,Nyctalus leisleri,0.232,0.523,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
0.4095,0.4244,28046,32076,Nyctalus leisleri,0.376,0.545,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
1.3205,1.3338,25468,32482,Nyctalus leisleri,0.279,0.587,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
1.5845,1.5978,24609,32220,Nyctalus leisleri,0.287,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
1.8535,1.8669,23750,32136,Eptesicus serotinus,0.392,0.594,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
1.9935,2.0038,26328,31935,Nyctalus leisleri,0.477,0.562,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
2.1225,2.139,23750,31239,Eptesicus serotinus,0.283,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
2.5225,2.5368,24609,33169,Eptesicus serotinus,0.342,0.582,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
2.7895,2.8075,23750,31278,Eptesicus serotinus,0.267,0.528,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
3.1815,3.1982,23750,32503,Eptesicus serotinus,0.358,0.564,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
3.5745,3.5904,24609,30155,Nyctalus leisleri,0.248,0.573,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
3.7165,3.7352,27187,32045,Nyctalus leisleri,0.28,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
3.9745,3.9909,23750,31737,Eptesicus serotinus,0.258,0.526,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
4.1515,4.1631,28046,35491,Eptesicus serotinus,0.294,0.666,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
4.2775,4.2873,28046,34631,Nyctalus leisleri,0.332,0.651,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
4.7695,4.7808,28046,35071,Nyctalus leisleri,0.334,0.679,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
5.5155,5.5352,26328,30171,Nyctalus leisleri,0.397,0.529,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
5.6205,5.6368,25468,31224,Nyctalus leisleri,0.279,0.528,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
5.6945,5.7075,27187,32205,Nyctalus leisleri,0.318,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
5.9755,5.9899,27187,30549,Nyctalus leisleri,0.452,0.561,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
6.3075,6.3216,25468,32516,Eptesicus serotinus,0.255,0.598,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
6.6875,6.7002,27187,33230,Nyctalus leisleri,0.279,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
6.8015,6.8176,25468,29390,Nyctalus leisleri,0.48,0.556,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
9.5475,9.5616,24609,30945,Nyctalus leisleri,0.448,0.62,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
10.2075,10.2221,23750,31885,Eptesicus serotinus,0.31,0.632,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220721_090000.WAV,Carp Pond
