start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
1.5885,1.6051,26328.0,28901.0,Nyctalus leisleri,0.668,0.709,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
2.1895,2.2074,26328.0,28160.0,Nyctalus leisleri,0.577,0.602,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
2.9345,2.9505,25468.0,28837.0,Nyctalus leisleri,0.442,0.506,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
3.4245,3.4415,26328.0,29081.0,Nyctalus leisleri,0.472,0.531,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
3.6715,3.6886,25468.0,29101.0,Nyctalus leisleri,0.571,0.649,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
4.2895,4.3061,25468.0,28661.0,Nyctalus leisleri,0.521,0.59,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
4.7605,4.772,27187.0,32197.0,Nyctalus leisleri,0.366,0.56,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
4.8685,4.8796,26328.0,32316.0,Nyctalus leisleri,0.621,0.739,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
5.1225,5.1381,25468.0,28934.0,Nyctalus leisleri,0.667,0.729,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
5.3085,5.3252,26328.0,28887.0,Nyctalus leisleri,0.474,0.508,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
5.3715,5.3911,25468.0,28269.0,Nyctalus leisleri,0.502,0.548,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
5.7475,5.7622,25468.0,28963.0,Nyctalus leisleri,0.619,0.678,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
6.0065,6.0256,25468.0,28421.0,Nyctalus leisleri,0.489,0.546,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
6.3615,6.3758,25468.0,29538.0,Nyctalus leisleri,0.525,0.589,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
6.9385,6.9562,26328.0,28774.0,Nyctalus leisleri,0.522,0.56,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
7.1995,7.2118,27187.0,31820.0,Nyctalus leisleri,0.442,0.575,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
7.5575,7.5745,25468.0,29192.0,Nyctalus leisleri,0.57,0.619,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
7.6975,7.7128,27187.0,30195.0,Nyctalus leisleri,0.439,0.527,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
8.2775,8.2931,25468.0,28469.0,Nyctalus leisleri,0.627,0.657,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
8.7755,8.7871,27187.0,32113.0,Nyctalus leisleri,0.457,0.609,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
8.9965,9.012,26328.0,29423.0,Nyctalus leisleri,0.554,0.61,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
9.4895,9.5064,25468.0,28905.0,Nyctalus leisleri,0.488,0.568,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
9.6105,9.6243,26328.0,31098.0,Nyctalus leisleri,0.374,0.54,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
10.3615,10.3717,28046.0,35565.0,Nyctalus leisleri,0.32,0.687,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
15.7585,15.7697,28046.0,36612.0,Eptesicus serotinus,0.382,0.58,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
17.9935,18.0055,25468.0,30049.0,Nyctalus leisleri,0.444,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
18.2375,18.2538,25468.0,29064.0,Nyctalus leisleri,0.666,0.705,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
18.7415,18.7594,25468.0,28989.0,Nyctalus leisleri,0.461,0.54,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
19.2185,19.2316,27187.0,31642.0,Nyctalus leisleri,0.416,0.577,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
19.4475,19.4653,25468.0,28756.0,Nyctalus leisleri,0.548,0.643,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
19.5875,19.6034,26328.0,29096.0,Nyctalus leisleri,0.574,0.645,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
19.7185,19.7367,26328.0,29143.0,Nyctalus leisleri,0.472,0.524,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
19.8275,19.8443,25468.0,29034.0,Nyctalus leisleri,0.621,0.694,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
20.0655,20.0841,25468.0,29318.0,Nyctalus leisleri,0.544,0.636,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
20.3365,20.3548,26328.0,29457.0,Nyctalus leisleri,0.468,0.503,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
20.6955,20.7187,24609.0,27758.0,Nyctalus leisleri,0.541,0.587,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
20.9505,20.9674,25468.0,29100.0,Nyctalus leisleri,0.487,0.553,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
21.2535,21.2715,25468.0,29028.0,Nyctalus leisleri,0.459,0.538,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
21.5765,21.5922,25468.0,28479.0,Nyctalus leisleri,0.48,0.508,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
22.1065,22.1226,27187.0,30801.0,Nyctalus leisleri,0.608,0.651,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
22.2385,22.2609,24609.0,26927.0,Nyctalus leisleri,0.584,0.623,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
22.2915,22.3091,26328.0,29082.0,Nyctalus leisleri,0.516,0.604,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
22.5385,22.5528,26328.0,29544.0,Nyctalus leisleri,0.639,0.704,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
22.6845,22.7002,27187.0,30943.0,Nyctalus leisleri,0.694,0.741,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
23.3135,23.3306,25468.0,28109.0,Nyctalus leisleri,0.515,0.562,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
23.7735,23.7907,25468.0,29153.0,Nyctalus leisleri,0.556,0.617,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
24.1245,24.1387,27187.0,32181.0,Nyctalus leisleri,0.505,0.683,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
24.3495,24.3657,27187.0,31103.0,Nyctalus leisleri,0.536,0.637,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
25.6135,25.6288,25468.0,29211.0,Nyctalus leisleri,0.355,0.526,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
26.7985,26.8192,25468.0,28311.0,Nyctalus leisleri,0.476,0.526,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
40.2755,40.292,25468.0,28897.0,Nyctalus leisleri,0.463,0.512,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
41.1455,41.1619,27187.0,30616.0,Nyctalus leisleri,0.417,0.534,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
41.5635,41.580600000000004,26328.0,29041.0,Nyctalus leisleri,0.466,0.523,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
42.3985,42.4146,26328.0,32108.0,Nyctalus leisleri,0.22,0.556,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
42.7695,42.7888,26328.0,29461.0,Nyctalus leisleri,0.445,0.501,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
43.6975,43.7102,27187.0,32390.0,Nyctalus leisleri,0.402,0.637,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
45.3645,45.3845,26328.0,29160.0,Nyctalus leisleri,0.476,0.537,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
46.4045,46.421800000000005,27187.0,29826.0,Nyctalus leisleri,0.452,0.525,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
46.9935,47.0098,26328.0,29258.0,Nyctalus leisleri,0.437,0.515,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
57.3685,57.3855,26328.0,28593.0,Nyctalus leisleri,0.567,0.607,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
57.9755,57.9935,26328.0,29136.0,Nyctalus leisleri,0.444,0.519,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
58.3465,58.3621,26328.0,29641.0,Nyctalus leisleri,0.614,0.644,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
58.4905,58.5051,27187.0,30201.0,Nyctalus leisleri,0.428,0.521,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
59.3305,59.3482,26328.0,29232.0,Nyctalus leisleri,0.433,0.511,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
59.6365,59.6511,26328.0,28976.0,Nyctalus leisleri,0.538,0.572,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
64.2845,64.3054,25468.0,28446.0,Nyctalus leisleri,0.456,0.505,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
64.6505,64.6675,25468.0,29215.0,Nyctalus leisleri,0.437,0.507,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
65.9735,65.9889,25468.0,30023.0,Nyctalus leisleri,0.663,0.709,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
66.6035,66.6187,25468.0,29408.0,Nyctalus leisleri,0.527,0.59,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
67.2085,67.2254,25468.0,28732.0,Nyctalus leisleri,0.529,0.587,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
67.4565,67.4742,25468.0,29126.0,Nyctalus leisleri,0.47,0.546,-1,Echolocation,/mnt/ubna_data_01/recover-20220719/UBNA_002/20220718_090000.WAV,Carp Pond
