start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
4.2575,4.2692,25468,31769,Nyctalus leisleri,0.358,0.586,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
5.3415,5.357,24609,27695,Nyctalus leisleri,0.462,0.536,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
5.6075,5.6233,23750,28960,Nyctalus leisleri,0.364,0.602,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
7.5235,7.5389,27187,30985,Nyctalus leisleri,0.509,0.586,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
8.3515,8.3628,25468,34658,Eptesicus serotinus,0.353,0.666,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
9.1475,9.1588,27187,32525,Nyctalus leisleri,0.302,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
9.2875,9.2984,27187,33963,Eptesicus serotinus,0.253,0.534,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
9.9835,9.9992,27187,30786,Nyctalus leisleri,0.575,0.664,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
10.2465,10.2644,27187,30704,Nyctalus leisleri,0.491,0.571,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
10.3695,10.3838,23750,28896,Nyctalus leisleri,0.31,0.505,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
10.6015,10.6172,28046,31364,Nyctalus leisleri,0.488,0.586,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
10.8665,10.8806,28046,31951,Nyctalus leisleri,0.392,0.565,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
11.2595,11.2752,27187,30894,Nyctalus leisleri,0.661,0.712,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
12.5055,12.5212,27187,30541,Nyctalus leisleri,0.614,0.68,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
12.8525,12.8704,27187,30701,Nyctalus leisleri,0.561,0.62,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
13.0605,13.0748,27187,31600,Nyctalus leisleri,0.325,0.504,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
13.6005,13.6167,27187,29776,Nyctalus leisleri,0.79,0.82,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
13.9835,13.9988,27187,31112,Nyctalus leisleri,0.728,0.777,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
14.2425,14.2627,27187,30139,Nyctalus leisleri,0.592,0.633,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
15.7615,15.7776,27187,31082,Nyctalus leisleri,0.681,0.73,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
16.2915,16.3063,24609,31481,Nyctalus leisleri,0.309,0.625,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
16.4705,16.4899,23750,27354,Nyctalus leisleri,0.428,0.514,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
17.4645,17.4749,28906,36356,Eptesicus serotinus,0.284,0.606,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
17.6815,17.7004,27187,31046,Nyctalus leisleri,0.551,0.615,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
17.9825,17.9978,24609,30843,Nyctalus leisleri,0.334,0.567,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
18.3355,18.3476,26328,32613,Nyctalus leisleri,0.294,0.61,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
18.7135,18.7293,24609,30938,Nyctalus leisleri,0.335,0.582,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
19.0525,19.0701,23750,28162,Nyctalus leisleri,0.416,0.535,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
19.1515,19.1676,27187,30125,Nyctalus leisleri,0.753,0.782,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
19.4865,19.5017,24609,30567,Nyctalus leisleri,0.319,0.59,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
19.8615,19.8771,24609,30244,Nyctalus leisleri,0.334,0.58,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
19.9085,19.9299,26328,29106,Nyctalus leisleri,0.641,0.673,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
20.0485,20.0638,27187,29901,Nyctalus leisleri,0.799,0.831,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
20.1045,20.123,23750,28564,Nyctalus leisleri,0.351,0.526,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
20.2685,20.2834,23750,29293,Nyctalus leisleri,0.39,0.546,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
20.7355,20.7519,27187,29774,Nyctalus leisleri,0.529,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
22.3305,22.341,25468,31636,Nyctalus leisleri,0.298,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
22.8585,22.8704,27187,32261,Nyctalus leisleri,0.436,0.627,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
23.6565,23.6684,26328,32126,Nyctalus leisleri,0.271,0.502,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
23.8605,23.8738,23750,29783,Nyctalus leisleri,0.208,0.513,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
24.9665,24.9772,24609,31758,Nyctalus leisleri,0.231,0.523,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
25.4555,25.474,27187,30726,Nyctalus leisleri,0.519,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
25.6345,25.6471,25468,31380,Nyctalus leisleri,0.264,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
25.7225,25.7411,27187,31614,Nyctalus leisleri,0.35,0.507,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
26.6065,26.6221,27187,31371,Nyctalus leisleri,0.392,0.549,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
29.9625,29.9753,27187,32680,Nyctalus leisleri,0.358,0.655,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
30.1095,30.1226,28046,33492,Nyctalus leisleri,0.464,0.669,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
30.2685,30.2848,28046,30955,Nyctalus leisleri,0.6,0.673,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
31.5585,31.575499999999998,25468,31023,Nyctalus leisleri,0.217,0.562,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
32.1035,32.1189,25468,29777,Nyctalus leisleri,0.382,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
32.4065,32.4256,24609,28443,Nyctalus leisleri,0.373,0.509,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
32.5565,32.5768,27187,29149,Nyctalus leisleri,0.55,0.576,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
32.8745,32.8889,25468,28531,Nyctalus leisleri,0.576,0.654,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
33.1165,33.1356,24609,31047,Eptesicus serotinus,0.205,0.553,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
33.2045,33.218,28046,32531,Nyctalus leisleri,0.472,0.612,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
33.3035,33.3187,25468,29229,Nyctalus leisleri,0.381,0.55,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
33.5105,33.5249,24609,30757,Nyctalus leisleri,0.327,0.611,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
33.7725,33.7883,24609,28407,Nyctalus leisleri,0.419,0.607,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
33.9425,33.957,25468,30157,Nyctalus leisleri,0.371,0.596,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
33.9845,34.0004,28046,30729,Nyctalus leisleri,0.651,0.693,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
34.1635,34.1818,24609,29326,Nyctalus leisleri,0.328,0.536,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
34.3575,34.373,24609,29068,Nyctalus leisleri,0.432,0.62,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
34.6165,34.6328,24609,28701,Nyctalus leisleri,0.303,0.626,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
34.8035,34.8213,24609,30015,Nyctalus leisleri,0.235,0.549,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
35.3095,35.3227,28046,33483,Nyctalus leisleri,0.26,0.526,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
35.408500000000004,35.425200000000004,24609,28729,Nyctalus leisleri,0.393,0.61,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
35.6725,35.6886,25468,28514,Nyctalus leisleri,0.365,0.512,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
38.0745,38.0849,25468,32040,Nyctalus leisleri,0.278,0.51,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
41.1545,41.1681,24609,29652,Nyctalus leisleri,0.369,0.564,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
41.2205,41.2352,25468,29982,Nyctalus leisleri,0.385,0.598,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
41.4535,41.4694,26328,30665,Nyctalus leisleri,0.267,0.517,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
41.6225,41.638,24609,29420,Nyctalus leisleri,0.334,0.568,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
41.9025,41.9162,25468,29422,Nyctalus leisleri,0.37,0.592,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
42.0745,42.0831,27187,34347,Nyctalus leisleri,0.403,0.633,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
42.5875,42.6019,26328,31096,Nyctalus leisleri,0.312,0.513,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
42.6425,42.6579,25468,31299,Nyctalus leisleri,0.273,0.575,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
43.451499999999996,43.4704,24609,29814,Nyctalus leisleri,0.261,0.517,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
43.9385,43.9542,24609,29690,Nyctalus leisleri,0.429,0.61,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
44.5205,44.5338,24609,31487,Nyctalus leisleri,0.455,0.696,-1,Echolocation,/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_073000.WAV,Carp Pond
