start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
4.7845,4.7978,23750,29128,Nyctalus leisleri,0.279,0.515,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
13.0535,13.0682,22890,29013,Nyctalus leisleri,0.225,0.536,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
19.9815,19.9953,23750,28943,Nyctalus leisleri,0.338,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
20.4575,20.4738,23750,27823,Nyctalus leisleri,0.466,0.572,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
22.5925,22.6109,23750,28381,Nyctalus leisleri,0.406,0.571,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
23.3005,23.3141,23750,27632,Nyctalus leisleri,0.446,0.562,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
23.6535,23.6704,23750,28740,Nyctalus leisleri,0.343,0.507,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
24.0305,24.0467,23750,27121,Nyctalus leisleri,0.613,0.669,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
45.707499999999996,45.7251,23750,27964,Nyctalus leisleri,0.389,0.511,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
50.1565,50.1738,22890,27164,Nyctalus leisleri,0.463,0.549,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
56.1515,56.166399999999996,22890,26653,Nyctalus leisleri,0.52,0.588,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
57.819500000000005,57.8354,22890,27495,Nyctalus leisleri,0.478,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
58.1485,58.1633,22890,27773,Nyctalus leisleri,0.413,0.609,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
68.8555,68.8725,23750,27952,Nyctalus leisleri,0.42,0.554,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
69.5995,69.615,23750,29034,Nyctalus leisleri,0.502,0.618,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
69.8615,69.8776,23750,27383,Nyctalus leisleri,0.437,0.525,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
70.1165,70.1346,22890,27501,Nyctalus leisleri,0.428,0.565,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
70.6545,70.6721,22890,27293,Nyctalus leisleri,0.418,0.502,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
73.5575,73.5727,23750,29019,Nyctalus leisleri,0.375,0.589,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
73.9155,73.9338,23750,28663,Nyctalus leisleri,0.382,0.566,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
74.4725,74.4873,23750,28247,Nyctalus leisleri,0.407,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
74.8725,74.8882,23750,28556,Nyctalus leisleri,0.5,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
92.5075,92.5241,23750,27691,Nyctalus leisleri,0.542,0.632,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
92.9345,92.9498,22890,26619,Nyctalus leisleri,0.582,0.63,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
93.3995,93.4175,24609,27884,Nyctalus leisleri,0.41,0.503,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
93.9455,93.9627,23750,27728,Nyctalus leisleri,0.45,0.566,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
95.8505,95.8695,22890,27311,Nyctalus leisleri,0.414,0.504,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
108.9375,108.95349999999999,23750,27727,Nyctalus leisleri,0.55,0.622,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
109.1955,109.2128,23750,27395,Nyctalus leisleri,0.534,0.62,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
109.7125,109.7283,23750,27386,Nyctalus leisleri,0.47,0.544,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
123.6955,123.7082,23750,28932,Nyctalus leisleri,0.312,0.549,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
125.0405,125.05199999999999,25468,31984,Nyctalus leisleri,0.294,0.565,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
127.3065,127.3181,28046,34435,Nyctalus leisleri,0.257,0.573,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
127.3845,127.4007,23750,28032,Nyctalus leisleri,0.435,0.568,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
128.4225,128.4384,23750,27849,Nyctalus leisleri,0.409,0.554,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
128.7865,128.8022,23750,27993,Nyctalus leisleri,0.459,0.599,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
128.8735,128.8826,38359,45808,Pipistrellus nathusii,0.437,0.503,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
128.9675,128.9762,39218,46601,Pipistrellus nathusii,0.374,0.534,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
131.0905,131.1064,24609,27748,Nyctalus leisleri,0.448,0.564,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
132.5115,132.526,24609,28607,Nyctalus leisleri,0.359,0.541,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
133.1885,133.2049,23750,27932,Nyctalus leisleri,0.369,0.521,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
134.0095,134.0221,23750,30940,Eptesicus serotinus,0.251,0.572,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
135.7535,135.7699,23750,28598,Nyctalus leisleri,0.32,0.525,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
136.0655,136.08089999999999,23750,28844,Nyctalus leisleri,0.344,0.573,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
136.3305,136.3445,23750,30219,Nyctalus leisleri,0.368,0.584,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
136.4855,136.4976,25468,31564,Nyctalus leisleri,0.464,0.667,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
136.6325,136.6466,24609,28732,Nyctalus leisleri,0.457,0.545,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
136.8495,136.8636,25468,29418,Nyctalus leisleri,0.491,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
137.3445,137.3615,23750,28366,Nyctalus leisleri,0.391,0.559,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
137.4985,137.5118,24609,31273,Nyctalus leisleri,0.381,0.66,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
137.9095,137.9252,23750,27451,Nyctalus leisleri,0.421,0.52,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
138.6765,138.6908,23750,28361,Nyctalus leisleri,0.483,0.613,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
139.6615,139.6757,24609,28718,Nyctalus leisleri,0.353,0.516,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
139.9495,139.9642,24609,28012,Nyctalus leisleri,0.456,0.55,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
140.5135,140.5322,24609,28368,Nyctalus leisleri,0.383,0.546,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
141.1115,141.1258,24609,28996,Nyctalus leisleri,0.333,0.525,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
141.9545,141.9714,24609,28703,Nyctalus leisleri,0.365,0.586,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
142.8535,142.8685,25468,29613,Nyctalus leisleri,0.326,0.536,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
142.9605,142.9744,25468,31249,Nyctalus leisleri,0.265,0.524,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
143.1085,143.1226,26328,31368,Nyctalus leisleri,0.298,0.593,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
143.6245,143.6388,23750,29861,Nyctalus leisleri,0.223,0.513,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
145.7965,145.8081,24609,29241,Nyctalus leisleri,0.353,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220808/UBNA_013/20220808_050000.WAV,Carp Pond
