start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
51.3945,51.409099999999995,22890.0,28007.0,Echolocation,Nyctalus leisleri,0.482,0.627,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
51.8275,51.8416,23750.0,27864.0,Echolocation,Nyctalus leisleri,0.502,0.632,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
52.1285,52.1409,23750.0,29806.0,Echolocation,Nyctalus leisleri,0.345,0.599,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
52.7345,52.7509,22890.0,27520.0,Echolocation,Nyctalus leisleri,0.506,0.616,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
79.8505,79.8609,40937.0,47705.0,Echolocation,Pipistrellus nathusii,0.464,0.565,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
80.0475,80.0575,40937.0,49602.0,Echolocation,Pipistrellus nathusii,0.574,0.599,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
80.1585,80.1681,41796.0,50373.0,Echolocation,Pipistrellus nathusii,0.645,0.681,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
80.2685,80.27799999999999,40078.0,48676.0,Echolocation,Pipistrellus nathusii,0.523,0.559,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
80.3825,80.39189999999999,40937.0,50013.0,Echolocation,Pipistrellus nathusii,0.71,0.729,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
80.4865,80.4952,40937.0,49290.0,Echolocation,Pipistrellus nathusii,0.605,0.627,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
80.5935,80.60300000000001,40937.0,50608.0,Echolocation,Pipistrellus nathusii,0.738,0.755,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
80.7835,80.79220000000001,40937.0,53450.0,Echolocation,Pipistrellus nathusii,0.687,0.751,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
80.8995,80.9081,40937.0,53201.0,Echolocation,Pipistrellus nathusii,0.69,0.72,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
81.0065,81.0166,40078.0,50705.0,Echolocation,Pipistrellus nathusii,0.656,0.693,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
81.0995,81.1084,40078.0,54587.0,Echolocation,Pipistrellus nathusii,0.635,0.67,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
81.2045,81.21430000000001,40078.0,52101.0,Echolocation,Pipistrellus nathusii,0.605,0.65,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
81.3085,81.3181,40078.0,53456.0,Echolocation,Pipistrellus nathusii,0.59,0.647,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
81.4055,81.4144,40937.0,55102.0,Echolocation,Pipistrellus nathusii,0.608,0.672,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
81.5115,81.5206,40937.0,49366.0,Echolocation,Pipistrellus nathusii,0.605,0.628,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
81.7065,81.7174,40078.0,54898.0,Echolocation,Pipistrellus nathusii,0.606,0.643,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
81.8145,81.8247,40937.0,49285.0,Echolocation,Pipistrellus nathusii,0.633,0.672,-1,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220801_053000.WAV,Carp Pond
