start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
1117.2065,1117.214,39218.0,46707.0,Echolocation,Pipistrellus nathusii,0.52,0.568,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1117.4975,1117.5065,40078.0,50498.0,Echolocation,Pipistrellus nathusii,0.452,0.605,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1117.6125,1117.6222,39218.0,48005.0,Echolocation,Pipistrellus nathusii,0.433,0.535,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1117.7255,1117.7351,39218.0,48741.0,Echolocation,Pipistrellus nathusii,0.426,0.543,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1117.9385,1117.9482,39218.0,48143.0,Echolocation,Pipistrellus nathusii,0.44,0.533,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1118.2495,1118.2577,39218.0,46715.0,Echolocation,Pipistrellus nathusii,0.588,0.621,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1118.9005,1118.9098,40078.0,49260.0,Echolocation,Pipistrellus nathusii,0.497,0.605,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1119.1255,1119.1344,40078.0,49447.0,Echolocation,Pipistrellus nathusii,0.546,0.652,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1119.8015,1119.8102,39218.0,46101.0,Echolocation,Pipistrellus nathusii,0.564,0.614,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1120.1235,1120.1308,39218.0,45879.0,Echolocation,Pipistrellus nathusii,0.583,0.616,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1259.9085,1259.9165,39218.0,46470.0,Echolocation,Pipistrellus nathusii,0.543,0.615,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1339.8115,1339.8196,40078.0,49749.0,Echolocation,Pipistrellus nathusii,0.587,0.615,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1340.1885,1340.1986,40078.0,52479.0,Echolocation,Pipistrellus nathusii,0.568,0.621,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1340.2935,1340.3054,39218.0,51128.0,Echolocation,Pipistrellus nathusii,0.593,0.623,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1340.3955,1340.4075,40078.0,53784.0,Echolocation,Pipistrellus nathusii,0.574,0.658,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1340.6845,1340.6943,40078.0,54044.0,Echolocation,Pipistrellus nathusii,0.659,0.707,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1340.9775,1340.9893,39218.0,56321.0,Echolocation,Pipistrellus nathusii,0.582,0.634,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1341.2645,1341.277,39218.0,54059.0,Echolocation,Pipistrellus nathusii,0.572,0.633,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1341.5605,1341.5707,40078.0,54402.0,Echolocation,Pipistrellus nathusii,0.572,0.617,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1341.6655,1341.676,38359.0,45508.0,Echolocation,Pipistrellus nathusii,0.541,0.577,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1341.8515,1341.8636,39218.0,55650.0,Echolocation,Pipistrellus nathusii,0.556,0.63,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1341.9515,1341.9616,38359.0,50119.0,Echolocation,Pipistrellus nathusii,0.485,0.548,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1342.1985,1342.2107,39218.0,55976.0,Echolocation,Pipistrellus nathusii,0.558,0.627,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1342.3965,1342.4072,38359.0,53598.0,Echolocation,Pipistrellus nathusii,0.615,0.656,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1342.5915,1342.6029,39218.0,54494.0,Echolocation,Pipistrellus nathusii,0.562,0.639,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1342.6895,1342.7013,38359.0,55588.0,Echolocation,Pipistrellus nathusii,0.54,0.65,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1342.8765,1342.8876,38359.0,56405.0,Echolocation,Pipistrellus nathusii,0.692,0.75,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1342.9775,1342.9871,38359.0,51793.0,Echolocation,Pipistrellus nathusii,0.622,0.673,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1343.0665,1343.0757,39218.0,59388.0,Echolocation,Pipistrellus nathusii,0.573,0.665,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1343.1685,1343.1782,38359.0,57745.0,Echolocation,Pipistrellus nathusii,0.625,0.676,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1343.2655,1343.2752,38359.0,49522.0,Echolocation,Pipistrellus nathusii,0.526,0.59,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1343.4465,1343.4574,37500.0,53529.0,Echolocation,Pipistrellus nathusii,0.444,0.529,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1343.5485,1343.5574,36640.0,49909.0,Echolocation,Pipistrellus nathusii,0.557,0.627,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
1343.7335,1343.743,37500.0,54850.0,Echolocation,Pipistrellus nathusii,0.62,0.662,-1,/mnt/ubna_data_02/recover-20220915/UBNA_004/20220915_070000.WAV,Carp Pond,recover-20220915,004
